,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
0,M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
7,F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16
10,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
18,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
23,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
25,F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,11
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
36,F,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
47,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
48,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
54,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
57,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
68,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
79,F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14
80,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
83,M,0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21
91,M,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12
96,M,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9
98,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
102,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
109,F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9
110,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9
111,M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,9
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
120,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
123,M,0.37,0.265,0.075,0.214,0.09,0.051,0.07,6
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
129,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
130,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
135,F,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,8
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
138,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
140,F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10
142,M,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16
143,M,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
145,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
149,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
151,F,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9
152,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
153,F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
158,F,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13
164,F,0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16
166,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
168,M,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76,14
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
179,M,0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11
180,M,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14
181,M,0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
182,F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10
184,F,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,12
185,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
187,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
188,F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
189,F,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
196,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
198,M,0.56,0.45,0.16,0.922,0.432,0.178,0.26,15
202,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
208,F,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
216,M,0.45,0.35,0.13,0.46,0.174,0.111,0.135,8
220,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
221,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
228,F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11
229,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
233,I,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
236,I,0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1
237,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
240,M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,17
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
256,M,0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19
