,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
1,0.004062288422477996,0.24849699398797595,0.4994994994994995,0.125,0.15384615384615385,0.18181818181818182,269,281.238865127637,149.78981961248866,1,0.1,0.5
3,0.004062288422477996,0.24849699398797595,0.4994994994994995,0.125,0.15384615384615385,0.18181818181818182,172,281.238865127637,11933.129654374063,1,0.1,0.5
12,0.025050778605280974,0.06062124248496994,0.12412412412412413,0.25390625,0.019230769230769232,0.045454545454545456,92,77.20222749044666,218.97407124449256,1,0.1,0.5
13,0.01828029790115098,0.12324649298597194,0.24924924924924924,0.25390625,0.019230769230769232,0.045454545454545456,138,137.21739969192114,0.6124632422051192,1,0.1,0.5
15,0.11983750846310089,0.014028056112224449,0.24924924924924924,0.0,0.07692307692307693,0.18181818181818182,35,102.73112132129717,4587.504795440275,1,0.1,0.5
18,0.08124576844955991,0.02930861723446894,0.03028028028028028,0.0,0.09615384615384616,0.09090909090909091,31,19.082003591345057,142.03863839671212,1,0.1,0.5
21,0.08124576844955991,0.09506513026052105,0.09597097097097097,0.0,0.09615384615384616,0.11363636363636363,33,62.58604891471705,875.3342903840297,1,0.1,0.5
23,0.05890318212593094,0.09506513026052105,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,76,106.10139830470871,906.0941798987203,1,0.1,0.5
25,0.20108327691266079,0.014028056112224449,0.03028028028028028,0.015625,0.019230769230769232,0.017045454545454544,69,-8.596413609796066,6021.203405102543,1,0.1,0.5
27,0.20108327691266079,0.006012024048096192,0.04592092092092092,0.015625,0.019230769230769232,0.017045454545454544,27,-5.17562552421272,1035.270877874369,1,0.1,0.5
30,0.0013540961408259986,0.03901553106212425,0.03997747747747748,0.51171875,0.23076923076923078,0.13636363636363635,274,122.87933699871249,22837.454785948707,1,0.1,0.5
31,0.0013540961408259986,0.03901553106212425,0.03997747747747748,0.51171875,0.23076923076923078,0.13636363636363635,368,122.87933699871249,60084.13943019076,1,0.1,0.5
32,0.01828029790115098,0.08003507014028056,0.1629129129129129,0.1171875,0.23076923076923078,0.13636363636363635,32,122.6618997597428,8219.58006804565,1,0.1,0.5
34,0.02234258632362898,0.1620741482965932,0.32698323323323325,0.1171875,0.23076923076923078,0.13636363636363635,106,201.02736423096985,9030.199952685409,1,0.1,0.5
35,0.027758970886932972,0.1620741482965932,0.32698323323323325,0.1171875,0.23076923076923078,0.13636363636363635,208,200.89787140046286,50.44023064436336,1,0.1,0.5
36,0.01828029790115098,0.013652304609218437,0.03028028028028028,0.03125,0.019230769230769232,0.022727272727272728,20,-1.2954046426435895,453.49425889392614,1,0.1,0.5
37,0.01828029790115098,0.02930861723446894,0.06156156156156156,0.03125,0.019230769230769232,0.028409090909090908,29,14.581507474900498,207.89292669635023,1,0.1,0.5
38,0.01828029790115098,0.06062124248496994,0.12412412412412413,0.03125,0.019230769230769232,0.028409090909090908,71,44.508160556570864,701.8175570964278,1,0.1,0.5
41,0.01828029790115098,0.06062124248496994,0.24924924924924924,0.03125,0.057692307692307696,0.028409090909090908,40,93.8774288391966,2902.777338322693,1,0.1,0.5
42,0.01828029790115098,0.06062124248496994,0.24924924924924924,0.03125,0.057692307692307696,0.03409090909090909,52,94.7910144159055,1831.0709147422317,1,0.1,0.5
46,0.5328368314150305,0.014028056112224449,0.007007007007007007,0.03125,0.019230769230769232,0.005681818181818182,18,-24.388924326057264,1796.8209055202092,1,0.1,0.5
