,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
14,350.0,64.0,64.0,0.0,1.0,4.0,10
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
