,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
15,M,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
18,M,0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
21,I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10
28,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
30,M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10
33,F,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19
34,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
40,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
41,F,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
43,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
45,I,0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7
50,I,0.52,0.41,0.12,0.595,0.2385,0.111,0.19,8
52,M,0.485,0.36,0.13,0.5415,0.2595,0.096,0.16,10
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
59,F,0.505,0.4,0.125,0.583,0.246,0.13,0.175,7
62,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
63,M,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7
64,M,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
69,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
71,F,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,8
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
81,M,0.62,0.51,0.175,1.615,0.5105,0.192,0.675,12
82,F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16
86,M,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
90,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
95,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
97,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
99,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10
102,M,0.53,0.435,0.16,0.883,0.316,0.164,0.335,15
105,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
112,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
114,F,0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11
115,F,0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,11
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
121,I,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
126,I,0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
128,M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19
129,M,0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18
132,F,0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
136,F,0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
138,F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,9
