,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
310,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,republican
217,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican
133,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
228,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,republican
113,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
306,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican
195,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
211,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
171,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
277,-1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,republican
351,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,republican
235,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
247,-1,1,-1,1,1,1,0,-1,-1,-1,-1,0,1,1,-1,-1,republican
119,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
281,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0,republican
8,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
363,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,republican
167,1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,republican
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican
273,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,0,1,republican
251,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
405,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
402,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,republican
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican
409,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
204,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
404,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
