,buying,maint,doors,persons,lug_boot,safety,Class
105,3,3,3,2,2,0,unacc
31,3,3,1,0,1,1,unacc
1392,0,3,3,1,2,0,unacc
1590,0,1,2,2,2,0,unacc
38,3,3,1,1,0,2,unacc
612,2,2,2,2,0,0,unacc
289,3,1,2,2,0,1,unacc
1063,1,2,3,1,0,1,unacc
43,3,3,1,1,2,1,unacc
1304,0,3,0,0,2,2,unacc
822,2,0,2,1,1,0,unacc
1033,1,2,2,0,2,1,unacc
963,1,3,3,2,0,0,unacc
1692,0,0,2,2,0,0,unacc
276,3,1,2,0,2,0,unacc
1162,1,1,3,0,0,1,unacc
509,2,3,2,2,1,2,unacc
442,2,3,0,1,0,1,unacc
364,3,0,1,1,1,1,unacc
852,2,0,3,1,2,0,unacc
285,3,1,2,1,2,0,unacc
441,2,3,0,1,0,0,unacc
1083,1,1,0,0,1,0,unacc
987,1,2,0,1,2,0,unacc
1101,1,1,0,2,1,0,unacc
1401,0,3,3,2,2,0,unacc
726,2,1,2,2,2,0,unacc
1275,1,0,3,0,2,0,unacc
1379,0,3,3,0,0,2,unacc
1086,1,1,0,0,2,0,unacc
568,2,2,1,0,0,1,unacc
820,2,0,2,1,0,1,unacc
1227,1,0,1,1,1,0,unacc
206,3,2,3,1,2,2,unacc
1584,0,1,2,2,0,0,unacc
1428,0,2,0,2,2,0,unacc
147,3,2,1,1,1,0,unacc
762,2,0,0,0,2,0,unacc
534,2,3,3,2,1,0,unacc
645,2,2,3,2,2,0,unacc
1655,0,0,1,0,2,2,unacc
267,3,1,1,2,2,0,unacc
1659,0,0,1,1,1,0,unacc
597,2,2,2,0,1,0,unacc
255,3,1,1,1,1,0,unacc
1681,0,0,2,0,2,1,unacc
957,1,3,3,1,1,0,unacc
5,3,3,0,0,1,2,unacc
3,3,3,0,0,1,0,unacc
1551,0,1,1,1,1,0,unacc
161,3,2,1,2,2,2,unacc
604,2,2,2,1,0,1,unacc
663,2,1,0,1,2,0,unacc
443,2,3,0,1,0,2,unacc
683,2,1,1,0,2,2,unacc
883,1,3,0,2,0,1,unacc
134,3,2,0,2,2,2,unacc
648,2,1,0,0,0,0,unacc
919,1,3,2,0,0,1,unacc
1543,0,1,1,0,1,1,unacc
11,3,3,0,1,0,2,unacc
209,3,2,3,2,0,2,unacc
591,2,2,1,2,2,0,unacc
252,3,1,1,1,0,0,unacc
519,2,3,3,0,2,0,unacc
1194,1,0,0,0,2,0,unacc
380,3,0,2,0,0,2,unacc
1638,0,0,0,2,0,0,unacc
1406,0,2,0,0,0,2,unacc
636,2,2,3,1,2,0,unacc
817,2,0,2,0,2,1,unacc
213,3,2,3,2,2,0,unacc
1246,1,0,2,0,1,1,unacc
879,1,3,0,1,2,0,unacc
1143,1,1,2,1,0,0,unacc
273,3,1,2,0,1,0,unacc
93,3,3,3,1,1,0,unacc
183,3,2,2,2,1,0,unacc
865,1,3,0,0,0,1,unacc
1290,1,0,3,2,1,0,unacc
708,2,1,2,0,2,0,unacc
1509,0,2,3,2,2,0,unacc
491,2,3,2,0,1,2,unacc
628,2,2,3,0,2,1,unacc
1007,1,2,1,0,2,2,unacc
1032,1,2,2,0,2,0,unacc
1446,0,2,1,1,2,0,unacc
1284,1,0,3,1,2,0,unacc
1193,1,0,0,0,1,2,unacc
379,3,0,2,0,0,1,unacc
152,3,2,1,1,2,2,unacc
1652,0,0,1,0,1,2,unacc
651,2,1,0,0,1,0,unacc
9,3,3,0,1,0,0,unacc
1396,0,3,3,2,0,1,unacc
776,2,0,0,2,0,2,unacc
815,2,0,2,0,1,2,unacc
1407,0,2,0,0,1,0,unacc
1439,0,2,1,0,2,2,unacc
1207,1,0,0,2,0,1,unacc
1571,0,1,2,0,1,2,unacc
388,3,0,2,1,0,1,unacc
896,1,3,1,0,1,2,unacc
629,2,2,3,0,2,2,unacc
558,2,2,0,2,0,0,unacc
453,2,3,0,2,1,0,unacc
1027,1,2,2,0,0,1,unacc
818,2,0,2,0,2,2,unacc
1269,1,0,3,0,0,0,unacc
280,3,1,2,1,0,1,unacc
1355,0,3,2,0,1,2,unacc
470,2,3,1,1,0,2,unacc
483,2,3,1,2,2,0,unacc
497,2,3,2,1,0,2,unacc
4,3,3,0,0,1,1,unacc
20,3,3,0,2,0,2,unacc
570,2,2,1,0,1,0,unacc
1196,1,0,0,0,2,2,unacc
125,3,2,0,1,2,2,unacc
741,2,1,3,1,1,0,unacc
552,2,2,0,1,1,0,unacc
1029,1,2,2,0,1,0,unacc
82,3,3,3,0,0,1,unacc
396,3,0,2,2,0,0,unacc
1031,1,2,2,0,1,2,unacc
1662,0,0,1,1,2,0,unacc
1217,1,0,1,0,0,2,unacc
1281,1,0,3,1,1,0,unacc
1597,0,1,3,0,1,1,unacc
412,3,0,3,0,2,1,unacc
573,2,2,1,0,2,0,unacc
114,3,2,0,0,2,0,unacc
459,2,3,1,0,0,0,unacc
675,2,1,1,0,0,0,unacc
1219,1,0,1,0,1,1,unacc
75,3,3,2,2,1,0,unacc
1000,1,2,1,0,0,1,unacc
1482,0,2,2,2,2,0,unacc
122,3,2,0,1,1,2,unacc
249,3,1,1,0,2,0,unacc
1028,1,2,2,0,0,2,unacc
312,3,1,3,1,2,0,unacc
774,2,0,0,2,0,0,unacc
1625,0,0,0,0,1,2,unacc
96,3,3,3,1,2,0,unacc
156,3,2,1,2,1,0,unacc
476,2,3,1,1,2,2,unacc
1698,0,0,2,2,2,0,unacc
236,3,1,0,2,0,2,unacc
55,3,3,2,0,0,1,unacc
688,2,1,1,1,1,1,unacc
164,3,2,2,0,0,2,unacc
1362,0,3,2,1,1,0,unacc
116,3,2,0,0,2,2,unacc
438,2,3,0,0,2,0,unacc
1440,0,2,1,1,0,0,unacc
571,2,2,1,0,1,1,unacc
846,2,0,3,1,0,0,unacc
16,3,3,0,1,2,1,unacc
1092,1,1,0,1,1,0,unacc
1359,0,3,2,1,0,0,unacc
693,2,1,1,2,0,0,unacc
478,2,3,1,2,0,1,unacc
922,1,3,2,0,1,1,unacc
378,3,0,2,0,0,0,unacc
910,1,3,1,2,0,1,unacc
547,2,2,0,0,2,1,unacc
458,2,3,0,2,2,2,unacc
834,2,0,2,2,2,0,unacc
1245,1,0,2,0,1,0,unacc
882,1,3,0,2,0,0,unacc
493,2,3,2,0,2,1,unacc
1030,1,2,2,0,1,1,unacc
516,2,3,3,0,1,0,unacc
1006,1,2,1,0,2,1,unacc
653,2,1,0,0,1,2,unacc
601,2,2,2,0,2,1,unacc
1331,0,3,1,0,2,2,unacc
1707,0,0,3,0,2,0,unacc
132,3,2,0,2,2,0,unacc
949,1,3,3,0,1,1,unacc
27,3,3,1,0,0,0,unacc
149,3,2,1,1,1,2,unacc
508,2,3,2,2,1,1,unacc
1332,0,3,1,1,0,0,unacc
66,3,3,2,1,1,0,unacc
1614,0,1,3,2,1,0,unacc
215,3,2,3,2,2,2,unacc
1678,0,0,2,0,1,1,unacc
1563,0,1,1,2,2,0,unacc
1080,1,1,0,0,0,0,unacc
532,2,3,3,2,0,1,unacc
705,2,1,2,0,1,0,unacc
87,3,3,3,0,2,0,unacc
912,1,3,1,2,1,0,unacc
1671,0,0,1,2,2,0,unacc
1260,1,0,2,2,0,0,unacc
417,3,0,3,1,1,0,unacc
490,2,3,2,0,1,1,unacc
56,3,3,2,0,0,2,unacc
141,3,2,1,0,2,0,unacc
893,1,3,1,0,0,2,unacc
536,2,3,3,2,1,2,unacc
1357,0,3,2,0,2,1,unacc
195,3,2,3,0,2,0,unacc
771,2,0,0,1,2,0,unacc
543,2,2,0,0,1,0,unacc
562,2,2,0,2,1,1,unacc
151,3,2,1,1,2,1,unacc
769,2,0,0,1,1,1,unacc
1641,0,0,0,2,1,0,unacc
130,3,2,0,2,1,1,unacc
1008,1,2,1,1,0,0,unacc
432,2,3,0,0,0,0,unacc
472,2,3,1,1,1,1,unacc
381,3,0,2,0,1,0,unacc
1716,0,0,3,1,2,0,unacc
136,3,2,1,0,0,1,unacc
1112,1,1,1,0,1,2,unacc
112,3,2,0,0,1,1,unacc
1111,1,1,1,0,1,1,unacc
228,3,1,0,1,1,0,unacc
1036,1,2,2,1,0,1,unacc
32,3,3,1,0,1,2,unacc
129,3,2,0,2,1,0,unacc
1023,1,2,1,2,2,0,unacc
533,2,3,3,2,0,2,unacc
904,1,3,1,1,1,1,unacc
123,3,2,0,1,2,0,unacc
649,2,1,0,0,0,1,unacc
359,3,0,1,0,2,2,unacc
788,2,0,1,0,1,2,unacc
1546,0,1,1,0,2,1,unacc
1599,0,1,3,0,2,0,unacc
1356,0,3,2,0,2,0,unacc
25,3,3,0,2,2,1,unacc
955,1,3,3,1,0,1,unacc
1053,1,2,3,0,0,0,unacc
1192,1,0,0,0,1,1,unacc
170,3,2,2,0,2,2,unacc
1203,1,0,0,1,2,0,unacc
369,3,0,1,2,0,0,unacc
948,1,3,3,0,1,0,unacc
1531,0,1,0,2,0,1,unacc
180,3,2,2,2,0,0,unacc
738,2,1,3,1,0,0,unacc
892,1,3,1,0,0,1,unacc
360,3,0,1,1,0,0,unacc
903,1,3,1,1,1,0,unacc
1494,0,2,3,1,0,0,unacc
682,2,1,1,0,2,1,unacc
669,2,1,0,2,1,0,unacc
768,2,0,0,1,1,0,unacc
1350,0,3,2,0,0,0,unacc
98,3,3,3,1,2,2,unacc
542,2,2,0,0,0,2,unacc
348,3,0,0,2,2,0,unacc
572,2,2,1,0,1,2,unacc
1676,0,0,2,0,0,2,unacc
696,2,1,1,2,1,0,unacc
264,3,1,1,2,1,0,unacc
115,3,2,0,0,2,1,unacc
393,3,0,2,1,2,0,unacc
186,3,2,2,2,2,0,unacc
1492,0,2,3,0,2,1,unacc
448,2,3,0,1,2,1,unacc
1547,0,1,1,0,2,2,unacc
760,2,0,0,0,1,1,unacc
53,3,3,1,2,2,2,unacc
1218,1,0,1,0,1,0,unacc
609,2,2,2,1,2,0,unacc
1110,1,1,1,0,1,0,unacc
1170,1,1,3,1,0,0,unacc
978,1,2,0,0,2,0,unacc
1623,0,0,0,0,1,0,unacc
1061,1,2,3,0,2,2,unacc
309,3,1,3,1,1,0,unacc
1521,0,1,0,1,0,0,unacc
840,2,0,3,0,1,0,unacc
124,3,2,0,1,2,1,unacc
224,3,1,0,0,2,2,unacc
1708,0,0,3,0,2,1,unacc
451,2,3,0,2,0,1,unacc
1542,0,1,1,0,1,0,unacc
436,2,3,0,0,1,1,unacc
157,3,2,1,2,1,1,unacc
456,2,3,0,2,2,0,unacc
1250,1,0,2,0,2,2,unacc
80,3,3,2,2,2,2,unacc
332,3,0,0,0,2,2,unacc
928,1,3,2,1,0,1,unacc
867,1,3,0,0,1,0,unacc
60,3,3,2,0,2,0,unacc
71,3,3,2,1,2,2,unacc
535,2,3,3,2,1,1,unacc
221,3,1,0,0,1,2,unacc
182,3,2,2,2,0,2,unacc
76,3,3,2,2,1,1,unacc
712,2,1,2,1,0,1,unacc
100,3,3,3,2,0,1,unacc
1464,0,2,2,0,2,0,unacc
721,2,1,2,2,0,1,unacc
884,1,3,0,2,0,2,unacc
202,3,2,3,1,1,1,unacc
980,1,2,0,0,2,2,unacc
1188,1,0,0,0,0,0,unacc
1437,0,2,1,0,2,0,unacc
985,1,2,0,1,1,1,unacc
480,2,3,1,2,1,0,unacc
577,2,2,1,1,0,1,unacc
1305,0,3,0,1,0,0,unacc
1419,0,2,0,1,2,0,unacc
969,1,3,3,2,2,0,unacc
960,1,3,3,1,2,0,unacc
135,3,2,1,0,0,0,unacc
278,3,1,2,0,2,2,unacc
1695,0,0,2,2,1,0,unacc
1136,1,1,2,0,0,2,unacc
450,2,3,0,2,0,0,unacc
192,3,2,3,0,1,0,unacc
640,2,2,3,2,0,1,unacc
467,2,3,1,0,2,2,unacc
162,3,2,2,0,0,0,unacc
316,3,1,3,2,0,1,unacc
1572,0,1,2,0,2,0,unacc
739,2,1,3,1,0,1,unacc
1381,0,3,3,0,1,1,unacc
1654,0,0,1,0,2,1,unacc
1443,0,2,1,1,1,0,unacc
1328,0,3,1,0,1,2,unacc
550,2,2,0,1,0,1,unacc
507,2,3,2,2,1,0,unacc
302,3,1,3,0,1,2,unacc
813,2,0,2,0,1,0,unacc
1600,0,1,3,0,2,1,unacc
387,3,0,2,1,0,0,unacc
522,2,3,3,1,0,0,unacc
245,3,1,1,0,0,2,unacc
1596,0,1,3,0,1,0,unacc
1306,0,3,0,1,0,1,unacc
676,2,1,1,0,0,1,unacc
1001,1,2,1,0,0,2,unacc
1385,0,3,3,0,2,2,unacc
1382,0,3,3,0,1,2,unacc
342,3,0,0,2,0,0,unacc
143,3,2,1,0,2,2,unacc
687,2,1,1,1,1,0,unacc
46,3,3,1,2,0,1,unacc
275,3,1,2,0,1,2,unacc
1569,0,1,2,0,1,0,unacc
307,3,1,3,1,0,1,unacc
203,3,2,3,1,1,2,unacc
847,2,0,3,1,0,1,unacc
330,3,0,0,0,2,0,unacc
354,3,0,1,0,1,0,unacc
334,3,0,0,1,0,1,unacc
103,3,3,3,2,1,1,unacc
1491,0,2,3,0,2,0,unacc
1412,0,2,0,0,2,2,unacc
158,3,2,1,2,1,2,unacc
1212,1,0,0,2,2,0,unacc
154,3,2,1,2,0,1,unacc
97,3,3,3,1,2,1,unacc
159,3,2,1,2,2,0,unacc
240,3,1,0,2,2,0,unacc
210,3,2,3,2,1,0,unacc
1254,1,0,2,1,1,0,unacc
1515,0,1,0,0,1,0,unacc
1725,0,0,3,2,2,0,unacc
652,2,1,0,0,1,1,unacc
1308,0,3,0,1,1,0,unacc
924,1,3,2,0,2,0,unacc
1045,1,2,2,2,0,1,unacc
730,2,1,3,0,0,1,unacc
1320,0,3,0,2,2,0,unacc
1004,1,2,1,0,1,2,unacc
1026,1,2,2,0,0,0,unacc
177,3,2,2,1,2,0,unacc
732,2,1,3,0,1,0,unacc
238,3,1,0,2,1,1,unacc
84,3,3,3,0,1,0,unacc
1325,0,3,1,0,0,2,unacc
1624,0,0,0,0,1,1,unacc
351,3,0,1,0,0,0,unacc
729,2,1,3,0,0,0,unacc
1653,0,0,1,0,2,0,unacc
321,3,1,3,2,2,0,unacc
429,3,0,3,2,2,0,unacc
1520,0,1,0,0,2,2,unacc
119,3,2,0,1,0,2,unacc
189,3,2,3,0,0,0,unacc
256,3,1,1,1,1,1,unacc
527,2,3,3,1,1,2,unacc
655,2,1,0,0,2,1,unacc
1018,1,2,1,2,0,1,unacc
1647,0,0,1,0,0,0,unacc
631,2,2,3,1,0,1,unacc
1639,0,0,0,2,0,1,unacc
1303,0,3,0,0,2,1,unacc
107,3,3,3,2,2,2,unacc
148,3,2,1,1,1,1,unacc
714,2,1,2,1,1,0,unacc
699,2,1,1,2,2,0,unacc
271,3,1,2,0,0,1,unacc
1405,0,2,0,0,0,1,unacc
121,3,2,0,1,1,1,unacc
1353,0,3,2,0,1,0,unacc
488,2,3,2,0,0,2,unacc
407,3,0,3,0,0,2,unacc
1568,0,1,2,0,0,2,unacc
1463,0,2,2,0,1,2,unacc
297,3,1,3,0,0,0,unacc
169,3,2,2,0,2,1,unacc
1020,1,2,1,2,1,0,unacc
291,3,1,2,2,1,0,unacc
1677,0,0,2,0,1,0,unacc
405,3,0,3,0,0,0,unacc
976,1,2,0,0,1,1,unacc
1593,0,1,3,0,0,0,unacc
212,3,2,3,2,1,2,unacc
92,3,3,3,1,0,2,unacc
1299,0,3,0,0,1,0,unacc
1539,0,1,1,0,0,0,unacc
1318,0,3,0,2,1,1,unacc
78,3,3,2,2,2,0,unacc
520,2,3,3,0,2,1,unacc
515,2,3,3,0,0,2,unacc
175,3,2,2,1,1,1,unacc
36,3,3,1,1,0,0,unacc
1719,0,0,3,2,0,0,unacc
101,3,3,3,2,0,2,unacc
1680,0,0,2,0,2,0,unacc
1082,1,1,0,0,0,2,unacc
168,3,2,2,0,2,0,unacc
514,2,3,3,0,0,1,unacc
1710,0,0,3,1,0,0,unacc
1185,1,1,3,2,2,0,unacc
804,2,0,1,2,1,0,unacc
559,2,2,0,2,0,1,unacc
1518,0,1,0,0,2,0,unacc
1146,1,1,2,1,1,0,unacc
113,3,2,0,0,1,2,unacc
1195,1,0,0,0,2,1,unacc
1173,1,1,3,1,1,0,unacc
30,3,3,1,0,1,0,unacc
1003,1,2,1,0,1,1,unacc
492,2,3,2,0,2,0,unacc
1166,1,1,3,0,1,2,unacc
109,3,2,0,0,0,1,unacc
457,2,3,0,2,2,1,unacc
1341,0,3,1,2,0,0,unacc
1315,0,3,0,2,0,1,unacc
1266,1,0,2,2,2,0,unacc
1629,0,0,0,1,0,0,unacc
1605,0,1,3,1,1,0,unacc
1223,1,0,1,0,2,2,unacc
1713,0,0,3,1,1,0,unacc
981,1,2,0,1,0,0,unacc
795,2,0,1,1,1,0,unacc
966,1,3,3,2,1,0,unacc
205,3,2,3,1,2,1,unacc
1665,0,0,1,2,0,0,unacc
437,2,3,0,0,1,2,unacc
506,2,3,2,2,0,2,unacc
1387,0,3,3,1,0,1,unacc
1084,1,1,0,0,1,1,unacc
654,2,1,0,0,2,0,unacc
1138,1,1,2,0,1,1,unacc
51,3,3,1,2,2,0,unacc
35,3,3,1,0,2,2,unacc
926,1,3,2,0,2,2,unacc
88,3,3,3,0,2,1,unacc
793,2,0,1,1,0,1,unacc
897,1,3,1,0,2,0,unacc
