,buying,maint,doors,persons,lug_boot,safety,Class
444,2,3,0,1,1,0,unacc
1088,1,1,0,0,2,2,unacc
1640,0,0,0,2,0,2,unacc
1002,1,2,1,0,1,0,unacc
463,2,3,1,0,1,1,unacc
531,2,3,3,2,0,0,unacc
41,3,3,1,1,1,2,unacc
685,2,1,1,1,0,1,unacc
791,2,0,1,0,2,2,unacc
523,2,3,3,1,0,1,unacc
1056,1,2,3,0,1,0,unacc
1134,1,1,2,0,0,0,unacc
537,2,3,3,2,2,0,unacc
586,2,2,1,2,0,1,unacc
1221,1,0,1,0,2,0,unacc
1276,1,0,3,0,2,1,unacc
1497,0,2,3,1,1,0,unacc
1575,0,1,2,1,0,0,unacc
434,2,3,0,0,0,2,unacc
1098,1,1,0,2,0,0,unacc
70,3,3,2,1,2,1,unacc
1300,0,3,0,0,1,1,unacc
541,2,2,0,0,0,1,unacc
346,3,0,0,2,1,1,unacc
1125,1,1,1,2,0,0,unacc
871,1,3,0,0,2,1,unacc
106,3,3,3,2,2,1,unacc
28,3,3,1,0,0,1,unacc
750,2,1,3,2,1,0,unacc
1009,1,2,1,1,0,1,unacc
667,2,1,0,2,0,1,unacc
248,3,1,1,0,1,2,unacc
1113,1,1,1,0,2,0,unacc
99,3,3,3,2,0,0,unacc
595,2,2,2,0,0,1,unacc
1011,1,2,1,1,1,0,unacc
1706,0,0,3,0,1,2,unacc
1342,0,3,1,2,0,1,unacc
625,2,2,3,0,1,1,unacc
837,2,0,3,0,0,0,unacc
756,2,0,0,0,0,0,unacc
1532,0,1,0,2,0,2,unacc
1527,0,1,0,1,2,0,unacc
891,1,3,1,0,0,0,unacc
1115,1,1,1,0,2,2,unacc
720,2,1,2,2,0,0,unacc
300,3,1,3,0,1,0,unacc
208,3,2,3,2,0,1,unacc
1215,1,0,1,0,0,0,unacc
1200,1,0,0,1,1,0,unacc
661,2,1,0,1,1,1,unacc
1554,0,1,1,1,2,0,unacc
1598,0,1,3,0,1,2,unacc
1139,1,1,2,0,1,2,unacc
304,3,1,3,0,2,1,unacc
1506,0,2,3,2,1,0,unacc
146,3,2,1,1,0,2,unacc
486,2,3,2,0,0,0,unacc
150,3,2,1,1,2,0,unacc
1432,0,2,1,0,0,1,unacc
1116,1,1,1,1,0,0,unacc
1649,0,0,1,0,0,2,unacc
261,3,1,1,2,0,0,unacc
333,3,0,0,1,0,0,unacc
505,2,3,2,2,0,1,unacc
1536,0,1,0,2,2,0,unacc
888,1,3,0,2,2,0,unacc
218,3,1,0,0,0,2,unacc
65,3,3,2,1,0,2,unacc
1460,0,2,2,0,0,2,unacc
1273,1,0,3,0,1,1,unacc
1404,0,2,0,0,0,0,unacc
52,3,3,1,2,2,1,unacc
279,3,1,2,1,0,0,unacc
866,1,3,0,0,0,2,unacc
786,2,0,1,0,1,0,unacc
303,3,1,3,0,2,0,unacc
1411,0,2,0,0,2,1,unacc
57,3,3,2,0,1,0,unacc
1413,0,2,0,1,0,0,unacc
385,3,0,2,0,2,1,unacc
521,2,3,3,0,2,2,unacc
761,2,0,0,0,1,2,unacc
118,3,2,0,1,0,1,unacc
947,1,3,3,0,0,2,unacc
1374,0,3,2,2,2,0,unacc
1352,0,3,2,0,0,2,unacc
15,3,3,0,1,2,0,unacc
544,2,2,0,0,1,1,unacc
1416,0,2,0,1,1,0,unacc
1135,1,1,2,0,0,1,unacc
1485,0,2,3,0,0,0,unacc
1560,0,1,1,2,1,0,unacc
502,2,3,2,1,2,1,unacc
24,3,3,0,2,2,0,unacc
496,2,3,2,1,0,1,unacc
408,3,0,3,0,1,0,unacc
446,2,3,0,1,1,2,unacc
999,1,2,1,0,0,0,unacc
58,3,3,2,0,1,1,unacc
83,3,3,3,0,0,2,unacc
160,3,2,1,2,2,1,unacc
272,3,1,2,0,0,2,unacc
1163,1,1,3,0,0,2,unacc
1377,0,3,3,0,0,0,unacc
1119,1,1,1,1,1,0,unacc
229,3,1,0,1,1,1,unacc
952,1,3,3,0,2,1,unacc
1686,0,0,2,1,1,0,unacc
1085,1,1,0,0,1,2,unacc
1458,0,2,2,0,0,0,unacc
328,3,0,0,0,1,1,unacc
1358,0,3,2,0,2,2,unacc
991,1,2,0,2,0,1,unacc
223,3,1,0,0,2,1,unacc
1330,0,3,1,0,2,1,unacc
528,2,3,3,1,2,0,unacc
1490,0,2,3,0,1,2,unacc
1709,0,0,3,0,2,2,unacc
1314,0,3,0,2,0,0,unacc
1360,0,3,2,1,0,1,unacc
174,3,2,2,1,1,0,unacc
864,1,3,0,0,0,0,unacc
1278,1,0,3,1,0,0,unacc
1675,0,0,2,0,0,1,unacc
1674,0,0,2,0,0,0,unacc
95,3,3,3,1,1,2,unacc
244,3,1,1,0,0,1,unacc
513,2,3,3,0,0,0,unacc
1034,1,2,2,0,2,2,unacc
1533,0,1,0,2,1,0,unacc
798,2,0,1,1,2,0,unacc
462,2,3,1,0,1,0,unacc
829,2,0,2,2,0,1,unacc
2,3,3,0,0,0,2,unacc
226,3,1,0,1,0,1,unacc
1650,0,0,1,0,1,0,unacc
1104,1,1,0,2,2,0,unacc
735,2,1,3,0,2,0,unacc
953,1,3,3,0,2,2,unacc
1149,1,1,2,1,2,0,unacc
1274,1,0,3,0,1,2,unacc
54,3,3,2,0,0,0,unacc
26,3,3,0,2,2,2,unacc
731,2,1,3,0,0,2,unacc
1461,0,2,2,0,1,0,unacc
142,3,2,1,0,2,1,unacc
510,2,3,2,2,2,0,unacc
1176,1,1,3,1,2,0,unacc
1216,1,0,1,0,0,1,unacc
474,2,3,1,1,2,0,unacc
1243,1,0,2,0,0,1,unacc
1327,0,3,1,0,1,1,unacc
1503,0,2,3,2,0,0,unacc
945,1,3,3,0,0,0,unacc
298,3,1,3,0,0,1,unacc
409,3,0,3,0,1,1,unacc
384,3,0,2,0,2,0,unacc
560,2,2,0,2,0,2,unacc
666,2,1,0,2,0,0,unacc
1602,0,1,3,1,0,0,unacc
679,2,1,1,0,1,1,unacc
828,2,0,2,2,0,0,unacc
