,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
78,300.0,192.0,768.0,6.0,6.0,24.0,36
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
46,810.0,512.0,512.0,8.0,1.0,1.0,18
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
