,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
99,3,4,8,7,91.4,142.4,601.4,10.6,19.8,39.0,5.4,0.0,0.0
326,5,4,9,6,92.2,102.3,751.5,8.4,24.1,27.0,3.1,0.0,0.0
426,8,6,8,4,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
375,6,5,9,6,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,3.6975913947159578
254,6,3,8,4,91.6,138.1,621.7,6.3,18.9,41.0,3.1,0.0,2.428336298299606
263,6,3,8,5,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,0.9400072584914712
350,5,4,9,5,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.5496879080283263
164,8,5,9,7,89.7,90.0,704.4,4.8,17.8,67.0,2.2,0.0,1.1019400787607843
371,3,4,7,3,91.9,133.6,520.5,8.0,14.2,58.0,4.0,0.0,0.0
346,1,4,9,1,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,3.3738261848660236
388,6,4,8,5,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,3.392492941032009
422,8,6,7,7,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,1.9878743481543455
182,5,4,2,7,86.8,15.6,48.3,3.9,12.4,53.0,2.2,0.0,1.998773638612381
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0
170,5,4,9,3,92.9,133.3,699.6,9.2,21.9,35.0,1.8,0.0,1.2725655957915476
252,6,5,8,3,93.1,157.3,666.7,13.5,22.1,37.0,3.6,0.0,0.19062035960864973
286,7,6,7,3,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0
53,4,3,8,3,92.1,111.2,654.1,9.6,20.4,42.0,4.9,0.0,0.0
27,7,4,9,1,90.9,126.5,686.5,7.0,19.4,48.0,1.3,0.0,0.0
56,4,3,9,2,90.3,80.7,730.2,6.3,17.8,63.0,4.9,0.0,0.0
407,4,5,2,6,84.7,8.2,55.0,2.9,14.2,46.0,4.0,0.0,0.0
424,8,6,8,6,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.7850704810772584
275,4,6,12,4,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,1.8531680973566984
406,6,5,9,6,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0.0,1.599387576580599
369,4,5,9,7,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,0.0
1,7,4,10,2,90.6,35.4,669.1,6.7,18.0,33.0,0.9,0.0,0.0
378,6,5,3,4,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0
438,2,5,8,6,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,2.005525858729668
265,4,4,8,2,93.7,102.2,550.3,14.6,22.1,54.0,7.6,0.0,0.5822156198526637
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68.0,2.2,0.0,2.642622395779755
231,1,5,9,7,93.5,149.3,728.6,8.1,27.8,27.0,3.1,0.0,4.566221435849517
503,2,4,8,3,94.5,139.4,689.1,20.0,29.2,30.0,4.9,0.0,1.0818051703517284
197,4,5,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,2.4898941912990393
107,4,5,8,7,90.2,99.6,631.2,6.3,21.4,33.0,3.1,0.0,0.0
439,1,3,9,5,91.1,91.3,738.1,7.2,19.1,46.0,2.2,0.0,0.2851789422336624
511,8,6,8,7,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0
483,8,6,8,7,94.9,130.3,587.1,14.1,31.0,27.0,5.4,0.0,0.0
59,2,2,2,5,86.6,13.2,43.0,5.3,12.3,51.0,0.9,0.0,0.0
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0
322,6,5,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,0.6981347220709844
144,2,5,8,3,95.5,99.9,513.3,13.2,23.8,32.0,5.4,0.0,0.5709795465857378
203,8,6,10,3,91.4,37.9,673.8,5.2,20.2,37.0,2.7,0.0,2.6878474937846906
25,7,4,8,7,91.4,142.4,601.4,10.6,16.3,60.0,5.4,0.0,0.0
36,6,3,10,2,90.6,35.4,669.1,6.7,21.7,24.0,4.5,0.0,0.0
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833
