,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
0,7,5,3,5,86.2,26.2,94.3,5.1,8.2,51.0,6.7,0.0,0.0
1,7,4,10,2,90.6,35.4,669.1,6.7,18.0,33.0,0.9,0.0,0.0
3,8,6,3,5,91.7,33.3,77.5,9.0,8.3,97.0,4.0,0.2,0.0
4,8,6,3,7,89.3,51.3,102.2,9.6,11.4,99.0,1.8,0.0,0.0
5,8,6,8,7,92.3,85.3,488.0,14.7,22.2,29.0,5.4,0.0,0.0
7,8,6,8,1,91.5,145.4,608.2,10.7,8.0,86.0,2.2,0.0,0.0
9,7,5,9,6,92.5,88.0,698.6,7.1,22.8,40.0,4.0,0.0,0.0
13,6,5,9,1,90.9,126.5,686.5,7.0,21.3,42.0,2.2,0.0,0.0
14,6,5,9,3,92.9,133.3,699.6,9.2,26.4,21.0,4.5,0.0,0.0
15,6,5,9,5,93.3,141.2,713.9,13.9,22.9,44.0,5.4,0.0,0.0
16,5,5,3,6,91.7,35.8,80.8,7.8,15.1,27.0,5.4,0.0,0.0
17,8,5,10,1,84.9,32.8,664.2,3.0,16.7,47.0,4.9,0.0,0.0
20,6,4,9,2,91.0,129.5,692.6,7.0,18.3,40.0,2.7,0.0,0.0
21,5,4,9,1,91.8,78.5,724.3,9.2,19.1,38.0,2.7,0.0,0.0
22,7,4,6,7,94.3,96.3,200.0,56.1,21.0,44.0,4.5,0.0,0.0
24,7,4,8,6,93.5,139.4,594.2,20.3,23.7,32.0,5.8,0.0,0.0
30,6,3,9,5,94.3,85.1,692.3,15.9,25.4,24.0,3.6,0.0,0.0
31,6,3,9,1,88.6,91.8,709.9,7.1,11.2,78.0,7.6,0.0,0.0
34,6,3,9,1,91.8,78.5,724.3,9.2,21.2,32.0,2.7,0.0,0.0
35,6,3,9,2,90.3,80.7,730.2,6.3,18.2,62.0,4.5,0.0,0.0
37,7,4,10,5,90.0,41.5,682.6,8.7,11.3,60.0,5.4,0.0,0.0
41,4,4,8,6,90.2,96.9,624.2,8.9,18.4,42.0,6.7,0.0,0.0
42,4,4,8,2,94.8,108.3,647.1,17.0,16.6,54.0,5.4,0.0,0.0
43,4,4,9,6,92.5,88.0,698.6,7.1,19.6,48.0,2.7,0.0,0.0
45,5,6,9,3,94.3,85.1,692.3,15.9,25.9,24.0,4.0,0.0,0.0
48,4,4,3,1,87.2,23.9,64.7,4.1,11.8,35.0,1.8,0.0,0.0
53,4,3,8,3,92.1,111.2,654.1,9.6,20.4,42.0,4.9,0.0,0.0
60,2,2,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,0.0
62,2,2,8,4,93.0,75.3,466.6,7.7,18.8,35.0,4.9,0.0,0.0
65,2,2,8,4,91.7,114.3,661.3,6.3,18.6,44.0,4.5,0.0,0.0
66,2,2,9,5,92.4,117.9,668.0,12.2,23.0,37.0,4.5,0.0,0.0
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30.0,1.3,0.0,0.0
76,9,9,2,5,86.6,13.2,43.0,5.3,15.7,43.0,3.1,0.0,0.0
82,1,2,8,2,94.8,108.3,647.1,17.0,18.6,51.0,4.5,0.0,0.0
83,1,2,8,3,92.1,111.2,654.1,9.6,16.6,47.0,0.9,0.0,0.0
88,1,2,9,7,93.5,149.3,728.6,8.1,25.3,36.0,3.6,0.0,0.0
90,6,5,8,6,90.2,96.9,624.2,8.9,14.7,59.0,5.8,0.0,0.0
92,8,6,8,7,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0.0,0.0
94,8,6,8,1,91.1,103.2,638.8,5.8,23.4,22.0,2.7,0.0,0.0
96,3,4,2,6,83.9,8.0,30.2,2.6,12.7,48.0,1.8,0.0,0.0
101,3,4,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,0.0
102,2,4,8,2,94.8,108.3,647.1,17.0,20.1,40.0,4.0,0.0,0.0
103,2,4,9,6,92.5,121.1,674.4,8.6,24.1,29.0,4.5,0.0,0.0
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78.0,3.1,0.0,0.0
105,4,5,3,5,85.9,19.5,57.3,2.8,12.7,52.0,6.3,0.0,0.0
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29.0,3.1,0.0,0.0
109,4,5,9,1,88.6,91.8,709.9,7.1,17.4,56.0,5.4,0.0,0.0
111,3,4,3,5,91.7,33.3,77.5,9.0,18.8,18.0,4.5,0.0,0.0
112,3,4,9,7,89.7,90.0,704.4,4.8,22.8,39.0,3.6,0.0,0.0
114,3,4,3,2,88.1,25.7,67.6,3.8,15.8,27.0,7.6,0.0,0.0
115,3,5,3,2,88.1,25.7,67.6,3.8,15.5,27.0,6.3,0.0,0.0
116,3,4,3,6,91.7,35.8,80.8,7.8,11.6,30.0,6.3,0.0,0.0
119,3,4,8,4,93.0,75.3,466.6,7.7,19.6,36.0,3.1,0.0,0.0
123,3,4,9,2,84.4,73.4,671.9,3.2,17.9,45.0,3.1,0.0,0.0
126,3,5,3,1,87.6,52.2,103.8,5.0,9.0,49.0,2.2,0.0,0.0
127,3,5,9,5,93.5,149.3,728.6,8.1,17.2,43.0,3.1,0.0,0.0
128,3,5,10,3,91.4,37.9,673.8,5.2,15.9,46.0,3.6,0.0,0.0
129,2,5,10,7,92.6,46.5,691.8,8.8,15.4,35.0,0.9,0.0,0.0
130,4,6,2,6,68.2,21.5,87.2,0.8,15.4,40.0,2.7,0.0,0.0
131,4,6,3,1,87.2,23.9,64.7,4.1,14.0,39.0,3.1,0.0,0.0
136,3,6,9,7,92.4,124.1,680.7,8.5,17.2,58.0,1.3,0.0,0.0
140,2,5,9,1,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,0.3852624007906449
142,8,6,8,5,90.1,108.0,529.8,12.5,21.2,51.0,8.9,0.0,0.4762341789963716
145,6,5,8,4,95.2,131.7,578.8,10.4,27.4,22.0,4.0,0.0,0.6418538861723948
148,2,2,8,2,94.8,108.3,647.1,17.0,17.4,43.0,6.7,0.0,0.7275486072772778
151,9,9,7,7,90.1,68.6,355.2,7.2,24.8,29.0,2.2,0.0,0.8586616190375187
152,3,4,7,6,90.1,51.2,424.1,6.2,24.6,43.0,1.8,0.0,0.8878912573524571
154,1,5,9,6,93.4,145.4,721.4,8.1,29.6,27.0,2.7,0.0,0.9001613499442714
160,7,4,3,1,90.1,39.7,86.6,6.2,16.1,29.0,3.1,0.0,1.0116009116784799
161,6,4,8,4,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0647107369924282
164,8,5,9,7,89.7,90.0,704.4,4.8,17.8,67.0,2.2,0.0,1.1019400787607843
168,6,5,3,5,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0.0,1.2612978709452054
170,5,4,9,3,92.9,133.3,699.6,9.2,21.9,35.0,1.8,0.0,1.2725655957915476
173,4,4,9,1,90.9,126.5,686.5,7.0,17.7,39.0,2.2,0.0,1.4036429994545037
174,1,4,8,6,90.2,96.9,624.2,8.9,14.2,53.0,1.8,0.0,1.5040773967762742
175,1,4,8,6,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.7101878155342434
179,8,6,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.8293763327993617
181,8,6,10,1,84.9,32.8,664.2,3.0,19.1,32.0,4.0,0.0,1.8625285401162623
183,7,4,10,1,91.7,48.5,696.1,11.1,16.8,45.0,4.5,0.0,2.057962510002712
185,2,5,9,2,91.0,129.5,692.6,7.0,17.6,46.0,3.1,0.0,2.0844290831908747
190,6,5,3,5,91.2,48.3,97.8,12.5,11.7,33.0,4.0,0.0,2.231089091288976
196,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,2.4790562361098245
200,1,5,9,2,91.0,129.5,692.6,7.0,21.6,33.0,2.2,0.0,2.528125768907977
201,6,5,3,7,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0.0,2.5726122302071057
209,8,3,9,4,93.7,80.9,685.2,17.9,23.2,26.0,4.9,0.0,3.1949928844048685
210,4,4,10,6,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,3.2280337626529665
212,7,4,9,5,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,3.3006401266708405
215,4,4,3,6,91.7,35.8,80.8,7.8,17.0,27.0,4.9,0.0,3.389799336709786
217,1,3,9,1,88.6,91.8,709.9,7.1,12.4,73.0,6.3,0.0,3.4442568711226023
220,8,6,8,7,90.2,99.6,631.2,6.3,16.2,59.0,3.1,0.0,3.4986265269937014
223,2,2,7,5,88.3,150.3,309.9,6.8,13.4,79.0,3.6,0.0,3.6381123370602833
233,9,4,9,2,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0.0,4.669646205172456
234,4,5,9,6,92.5,121.1,674.4,8.6,17.7,25.0,3.1,0.0,5.049086480470509
238,6,5,9,6,92.5,121.1,674.4,8.6,25.1,27.0,4.0,0.0,6.995619625423205
240,6,3,4,3,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0
245,3,4,8,7,91.8,175.1,700.7,13.8,26.8,38.0,6.3,0.0,0.5653138090500605
248,8,6,8,3,93.1,157.3,666.7,13.5,28.7,28.0,2.7,0.0,0.0
249,3,4,8,3,93.1,157.3,666.7,13.5,21.7,40.0,0.4,0.0,1.244154593958768
251,8,5,8,3,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,0.2151113796169455
253,7,4,8,4,91.9,109.2,565.5,8.0,21.4,38.0,2.7,0.0,0.9242589015233319
257,4,3,8,6,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,0.5187937934151675
259,7,4,8,6,91.8,170.9,692.3,13.7,23.7,40.0,1.8,0.0,0.8671004876833833
264,4,4,8,5,94.3,167.6,684.4,13.0,21.8,53.0,3.1,0.0,2.020222182019865
265,4,4,8,2,93.7,102.2,550.3,14.6,22.1,54.0,7.6,0.0,0.5822156198526637
266,6,5,8,2,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,0.15700374880966478
268,3,4,8,2,92.1,152.6,658.2,14.3,21.0,32.0,3.1,0.0,0.0
269,4,4,8,2,92.1,152.6,658.2,14.3,19.1,53.0,2.7,0.0,1.6863989535702288
272,2,5,8,2,92.1,152.6,658.2,14.3,20.2,47.0,4.0,0.0,1.4085449700547104
276,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,2.93651291389402
278,4,4,12,1,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,3.136797713832594
280,4,6,12,5,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,2.329227023940467
285,2,5,7,7,93.9,169.7,411.8,12.3,23.4,40.0,6.3,0.0,0.0
290,2,5,7,6,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0
293,7,6,7,2,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,4.471067201464611
295,7,5,6,7,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0
297,8,6,6,7,90.4,89.5,290.8,6.4,15.4,45.0,2.2,0.0,0.0
299,6,5,6,6,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0
301,6,5,6,1,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.5085119938441398
305,1,4,9,7,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
308,2,4,9,7,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0
312,2,4,9,7,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0
314,4,4,9,3,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,0.9477893989335261
315,3,4,9,3,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0
317,4,4,9,4,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,1.5644405465033644
321,1,4,9,4,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,2.105352923464337
323,3,5,9,4,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.1568811967920856
325,1,4,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0
328,6,5,9,6,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0
330,3,3,9,6,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,2.0255131996542803
331,7,4,9,6,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,2.8118094353930627
334,2,3,9,1,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
337,6,3,9,1,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,4.04375277610604
338,8,6,9,1,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,2.1377104498038118
340,2,5,9,1,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.5953389880545987
343,8,6,9,1,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,1.1568811967920856
344,6,3,9,1,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,1.9600947840472698
348,3,4,9,5,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0
354,7,4,9,5,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.9416152247724325
355,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,2.643333886382519
356,4,4,9,5,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,0.8153648132841945
362,7,4,9,5,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.41871033485818504
363,4,3,9,2,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,1.3686394258811698
368,6,5,9,6,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,2.613006652415316
370,7,4,9,7,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,2.4898941912990393
372,4,5,8,7,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0
376,8,6,8,1,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
377,2,2,8,6,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,5.168379509433644
380,5,4,7,3,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,2.166765369851511
381,8,6,8,4,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,2.8524391037275145
384,8,4,8,6,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,2.578700529074361
393,2,4,3,2,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0
398,1,2,8,6,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0
399,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0
400,9,5,6,3,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,2.214846178686039
402,9,9,8,5,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
404,2,4,9,3,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,1.951608170169951
410,6,3,2,5,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0
413,7,5,8,6,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0
414,5,4,8,7,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0
417,6,5,3,3,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0
418,2,4,8,7,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.235471471385307
420,8,8,8,3,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,5.229824370102736
