,buying,maint,doors,persons,lug_boot,safety,Class
423,3,0,3,2,0,0,unacc
1539,0,1,1,0,0,0,unacc
1270,1,0,3,0,0,1,unacc
927,1,3,2,1,0,0,unacc
157,3,2,1,2,1,1,unacc
1704,0,0,3,0,1,0,unacc
1590,0,1,2,2,2,0,unacc
117,3,2,0,1,0,0,unacc
280,3,1,2,1,0,1,unacc
1595,0,1,3,0,0,2,unacc
136,3,2,1,0,0,1,unacc
1263,1,0,2,2,1,0,unacc
25,3,3,0,2,2,1,unacc
856,2,0,3,2,0,1,unacc
528,2,3,3,1,2,0,unacc
449,2,3,0,1,2,2,unacc
79,3,3,2,2,2,1,unacc
16,3,3,0,1,2,1,unacc
1413,0,2,0,1,0,0,unacc
1517,0,1,0,0,1,2,unacc
975,1,2,0,0,1,0,unacc
599,2,2,2,0,1,2,unacc
791,2,0,1,0,2,2,unacc
1110,1,1,1,0,1,0,unacc
361,3,0,1,1,0,1,unacc
1165,1,1,3,0,1,1,unacc
1290,1,0,3,2,1,0,unacc
56,3,3,2,0,0,2,unacc
53,3,3,1,2,2,2,unacc
1341,0,3,1,2,0,0,unacc
526,2,3,3,1,1,1,unacc
685,2,1,1,1,0,1,unacc
514,2,3,3,0,0,1,unacc
192,3,2,3,0,1,0,unacc
397,3,0,2,2,0,1,unacc
1516,0,1,0,0,1,1,unacc
137,3,2,1,0,0,2,unacc
251,3,1,1,0,2,2,unacc
1575,0,1,2,1,0,0,unacc
947,1,3,3,0,0,2,unacc
463,2,3,1,0,1,1,unacc
330,3,0,0,0,2,0,unacc
413,3,0,3,0,2,2,unacc
1182,1,1,3,2,1,0,unacc
688,2,1,1,1,1,1,unacc
982,1,2,0,1,0,1,unacc
483,2,3,1,2,2,0,unacc
482,2,3,1,2,1,2,unacc
1443,0,2,1,1,1,0,unacc
733,2,1,3,0,1,1,unacc
454,2,3,0,2,1,1,unacc
900,1,3,1,1,0,0,unacc
1358,0,3,2,0,2,2,unacc
748,2,1,3,2,0,1,unacc
1597,0,1,3,0,1,1,unacc
723,2,1,2,2,1,0,unacc
1463,0,2,2,0,1,2,unacc
521,2,3,3,0,2,2,unacc
1641,0,0,0,2,1,0,unacc
852,2,0,3,1,2,0,unacc
585,2,2,1,2,0,0,unacc
510,2,3,2,2,2,0,unacc
624,2,2,3,0,1,0,unacc
