,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
0,-1,1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican
7,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,0,1,republican
10,-1,1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,republican
36,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,republican
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
38,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
49,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
51,-1,1,-1,1,1,1,-1,0,-1,-1,-1,1,1,1,-1,1,republican
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
61,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
66,-1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,republican
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
73,1,-1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,-1,1,republican
79,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
84,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
87,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
111,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
122,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican
132,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican
134,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
136,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,republican
142,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,republican
154,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
158,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
176,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,republican
188,1,0,-1,1,1,1,1,1,-1,-1,-1,1,0,1,0,0,republican
190,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
191,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,-1,0,republican
206,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
214,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
223,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
230,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
233,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
239,-1,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,republican
242,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,-1,1,1,1,republican
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,republican
250,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
257,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,1,republican
274,1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,republican
276,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,republican
279,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
282,1,-1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
295,-1,1,-1,1,1,1,0,0,-1,1,-1,1,0,0,0,0,republican
296,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,republican
302,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,-1,1,republican
324,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican
327,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
339,1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican
343,-1,-1,-1,1,1,-1,1,-1,1,1,-1,-1,-1,1,-1,1,republican
345,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,republican
349,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,republican
355,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,republican
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican
369,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
378,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
379,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
392,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
412,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
413,1,1,1,1,1,1,1,1,-1,1,0,0,0,1,-1,1,republican
427,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,republican
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican
2,0,1,1,0,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,democrat
3,-1,1,1,-1,0,1,-1,-1,-1,-1,1,-1,1,-1,-1,1,democrat
6,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,0,1,1,1,democrat
9,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,0,0,democrat
17,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,democrat
20,1,1,1,-1,-1,0,1,1,-1,-1,1,-1,-1,-1,1,1,democrat
24,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
25,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
26,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
32,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,democrat
34,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
39,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,democrat
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
47,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,0,democrat
50,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
70,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,0,democrat
74,1,-1,1,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,democrat
76,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,democrat
77,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,democrat
81,1,-1,1,-1,-1,-1,1,1,0,1,1,1,-1,1,-1,1,democrat
88,-1,1,1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,democrat
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat
96,-1,-1,0,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
98,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
104,0,0,0,0,-1,1,1,1,1,1,0,-1,1,1,-1,0,democrat
108,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
114,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
116,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,1,democrat
