,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
253,7,4,0.7103448275862076,0.368366285119667,0.653922833352879,0.2932692307692307,0.5951557093425605,0.27380952380952384,0.28395061728395066,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9242589015233319,1.2756081029061488,0.12344626131234322,1,0.01,0.5
389,7,4,0.910344827586207,0.7769684356573013,0.8195144834056527,0.485576923076923,0.6608996539792388,0.2261904761904762,0.33333333333333337,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.2756123032830295,1.6271867482870357,1,0.01,0.5
420,8,8,0.6965517241379316,0.6534859521331946,0.736484109299871,0.28365384615384615,0.7612456747404843,0.25,0.5061728395061729,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.229824370102736,1.2757692941575107,15.6345515436082,1,0.01,0.5
491,4,4,0.9793103448275864,0.5168227540756156,0.7226457136155741,0.5721153846153846,0.9757785467128026,0.07142857142857142,0.5061728395061729,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.2755330695664597,1.626984611557635,1,0.01,0.5
482,3,4,0.9172413793103457,0.4415539368713146,0.6792541339275243,0.5865384615384615,0.6643598615916955,0.2976190476190476,0.6666666666666666,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8285518175661483,1.2755169666224437,0.19977784447091643,1,0.01,0.5
114,3,4,0.4482758620689655,0.07873742629205688,0.0700129001993667,0.09134615384615384,0.40138408304498274,0.14285714285714285,0.8888888888888888,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.2755607221809966,1.6270551559709057,1,0.01,0.5
355,4,4,0.7241379310344828,0.33298647242455776,0.8647824557288611,0.37019230769230765,0.5743944636678201,0.23809523809523808,0.5555555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.643333886382519,1.2755405621009428,1.8708585779492453,1,0.01,0.5
218,4,5,0.779310344827587,0.45195976413458205,0.811187991087135,0.3509615384615384,0.5259515570934256,0.047619047619047616,0.11111111111111112,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.487986511734546,1.2756024184435943,4.894643376246828,1,0.01,0.5
72,5,4,0.6965517241379316,0.10509885535900103,0.08162307962941244,0.3413461538461538,0.39446366782006914,0.11904761904761904,0.7283950617283951,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.2755671563097293,1.6270715702560894,1,0.01,0.5
150,6,5,0.7517241379310349,0.18522372528616024,0.4988858918728744,0.24999999999999994,0.657439446366782,0.2857142857142857,0.617283950617284,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7839015438284094,1.2756018830837337,0.24176922362380102,1,0.01,0.5
486,5,4,0.9310344827586207,0.4797086368366285,0.701184472850944,0.7596153846153846,0.6885813148788927,0.3333333333333333,0.7283950617283951,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0986122886681098,1.2755966812679072,0.03132347522391921,1,0.01,0.5
94,8,6,0.6551724137931034,0.34755463059313213,0.7398850709510965,0.1875,0.6643598615916955,0.08333333333333333,0.28395061728395066,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.2757049220197154,1.6274230480653282,1,0.01,0.5
18,6,4,0.5241379310344834,0.08636836628511965,0.07376568546968452,0.21153846153846154,0.4048442906574394,0.23809523809523808,0.4444444444444445,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1.275636758319737,1.6272491391764872,1,0.01,0.5
503,2,4,0.8896551724137935,0.4731182795698925,0.7988741644189047,0.8701923076923077,0.8650519031141868,0.17857142857142858,0.5555555555555556,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0818051703517284,1.2755151044276567,0.03752353855970048,1,0.01,0.5
449,7,4,0.6896551724137931,0.6184530003468609,0.7096282397091591,0.2740384615384615,0.5224913494809689,0.5476190476190477,0.5555555555555556,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.275629585822296,1.6272308402251623,1,0.01,0.5
265,4,4,0.8344827586206902,0.3440860215053763,0.6360971033188694,0.610576923076923,0.6193771626297578,0.4642857142857143,0.8888888888888888,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5822156198526637,1.2755656647694353,0.48073428478608926,1,0.01,0.5
128,3,5,0.675862068965518,0.12105445716267775,0.7809311598451976,0.15865384615384617,0.4048442906574394,0.36904761904761907,0.39506172839506176,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1.2755602090996827,1.6270538470384264,1,0.01,0.5
502,4,4,1.0,0.6177592785293097,0.7778820218130644,0.5961538461538461,0.5709342560553633,0.6428571428571429,0.5555555555555556,0.0625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.2755627698503784,1.6270603798283694,1,0.01,0.5
212,7,4,0.8758620689655174,0.284772806104752,0.8026269496892224,0.673076923076923,0.5501730103806228,0.38095238095238093,0.5555555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.3006401266708405,1.2756182850385944,4.100713459087655,1,0.01,0.5
108,4,5,0.7517241379310349,0.29483177245924386,0.8100152456901607,0.24999999999999994,0.5570934256055363,0.35714285714285715,0.33333333333333337,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.2755825882349312,1.627110939408126,1,0.01,0.5
513,2,4,0.0,0.186264308012487,0.7713146475900082,0.0,0.6124567474048442,0.6666666666666666,0.6666666666666666,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.012592060349841,1.2754963150323992,7.491693119034844,1,0.01,0.5
141,1,2,0.9586206896551728,0.336108220603538,0.5927055236308197,0.5432692307692307,0.6608996539792388,0.19047619047619047,0.5061728395061729,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4382549309311553,1.2754354157961392,0.7008711642387695,1,0.01,0.5
365,6,5,0.7103448275862076,0.37703780783905655,0.8941010906532191,0.22115384615384612,0.5328719723183392,0.35714285714285715,0.33333333333333337,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0459499897146083,1.2756609869876383,3.13392315317605,1,0.01,0.5
211,7,4,0.8206896551724142,0.4731182795698925,0.687580626246042,0.8846153846153847,0.031141868512110708,0.9642857142857143,0.6666666666666666,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.295836866004329,1.2756145935453498,4.0812980301393225,1,0.01,0.5
275,4,6,0.20689655172413793,0.08116545265348594,0.40354169109886245,0.004807692307692311,0.031141868512110708,0.5476190476190477,0.5555555555555556,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.8531680973566984,1.2756070823558403,0.33357672604882144,1,0.01,0.5
348,3,4,0.7241379310344828,0.33298647242455776,0.8647824557288611,0.37019230769230765,0.4567474048442906,0.5,0.5061728395061729,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.2755071401906446,1.6269184646773167,1,0.01,0.5
7,8,6,0.6827586206896555,0.4939299340964273,0.7039990618036824,0.423076923076923,0.1314878892733564,0.8452380952380952,0.22222222222222227,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.2756869560207689,1.627377209761535,1,0.01,0.5
466,6,5,0.38620689655172474,0.0419701699618453,0.03400961651225519,0.24999999999999994,0.2076124567474048,0.35714285714285715,0.6666666666666666,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.430311246536665,1.2756368700516885,0.023924162741016254,1,0.01,0.5
473,9,4,0.6137931034482762,0.20152618799861255,0.28697079863961533,0.3605769230769231,0.7024221453287197,0.4166666666666667,0.33333333333333337,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.267176792994939,1.2756871831161856,8.949010086012535,1,0.01,0.5
126,3,5,0.41379310344827586,0.17065556711758584,0.11246628356983697,0.14903846153846154,0.16608996539792387,0.40476190476190477,0.22222222222222227,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,1.2755517093999562,1.6270321633531504,1,0.01,0.5
59,2,2,0.3448275862068966,0.03537981269510926,0.04116336343379852,0.16346153846153846,0.28027681660899656,0.42857142857142855,0.0617283950617284,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.2754238279502075,1.6267059409031603,1,0.01,0.5
232,6,4,0.6482758620689659,0.4387790496011099,0.8029787733083148,0.24519230769230765,0.5017301038062283,0.3333333333333333,0.28395061728395066,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4.648133885420207,1.2756398389690948,11.373716093348195,1,0.01,0.5
272,2,5,0.7241379310344828,0.5189039195282691,0.7626363316523983,0.5961538461538461,0.5536332179930795,0.38095238095238093,0.4444444444444445,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4085449700547104,1.2755339239156767,0.01769193839500015,1,0.01,0.5
92,8,6,0.7379310344827588,0.28546652792230315,0.5630350650873696,0.6153846153846153,0.5743944636678201,0.20238095238095238,0.7283950617283951,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.2756977291534541,1.6274046961672797,1,0.01,0.5
50,4,4,0.779310344827587,0.4647936177592785,0.8191626597865603,0.3509615384615384,0.5743944636678201,0.023809523809523808,0.11111111111111112,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.2755433422880247,1.627010818055305,1,0.01,0.5
