,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
345,2,2,0.8901869158878504,0.46622855056589985,0.9779735682819384,0.1274685816876122,0.47249190938511326,0.31645569620253167,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.9213246735826988,1.003995263083097,0.8414932473675468,1,0.001,0.5
487,5,4,0.9742990654205606,0.5071193866374589,0.7316446402349486,0.3105924596050269,0.7831715210355986,0.20253164556962025,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.856470206220483,1.0040146874644529,3.4315914489696735,1,0.001,0.5
443,1,2,0.8714953271028038,0.2866009492515516,0.4410181106216349,0.29443447037701975,0.4077669902912622,0.759493670886076,0.8352941176470587,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0039853868664004,1.0079866570412757,1,0.001,0.5
323,3,5,0.8714953271028038,0.49105512960934644,0.9971855115026921,0.1149012567324955,0.3462783171521035,0.26582278481012656,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.1568811967920856,1.0040114629464307,0.023369155526041345,1,0.001,0.5
410,6,3,0.717289719626168,0.017889740781307045,0.05494371023005384,0.04129263913824058,0.40453074433656955,0.3037974683544304,0.21176470588235297,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0040135093672213,1.0080431269918835,1,0.001,0.5
245,3,4,0.8971962616822429,0.6305220883534135,0.8477728830151738,0.24057450628366248,0.7961165048543689,0.25316455696202533,0.6352941176470588,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5653138090500605,1.0040002093803793,0.19244575783477275,1,0.001,0.5
74,5,4,0.9322429906542055,0.5067542898868199,0.863925599608419,0.2423698384201077,0.8220064724919094,0.1518987341772152,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.004016774297916,1.0080496830715924,1,0.001,0.5
127,3,5,0.9369158878504672,0.5363271266885724,0.8819138521781693,0.13824057450628363,0.48543689320388345,0.31645569620253167,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.0040084731897803,1.0080330142368736,1,0.001,0.5
429,3,4,0.8925233644859811,0.6531580868930266,0.7404552129221733,0.12926391382405744,0.7249190938511327,0.3291139240506329,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4350845252893227,1.0040011325215468,0.1858328915201766,1,0.001,0.5
276,4,4,0.7476635514018692,0.08397225264695143,0.41825746451297113,0.03949730700179533,0.07766990291262134,0.0379746835443038,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.93651291389402,1.004009574891347,3.7345691552564806,1,0.001,0.5
279,4,4,0.7476635514018692,0.08397225264695143,0.41825746451297113,0.03949730700179533,0.07766990291262134,0.0379746835443038,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3767644911682972,1.004009574891347,1.8844560601625369,1,0.001,0.5
