,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
139,1,4,0.934108527131783,0.4665697674418605,0.8375827408678598,0.30973451327433627,0.6270096463022509,0.27058823529411763,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.35767444427181594,0.9616425410837033,0.36477746196657335,1,0.01,0.75
299,6,5,0.4483204134366926,0.25399709302325585,0.2751899975484187,0.017699115044247787,0.270096463022508,0.8823529411764706,0.21176470588235297,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.9616243549060961,0.9247213999485655,1,0.01,0.75
16,5,5,0.9431524547803619,0.12609011627906977,0.08764403039960773,0.34513274336283184,0.4147909967845659,0.1411764705882353,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.9616390773599903,0.9247497151057734,1,0.01,0.75
401,3,4,0.9354005167958657,0.31649709302325585,0.8855111546947781,0.3672566371681416,0.662379421221865,0.36470588235294116,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7833912195575383,0.9616312645302302,0.6752894236864835,1,0.01,0.75
342,6,3,0.9405684754521965,0.46875,0.9779357685707282,0.331858407079646,0.5916398713826367,0.25882352941176473,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.9616228483421126,0.9247185024535978,1,0.01,0.75
397,5,6,0.9418604651162791,0.6547965116279071,0.7400098063250796,0.33628318584070793,0.7106109324758844,0.21176470588235294,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5325568680981427,0.9616434514841797,0.32594212926982846,1,0.01,0.75
127,3,5,0.9664082687338502,0.5385174418604652,0.8817112037264035,0.35840707964601765,0.48231511254019294,0.32941176470588235,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.9616394511479005,0.9247504340040353,1,0.01,0.75
71,4,5,0.9767441860465117,0.30523255813953487,0.8372150036773718,0.7035398230088495,0.4983922829581994,0.25882352941176473,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.9616397850244783,0.9247510761419249,1,0.01,0.75
394,6,5,0.8449612403100775,0.012718023255813952,0.04584456974748713,0.09734513274336283,0.09967845659163986,0.6235294117647059,0.10588235294117647,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.9616153077895964,0.9247040001752801,1,0.01,0.75
319,5,4,0.9573643410852714,0.4284156976744186,0.9490071095856828,0.331858407079646,0.6237942122186496,0.15294117647058825,0.6352941176470588,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.6882490928583902,0.9616320627252335,0.5279723084795288,1,0.01,0.75
137,3,6,0.9328165374677004,0.4556686046511628,0.8301054179946065,0.30973451327433627,0.4308681672025723,0.6,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0.9616285772351315,0.9247295205552633,1,0.01,0.75
122,3,4,0.9521963824289407,0.44694767441860467,0.8229958323118411,0.37610619469026546,0.6527331189710611,0.3176470588235294,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.9616413645961613,0.9247541141023673,1,0.01,0.75
423,1,3,0.9366925064599484,0.33866279069767447,0.9010786957587643,0.3716814159292035,0.6463022508038586,0.38823529411764707,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.5423242908253617,0.9616299524368407,0.17581723785944012,1,0.01,0.75
176,6,5,0.8113695090439277,0.029069767441860465,0.0562637901446433,0.11946902654867257,0.1157556270096463,0.4588235294117647,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.724550719534605,0.9616359673115321,0.5820389191595927,1,0.01,0.75
398,1,2,0.9689922480620156,0.8357558139534884,0.8651630301544496,0.3716814159292035,0.7620578778135049,0.2,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.9616282968085205,0.924728981222856,1,0.01,0.75
