,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
235,8,6,0.8315412186379932,0.48445686342996863,0.6998817966903074,0.1772151898734177,0.5631067961165049,0.3194444444444444,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.285637313390662,1.0827700300435525,17.664093401429515,1,0.001,0.75
78,1,2,0.7849462365591398,0.36430317848410754,0.6152482269503546,0.21157323688969257,0.40453074433656955,0.6666666666666666,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0827644490320867,1.1723788520877583,1,0.001,0.75
439,1,3,0.8207885304659498,0.30597275585050643,0.8614657210401893,0.11573236889692586,0.5469255663430421,0.3888888888888889,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.2851789422336624,1.0827600110152826,0.6361355612788316,1,0.001,0.75
424,8,6,0.9139784946236562,0.7942717429269996,0.8342789598108747,0.13743218806509946,0.7993527508090614,0.18055555555555555,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7850704810772584,1.0827746466853703,0.49321943900419835,1,0.001,0.75
325,1,4,0.8602150537634411,0.3443939923157527,0.8773049645390072,0.13743218806509946,0.7119741100323624,0.125,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.082758571055828,1.1723661231948588,1,0.001,0.75
121,3,4,0.835125448028674,0.4949353824659449,0.7079196217494091,0.17902350813743215,0.482200647249191,0.3472222222222222,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0827669304705307,1.1723842257205752,1,0.001,0.75
492,1,3,0.9928315412186384,0.538945162417045,0.7379432624113476,0.18987341772151897,0.977346278317152,0.125,0.15294117647058827,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0827611751293045,1.1723717623673924,1,0.001,0.75
125,3,4,0.8745519713261648,0.14949353824659448,0.8067375886524822,0.1446654611211573,0.5954692556634305,0.08333333333333333,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1.0827542699234525,1.1723568090374685,1,0.001,0.75
342,6,3,0.835125448028674,0.4414949353824659,0.9430260047281325,0.12115732368896925,0.5954692556634305,0.2638888888888889,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.082767129519719,1.172384656768372,1,0.001,0.75
116,3,4,0.8422939068100361,0.11212015368494584,0.08451536643026004,0.12658227848101264,0.30420711974110026,0.16666666666666666,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0827691042515952,1.1723889331218018,1,0.001,0.75
317,4,4,0.8673835125448033,0.3230876702759343,0.8630023640661939,0.14104882459312837,0.5501618122977346,0.08333333333333333,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.5644405465033644,1.0827544150238668,0.2320215292596838,1,0.001,0.75
441,8,6,0.8566308243727598,0.7100943066713238,0.7840425531914894,0.1338155515370705,0.7540453074433656,0.1527777777777778,0.10588235294117647,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8020015854720274,1.082773729052362,0.07883299661069605,1,0.001,0.75
227,8,6,0.8602150537634411,0.2727907789032483,0.5573286052009456,0.20072332730560577,0.5792880258899676,0.2222222222222222,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.08260930600368,1.0827742559659645,8.999010327434782,1,0.001,0.75
272,2,5,0.8566308243727598,0.5200838281522878,0.7670212765957448,0.24412296564195296,0.5825242718446602,0.4027777777777778,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.4085449700547104,1.082768434669173,0.10613035100780424,1,0.001,0.75
9,7,5,0.870967741935484,0.29444638491093256,0.814775413711584,0.11392405063291138,0.6666666666666666,0.3055555555555556,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0827691349520892,1.1723889996048955,1,0.001,0.75
401,3,4,0.8207885304659498,0.2951449528466643,0.8539007092198583,0.13562386980108498,0.6666666666666666,0.3888888888888889,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.7833912195575383,1.082751480267906,0.4908960442718441,1,0.001,0.75
287,7,4,0.8387096774193548,0.35103038770520434,0.5503546099290779,0.14828209764918623,0.6440129449838188,0.4305555555555556,0.21176470588235297,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0827745970543208,1.1724008280261466,1,0.001,0.75
277,3,4,0.6164874551971329,0.07579462102689485,0.4023640661938534,0.03254972875226039,0.07766990291262134,0.041666666666666664,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.462149662665384,1.0827631927756953,1.9027070333147371,1,0.001,0.75
59,2,2,0.6594982078853046,0.03318197694725812,0.03983451536643026,0.08137432188065098,0.3268608414239482,0.4583333333333333,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0827652427275969,1.1723805708589519,1,0.001,0.75
105,4,5,0.634408602150538,0.05518686692280824,0.05673758865248227,0.036166365280289325,0.3398058252427184,0.4722222222222222,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0827710642368416,1.1723931775485825,1,0.001,0.75
334,2,3,0.8387096774193548,0.3657003143555711,0.892080378250591,0.09764918625678119,0.511326860841424,0.4583333333333333,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0827617434843027,1.1723729931531668,1,0.001,0.75
459,7,4,0.8387096774193548,0.9434159972057283,0.9572104018912531,0.12477396021699819,0.43042071197411,0.75,0.8352941176470587,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0784095813505903,1.0827765174789452,1.9070131149131508e-05,1,0.001,0.75
416,6,3,0.8781362007168462,0.5602514844568635,0.6696217494089834,0.14647377938517178,0.7799352750809061,0.2916666666666667,0.25882352941176473,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.081938421878423,1.0827775420870633,0.9983224637054438,1,0.001,0.75
