,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,fri,mon,sat,sun,thu,tue,wed,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
488,4,4,0.9781181619256017,0.4818815331010453,0.7055699787585555,0.3105924596050269,0.5566343042071197,0.6666666666666666,0.7882352941176469,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.8649313978942956,1.0839762012650929,7.7337118056589675,1,0.1,0.75
506,1,2,0.8884026258205691,0.5710801393728223,0.878805758791598,0.12028725314183122,0.5275080906148867,0.6904761904761905,0.8941176470588235,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0839751466917318,1.1750021186453614,1,0.1,0.75
380,5,4,0.9474835886214443,0.3425087108013937,0.5320981826764221,0.20646319569120286,0.5533980582524272,0.2857142857142857,0.7411764705882353,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.166765369851511,1.0839762012693566,1.1724323835988333,1,0.1,0.75
349,5,4,0.912472647702407,0.3344947735191638,0.870191172999764,0.16517055655296228,0.34304207119741104,0.5833333333333334,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9707789171582248,1.0839762012700125,0.012813625130284771,1,0.1,0.75
408,4,3,0.8730853391684902,1.0,1.0,0.12567324955116696,0.5728155339805825,0.34523809523809523,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2.174751721484161,1.0839762011733864,1.1897912357092408,1,0.1,0.75
298,8,6,0.8927789934354488,0.5045296167247387,0.43580363464715605,0.2208258527827648,0.5631067961165049,0.3333333333333333,0.47058823529411764,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
183,7,4,0.9037199124726479,0.15853658536585366,0.8121312249232948,0.1921005385996409,0.47249190938511326,0.35714285714285715,0.4235294117647059,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2.057962510002712,1.083976201271164,0.9486493295965062,1,0.1,0.75
176,6,5,0.6805251641137856,0.021254355400696864,0.055817795610101494,0.04129263913824058,0.11650485436893201,0.4642857142857143,0.5764705882352941,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.724550719534605,1.0839762012711613,0.41033571344844294,1,0.1,0.75
127,3,5,0.9431072210065646,0.5097560975609756,0.8504838329006373,0.13824057450628363,0.48543689320388345,0.3333333333333333,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,1.0839762012658567,1.175004404910757,1,0.1,0.75
379,4,5,-0.6936542669584246,-0.006620209059233449,0.192943120132169,-0.00718132854578097,0.0970873786407767,1.0119047619047619,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.083976201267773,1.1750044049149113,1,0.1,0.75
75,9,9,0.739606126914661,0.013240418118466898,0.022067500590040128,0.1310592459605027,0.14563106796116504,0.7619047619047619,0.25882352941176473,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
34,6,3,0.9059080962800876,0.26306620209059234,0.8454094878451734,0.1579892280071813,0.6148867313915857,0.20238095238095238,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0839762012693257,1.1750044049182777,1,0.1,0.75
41,4,4,0.8708971553610505,0.3271777003484321,0.7272834552749587,0.15260323159784558,0.5242718446601942,0.32142857142857145,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0839762012603145,1.1750044048987418,1,0.1,0.75
238,6,5,0.9212253829321664,0.4114982578397212,0.7865234835968846,0.14721723518850985,0.7411003236245954,0.14285714285714285,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.995619625423205,1.083976201271179,34.94752797431989,1,0.1,0.75
218,4,5,0.9299781181619259,0.454006968641115,0.8162615057823933,0.1579892280071813,0.5566343042071197,0.047619047619047616,0.047058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.487986511734546,1.0839762012704053,5.779265572817896,1,0.1,0.75
9,7,5,0.9212253829321664,0.2961672473867596,0.8150814255369366,0.12028725314183122,0.6666666666666666,0.2976190476190476,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.0839762012711895,1.1750044049223185,1,0.1,0.75
508,1,2,0.8884026258205691,0.5710801393728223,0.878805758791598,0.12028725314183122,0.7669902912621358,0.30952380952380953,0.31764705882352945,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0839749682263127,1.1750017317412356,1,0.1,0.75
209,8,3,0.9474835886214443,0.27142857142857146,0.799268350247817,0.3141831238779174,0.6796116504854368,0.13095238095238096,0.47058823529411764,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.1949928844048685,1.0839762012711593,4.456391436468846,1,0.1,0.75
504,4,3,0.9649890590809629,0.4752613240418119,0.803870663205098,0.3518850987432675,0.8640776699029126,0.16666666666666666,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.923753928303845,1.0839762011480911,8.0643375396499,1,0.1,0.75
464,6,4,0.5404814004376367,0.004878048780487806,0.009794666037290534,0.026929982046678635,0.09385113268608412,0.7380952380952381,0.5294117647058824,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.144222799920162,1.0839762012708885,0.0036296526488066444,1,0.1,0.75
314,4,4,0.9234135667396062,0.39163763066202095,0.9077177248052868,0.15080789946140036,0.5663430420711973,0.30952380952380953,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.9477893989335261,1.083976201261996,0.01854684512845374,1,0.1,0.75
117,3,4,0.9037199124726479,0.11428571428571428,0.08602784989379277,0.13285457809694792,0.42071197411003236,0.14285714285714285,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0839762011029763,1.1750044045576402,1,0.1,0.75
132,4,6,0.8512035010940919,0.16829268292682925,0.11128156714656597,0.16517055655296228,0.2718446601941747,0.36904761904761907,0.47058823529411764,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0839762012710665,1.1750044049220518,1,0.1,0.75
449,7,4,0.9015317286652079,0.621254355400697,0.7140665565258438,0.12926391382405744,0.5533980582524272,0.5476190476190477,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0839762012711698,1.1750044049222756,1,0.1,0.75
100,3,4,0.8971553610503284,0.4857142857142857,0.7003776256785461,0.1831238779174147,0.56957928802589,0.2857142857142857,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.0839762011879057,1.1750044047417632,1,0.1,0.75
154,1,5,0.940919037199125,0.4961672473867596,0.841987255133349,0.13824057450628363,0.8867313915857605,0.14285714285714285,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9001613499442714,1.083976200957553,0.03378789945303493,1,0.1,0.75
274,8,6,0.7352297592997813,0.08641114982578398,0.40913382109983487,0.08797127468581686,0.09385113268608412,0.5476190476190477,0.8352941176470587,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5006159434931803,1.083976201271191,2.006868159242784,1,0.1,0.75
202,7,4,0.7330415754923416,0.019860627177700346,0.02855794194005193,0.030520646319569123,0.21359223300970875,0.6309523809523809,0.15294117647058827,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.642622395779755,1.0839762012711374,2.4293779596561955,1,0.1,0.75
139,1,4,0.8884026258205691,0.44076655052264807,0.8080009440641964,0.11849192100538598,0.6310679611650485,0.27380952380952384,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.35767444427181594,1.0839761978976865,0.5275142373200148,1,0.1,0.75
137,3,6,0.8862144420131294,0.43031358885017423,0.8008024545669106,0.11849192100538598,0.4336569579288025,0.6071428571428571,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0839762012708356,1.1750044049215511,1,0.1,0.75
31,6,3,0.8358862144420132,0.30940766550522647,0.8284163323105972,0.12028725314183122,0.2912621359223301,0.75,0.7882352941176469,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.0839762012695509,1.1750044049187658,1,0.1,0.75
308,2,4,0.9190371991247267,0.3581881533101045,0.8852962001416097,0.17055655296229802,0.4466019417475728,0.35714285714285715,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.08397620068072,1.1750044036422087,1,0.1,0.75
261,3,4,0.9015317286652079,0.38118466898954706,0.6668633467075762,0.15260323159784558,0.2912621359223301,0.8214285714285714,0.7882352941176469,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4586150226995167,1.0839762011937706,0.1403542465792143,1,0.1,0.75
116,3,4,0.9037199124726479,0.11428571428571428,0.08602784989379277,0.13285457809694792,0.30420711974110026,0.17857142857142858,0.6352941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,1.083976201103947,1.1750044045597448,1,0.1,0.75
110,4,4,0.7768052516411381,0.05749128919860627,0.05829596412556054,0.04308797127468581,0.372168284789644,0.3333333333333333,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,1.083976201248491,1.1750044048731092,1,0.1,0.75
430,7,4,0.8599562363238514,0.9902439024390244,0.9929195185272599,0.1149012567324955,0.5566343042071197,0.35714285714285715,0.31764705882352945,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.083976201271176,1.175004404922289,1,0.1,0.75
55,4,3,0.9299781181619259,0.46689895470383275,0.8242860514514987,0.1579892280071813,0.8252427184466019,0.10714285714285714,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0839762011612981,1.175004404684079,1,0.1,0.75
458,8,6,0.9474835886214443,0.794773519163763,0.834552749586972,0.1436265709156194,0.5404530744336569,0.5833333333333334,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.463255402256019,1.083976201271191,0.1438527122996894,1,0.1,0.75
94,8,6,0.8905908096280087,0.34912891986062716,0.7445126268586264,0.09694793536804307,0.686084142394822,0.08333333333333333,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
364,6,5,0.9080962800875276,0.37874564459930316,0.8996931791361813,0.10951526032315977,0.6116504854368933,0.23809523809523808,0.21176470588235297,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.8946168546677629,1.0839762012711827,0.6571382689392344,1,0.1,0.75
469,6,3,0.8884026258205691,0.04041811846689895,0.020887420344583435,0.21364452423698382,0.372168284789644,0.21428571428571427,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.129228964075603,1.083976201266605,9.273564389395835,1,0.1,0.75
330,3,3,0.914660831509847,0.345993031358885,0.8775076705215955,0.1436265709156194,0.7119741100323624,0.14285714285714285,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.0255131996542803,1.0839762003085391,0.8864919211369823,1,0.1,0.75
86,1,2,0.9299781181619259,0.46689895470383275,0.8242860514514987,0.1579892280071813,0.7508090614886731,0.14285714285714285,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0839751040561578,1.175002026213558,1,0.1,0.75
511,8,6,0.6827133479212254,0.18710801393728224,0.7761387774368658,0.026929982046678635,0.8284789644012945,0.23809523809523808,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
329,4,3,0.914660831509847,0.345993031358885,0.8775076705215955,0.1436265709156194,0.6893203883495146,0.14285714285714285,0.3647058823529412,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.4655675420143985,1.083976201150932,0.14561195142197833,1,0.1,0.75
130,4,6,0.38949671772428895,0.06445993031358885,0.0935803634647156,0.00718132854578097,0.4271844660194174,0.2976190476190476,0.21176470588235297,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0839762012710226,1.1750044049219563,1,0.1,0.75
461,8,6,0.9474835886214443,0.794773519163763,0.834552749586972,0.1436265709156194,0.5404530744336569,0.5833333333333334,0.47058823529411764,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
213,7,3,0.8140043763676149,0.17142857142857143,0.11316969553929666,0.08258527827648114,0.284789644012945,0.36904761904761907,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.3446270301737613,1.0839762012706706,5.1105421702202305,1,0.1,0.75
438,2,5,0.9474835886214443,0.794773519163763,0.834552749586972,0.1436265709156194,0.6925566343042071,0.4523809523809524,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.005525858729668,1.0839762012319054,0.8492537712342432,1,0.1,0.75
258,3,4,0.9059080962800876,0.5850174216027875,0.8076469199905594,0.2387791741472172,0.5954692556634305,0.5238095238095238,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0839762011941765,1.1750044047553578,1,0.1,0.75
455,3,4,0.9671772428884027,0.5470383275261324,0.6600188812839274,0.2926391382405745,0.5080906148867314,0.39285714285714285,0.21176470588235297,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,1.0839762011816045,1.1750044047281023,1,0.1,0.75
278,4,4,0.7658643326039389,0.07804878048780488,0.40335142789709705,0.03949730700179533,0.07766990291262134,0.07142857142857142,0.8941176470588235,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.136797713832594,1.0839762012529064,4.214076162509957,1,0.1,0.75
418,2,4,0.9102844638949673,0.697560975609756,0.7748406891668634,0.13824057450628363,0.7346278317152103,0.32142857142857145,0.5294117647058824,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.235471471385307,1.083976200704174,0.022950817038749755,1,0.1,0.75
170,5,4,0.9299781181619259,0.454006968641115,0.8162615057823933,0.1579892280071813,0.6375404530744336,0.23809523809523808,0.10588235294117647,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.2725655957915476,1.0839762012699725,0.03556595972601429,1,0.1,0.75
133,4,6,0.9474835886214443,0.27142857142857146,0.799268350247817,0.3141831238779174,0.49838187702265374,0.32142857142857145,0.25882352941176473,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,1.0839762012711391,1.1750044049222093,1,0.1,0.75
148,2,2,0.9715536105032824,0.36689895470383277,0.754307292895917,0.29802513464991026,0.49190938511326854,0.3333333333333333,0.6823529411764706,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7275486072772778,1.0839761133842014,0.1270405671096011,1,0.1,0.75
90,6,5,0.8708971553610505,0.3271777003484321,0.7272834552749587,0.15260323159784558,0.40453074433656955,0.5238095238095238,0.5764705882352941,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.083976201271177,1.1750044049222914,1,0.1,0.75
260,2,4,0.9452954048140044,0.33066202090592334,0.6302808590984187,0.2513464991023339,0.8446601941747572,0.20238095238095238,0.3647058823529412,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2874714551839976,1.0839762006923774,1.4484008275838496,1,0.1,0.75
250,8,5,0.9343544857768052,0.5376306620209059,0.7774368657068682,0.23518850987432674,0.7961165048543689,0.11904761904761904,0.25882352941176473,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5187937934151675,1.0839762012711909,0.31943115414993234,1,0.1,0.75
412,9,4,0.9168490153172867,0.3104529616724738,0.5123908425772953,0.1687612208258528,0.6666666666666666,0.14285714285714285,0.4235294117647059,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9669838461896731,1.0839762012711907,0.013687211147519876,1,0.1,0.75
466,6,5,0.8052516411378557,0.0421602787456446,0.03422232711824404,0.12028725314183122,0.2588996763754045,0.35714285714285715,0.5764705882352941,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.430311246536665,1.0839762012711653,0.11994796357905568,1,0.1,0.75
384,8,4,0.9015317286652079,0.9435540069686411,0.9572810951144679,0.1310592459605027,0.6181229773462783,0.34523809523809523,0.4235294117647059,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.578700529074361,1.0839762012711887,2.2342008161266462,1,0.1,0.75
309,2,4,0.9190371991247267,0.3581881533101045,0.8852962001416097,0.17055655296229802,0.7346278317152103,0.14285714285714285,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0839762006961986,1.1750044036757654,1,0.1,0.75
437,8,6,0.8533916849015319,0.8731707317073171,0.8974510266698136,0.1669658886894075,0.3883495145631068,0.6904761904761905,0.21176470588235297,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
467,3,4,0.8708971553610505,0.05400696864111498,0.03917866414916215,0.1238779174147217,0.2912621359223301,0.30952380952380953,0.5294117647058824,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.8794650496471605,1.0839762010962486,0.6328025081688557,1,0.1,0.75
341,8,6,0.9080962800875276,0.37874564459930316,0.8996931791361813,0.10951526032315977,0.4368932038834951,0.42857142857142855,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
8,8,6,0.8884026258205691,0.44076655052264807,0.8080009440641964,0.11849192100538598,0.3527508090614886,0.5714285714285714,0.5294117647058824,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,1.083976201271191,1.1750044049223218,1,0.1,0.75
363,4,3,0.9080962800875276,0.37874564459930316,0.8996931791361813,0.10951526032315977,0.4433656957928802,0.4523809523809524,0.15294117647058827,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.3686394258811698,1.083976201186709,0.08103315149344915,1,0.1,0.75
