,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
1,M,0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
5,I,0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,8
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
10,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
17,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10
19,M,0.45,0.32,0.1,0.381,0.1705,0.075,0.115,9
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
24,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10
26,F,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
34,F,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
35,M,0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8
37,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
42,I,0.24,0.175,0.045,0.07,0.0315,0.0235,0.02,5
44,I,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
47,F,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7
48,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
54,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
55,F,0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8
57,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
62,F,0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
66,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12
74,F,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
