,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
1634,F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
2527,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10
954,M,0.49,0.385,0.125,0.649,0.32,0.124,0.1695,8
3334,I,0.39,0.3,0.105,0.259,0.0955,0.038,0.085,8
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6
2104,F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
1234,I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
814,I,0.315,0.24,0.085,0.1715,0.071,0.0345,0.0535,7
3210,M,0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,12
1100,I,0.5,0.375,0.12,0.542,0.215,0.116,0.17,9
3508,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
2795,M,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12
3306,I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,10
3691,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12
402,F,0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8
1448,I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9
2327,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,13
1302,I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8
566,I,0.485,0.355,0.13,0.581,0.245,0.132,0.168,12
1258,I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8
1020,M,0.635,0.525,0.185,1.4065,0.684,0.3,0.3745,10
795,M,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15
3773,F,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
2807,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
1609,I,0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8
3195,F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18
3010,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,6
3539,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
3945,I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
1998,I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
2726,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7
