,buying,maint,doors,persons,lug_boot,safety,Class
522,2,3,3,1,0,0,unacc
258,3,1,1,1,2,0,unacc
444,2,3,0,1,1,0,unacc
928,1,3,2,1,0,1,unacc
892,1,3,1,0,0,1,unacc
303,3,1,3,0,2,0,unacc
462,2,3,1,0,1,0,unacc
1004,1,2,1,0,1,2,unacc
179,3,2,2,1,2,2,unacc
976,1,2,0,0,1,1,unacc
482,2,3,1,2,1,2,unacc
316,3,1,3,2,0,1,unacc
763,2,0,0,0,2,1,unacc
198,3,2,3,1,0,0,unacc
514,2,3,3,0,0,1,unacc
30,3,3,1,0,1,0,unacc
1149,1,1,2,1,2,0,unacc
92,3,3,3,1,0,2,unacc
1515,0,1,0,0,1,0,unacc
1476,0,2,2,2,0,0,unacc
573,2,2,1,0,2,0,unacc
1490,0,2,3,0,1,2,unacc
602,2,2,2,0,2,2,unacc
1026,1,2,2,0,0,0,unacc
493,2,3,2,0,2,1,unacc
1492,0,2,3,0,2,1,unacc
1137,1,1,2,0,1,0,unacc
312,3,1,3,1,2,0,unacc
370,3,0,1,2,0,1,unacc
582,2,2,1,1,2,0,unacc
947,1,3,3,0,0,2,unacc
126,3,2,0,2,0,0,unacc
558,2,2,0,2,0,0,unacc
346,3,0,0,2,1,1,unacc
675,2,1,1,0,0,0,unacc
1250,1,0,2,0,2,2,unacc
575,2,2,1,0,2,2,unacc
1320,0,3,0,2,2,0,unacc
1223,1,0,1,0,2,2,unacc
194,3,2,3,0,1,2,unacc
208,3,2,3,2,0,1,unacc
1412,0,2,0,0,2,2,unacc
527,2,3,3,1,1,2,unacc
1233,1,0,1,2,0,0,unacc
765,2,0,0,1,0,0,unacc
325,3,0,0,0,0,1,unacc
390,3,0,2,1,1,0,unacc
831,2,0,2,2,1,0,unacc
329,3,0,0,0,1,2,unacc
507,2,3,2,2,1,0,unacc
1331,0,3,1,0,2,2,unacc
906,1,3,1,1,2,0,unacc
463,2,3,1,0,1,1,unacc
1162,1,1,3,0,0,1,unacc
243,3,1,1,0,0,0,unacc
74,3,3,2,2,0,2,unacc
245,3,1,1,0,0,2,unacc
1546,0,1,1,0,2,1,unacc
852,2,0,3,1,2,0,unacc
215,3,2,3,2,2,2,unacc
579,2,2,1,1,1,0,unacc
76,3,3,2,2,1,1,unacc
304,3,1,3,0,2,1,unacc
847,2,0,3,1,0,1,unacc
38,3,3,1,1,0,2,unacc
897,1,3,1,0,2,0,unacc
732,2,1,3,0,1,0,unacc
1236,1,0,1,2,1,0,unacc
469,2,3,1,1,0,1,unacc
222,3,1,0,0,2,0,unacc
134,3,2,0,2,2,2,unacc
342,3,0,0,2,0,0,unacc
344,3,0,0,2,0,2,unacc
1273,1,0,3,0,1,1,unacc
1374,0,3,2,2,2,0,unacc
171,3,2,2,1,0,0,unacc
1574,0,1,2,0,2,2,unacc
1679,0,0,2,0,1,2,unacc
818,2,0,2,0,2,2,unacc
1088,1,1,0,0,2,2,unacc
29,3,3,1,0,0,2,unacc
187,3,2,2,2,2,1,unacc
1100,1,1,0,2,0,2,unacc
1087,1,1,0,0,2,1,unacc
717,2,1,2,1,2,0,unacc
467,2,3,1,0,2,2,unacc
429,3,0,3,2,2,0,unacc
1629,0,0,0,1,0,0,unacc
168,3,2,2,0,2,0,unacc
1716,0,0,3,1,2,0,unacc
904,1,3,1,1,1,1,unacc
705,2,1,2,0,1,0,unacc
146,3,2,1,1,0,2,unacc
1567,0,1,2,0,0,1,unacc
1674,0,0,2,0,0,0,unacc
888,1,3,0,2,2,0,unacc
67,3,3,2,1,1,1,unacc
1030,1,2,2,0,1,1,unacc
1110,1,1,1,0,1,0,unacc
147,3,2,1,1,1,0,unacc
517,2,3,3,0,1,1,unacc
99,3,3,3,2,0,0,unacc
446,2,3,0,1,1,2,unacc
503,2,3,2,1,2,2,unacc
1195,1,0,0,0,2,1,unacc
272,3,1,2,0,0,2,unacc
481,2,3,1,2,1,1,unacc
1191,1,0,0,0,1,0,unacc
712,2,1,2,1,0,1,unacc
1353,0,3,2,0,1,0,unacc
950,1,3,3,0,1,2,unacc
213,3,2,3,2,2,0,unacc
1563,0,1,1,2,2,0,unacc
1524,0,1,0,1,1,0,unacc
1216,1,0,1,0,0,1,unacc
542,2,2,0,0,0,2,unacc
572,2,2,1,0,1,2,unacc
636,2,2,3,1,2,0,unacc
112,3,2,0,0,1,1,unacc
1614,0,1,3,2,1,0,unacc
1351,0,3,2,0,0,1,unacc
70,3,3,2,1,2,1,unacc
1058,1,2,3,0,1,2,unacc
953,1,3,3,0,2,2,unacc
236,3,1,0,2,0,2,unacc
1179,1,1,3,2,0,0,unacc
156,3,2,1,2,1,0,unacc
212,3,2,3,2,1,2,unacc
672,2,1,0,2,2,0,unacc
1247,1,0,2,0,1,2,unacc
849,2,0,3,1,1,0,unacc
1540,0,1,1,0,0,1,unacc
1722,0,0,3,2,1,0,unacc
597,2,2,2,0,1,0,unacc
139,3,2,1,0,1,1,unacc
336,3,0,0,1,1,0,unacc
1455,0,2,1,2,2,0,unacc
769,2,0,0,1,1,1,unacc
495,2,3,2,1,0,0,unacc
154,3,2,1,2,0,1,unacc
53,3,3,1,2,2,2,unacc
83,3,3,3,0,0,2,unacc
1017,1,2,1,2,0,0,unacc
279,3,1,2,1,0,0,unacc
1063,1,2,3,1,0,1,unacc
448,2,3,0,1,2,1,unacc
955,1,3,3,1,0,1,unacc
1332,0,3,1,1,0,0,unacc
1344,0,3,1,2,1,0,unacc
1460,0,2,2,0,0,2,unacc
1541,0,1,1,0,0,2,unacc
276,3,1,2,0,2,0,unacc
132,3,2,0,2,2,0,unacc
226,3,1,0,1,0,1,unacc
415,3,0,3,1,0,1,unacc
