,buying,maint,doors,persons,lug_boot,safety,Class
165,3,2,2,0,1,0,unacc
539,2,3,3,2,2,2,unacc
106,3,3,3,2,2,1,unacc
434,2,3,0,0,0,2,unacc
901,1,3,1,1,0,1,unacc
221,3,1,0,0,1,2,unacc
942,1,3,2,2,2,0,unacc
238,3,1,0,2,1,1,unacc
1326,0,3,1,0,1,0,unacc
1424,0,2,0,2,0,2,unacc
822,2,0,2,1,1,0,unacc
468,2,3,1,1,0,0,unacc
648,2,1,0,0,0,0,unacc
498,2,3,2,1,1,0,unacc
1169,1,1,3,0,2,2,unacc
1459,0,2,2,0,0,1,unacc
873,1,3,0,1,0,0,unacc
399,3,0,2,2,1,0,unacc
604,2,2,2,1,0,1,unacc
360,3,0,1,1,0,0,unacc
925,1,3,2,0,2,1,unacc
876,1,3,0,1,1,0,unacc
564,2,2,0,2,2,0,unacc
1028,1,2,2,0,0,2,unacc
991,1,2,0,2,0,1,unacc
1543,0,1,1,0,1,1,unacc
1082,1,1,0,0,0,2,unacc
758,2,0,0,0,0,2,unacc
470,2,3,1,1,0,2,unacc
1665,0,0,1,2,0,0,unacc
96,3,3,3,1,2,0,unacc
1005,1,2,1,0,2,0,unacc
270,3,1,2,0,0,0,unacc
964,1,3,3,2,0,1,unacc
652,2,1,0,0,1,1,unacc
963,1,3,3,2,0,0,unacc
1196,1,0,0,0,2,2,unacc
649,2,1,0,0,0,1,unacc
138,3,2,1,0,1,0,unacc
172,3,2,2,1,0,1,unacc
1018,1,2,1,2,0,1,unacc
436,2,3,0,0,1,1,unacc
1244,1,0,2,0,0,2,unacc
363,3,0,1,1,1,0,unacc
816,2,0,2,0,2,0,unacc
974,1,2,0,0,0,2,unacc
814,2,0,2,0,1,1,unacc
1378,0,3,3,0,0,1,unacc
357,3,0,1,0,2,0,unacc
1318,0,3,0,2,1,1,unacc
1436,0,2,1,0,1,2,unacc
1185,1,1,3,2,2,0,unacc
49,3,3,1,2,1,1,unacc
1380,0,3,3,0,1,0,unacc
694,2,1,1,2,0,1,unacc
580,2,2,1,1,1,1,unacc
685,2,1,1,1,0,1,unacc
1290,1,0,3,2,1,0,unacc
1384,0,3,3,0,2,1,unacc
450,2,3,0,2,0,0,unacc
529,2,3,3,1,2,1,unacc
447,2,3,0,1,2,0,unacc
