,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,Uniformity_of_cell_shape,2,"{'aboveMean': 1, 'belowMean': 2}",0.5982967517389464,0,False,False
1,1,1,0,{'Uniformity_of_cell_shape': 'aboveMean'},True,Uniformity_of_cell_size,4,"{'aboveMean': 3, 'belowMean': 4}",0.0279408534474218,1,False,False
2,2,2,0,{'Uniformity_of_cell_shape': 'belowMean'},True,Bland_chromatin,2,"{'belowMean': 5, 'aboveMean': 6}",0.6647430587830491,1,True,True
3,3,3,1,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean'}",True,Bare_nuclei,4,"{'aboveMean': 7, 'belowMean': 8}",0.0263735146332846,2,False,False
4,4,4,1,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean'}",True,Clump_thickness,4,"{'aboveMean': 9, 'belowMean': 10}",0.133601226723655,2,False,False
5,5,5,2,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean'}",True,Mitoses,2,"{'belowMean': 11, 'aboveMean': 12}",0.1006897066201178,2,False,False
6,6,6,2,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'aboveMean'}",True,Clump_thickness,4,"{'belowMean': 13, 'aboveMean': 14}",0.2604559355260286,2,True,True
7,7,7,3,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean'}",True,Bland_chromatin,4,"{'aboveMean': 15, 'belowMean': 16}",0.0357765376649814,3,False,False
8,8,8,3,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'belowMean'}",True,,4,{},0.0,3,False,True
9,9,9,4,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'aboveMean'}",True,Mitoses,4,"{'belowMean': 17, 'aboveMean': 18}",0.2960623155993244,3,False,False
10,10,10,4,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'belowMean'}",True,,4,{},0.0,3,False,True
11,11,11,5,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'belowMean'}",True,Bare_nuclei,2,"{'belowMean': 19, 'aboveMean': 20}",0.0965178535084655,3,False,False
12,12,12,5,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'aboveMean'}",True,Normal_nucleoli,2,"{'aboveMean': 21, 'belowMean': 22}",0.3315552752320583,3,False,False
13,13,13,6,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean'}",True,Marginal_adhesion,4,"{'belowMean': 23, 'aboveMean': 24}",0.999991256383202,3,False,False
14,14,14,6,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'aboveMean'}",True,,4,{},0.0,3,False,True
15,15,15,7,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'aboveMean'}",True,Single_epithelial_cell_size,4,"{'aboveMean': 25, 'belowMean': 26}",0.0231504042197495,4,False,False
16,16,16,7,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean'}",True,Marginal_adhesion,4,"{'belowMean': 27, 'aboveMean': 28}",0.176062924595895,4,False,False
17,17,17,9,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean'}",True,Marginal_adhesion,2,"{'belowMean': 29, 'aboveMean': 30}",0.3836824045693475,4,False,False
18,18,18,9,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'aboveMean'}",True,,4,{},0.0,4,False,True
19,19,19,11,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'belowMean'}",True,,2,{},0.0,4,False,True
20,20,20,11,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'aboveMean'}",True,Marginal_adhesion,2,"{'aboveMean': 31, 'belowMean': 32}",0.361850788012959,4,False,False
21,21,21,12,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'aboveMean', 'Normal_nucleoli': 'aboveMean'}",True,Bare_nuclei,2,"{'aboveMean': 33, 'belowMean': 34}",0.9999800684314308,4,False,False
22,22,22,12,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'aboveMean', 'Normal_nucleoli': 'belowMean'}",True,,2,{},0.0,4,False,True
23,23,23,13,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean', 'Marginal_adhesion': 'belowMean'}",True,,2,{},0.0,4,False,True
24,24,24,13,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean', 'Marginal_adhesion': 'aboveMean'}",True,,4,{},0.0,4,False,True
25,25,25,15,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Single_epithelial_cell_size': 'aboveMean'}",True,Normal_nucleoli,4,"{'aboveMean': 35, 'belowMean': 36}",0.0250444188986687,5,False,False
26,26,26,15,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Single_epithelial_cell_size': 'belowMean'}",True,,4,{},0.0,5,False,True
27,27,27,16,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Marginal_adhesion': 'belowMean'}",True,Single_epithelial_cell_size,4,"{'aboveMean': 37, 'belowMean': 38}",0.4871920657503797,5,False,False
28,28,28,16,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Marginal_adhesion': 'aboveMean'}",True,,4,{},0.0,5,False,True
29,29,29,17,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean', 'Marginal_adhesion': 'belowMean'}",True,Normal_nucleoli,4,"{'belowMean': 39, 'aboveMean': 40}",0.9999851670396316,5,False,False
30,30,30,17,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean', 'Marginal_adhesion': 'aboveMean'}",True,,2,{},0.0,5,False,True
31,31,31,20,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Marginal_adhesion': 'aboveMean'}",True,Clump_thickness,2,"{'aboveMean': 41, 'belowMean': 42}",0.9999800684314308,5,False,False
32,32,32,20,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Marginal_adhesion': 'belowMean'}",True,,2,{},0.0,5,False,True
33,33,33,21,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'aboveMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean'}",True,,2,{},0.0,5,False,True
34,34,34,21,"{'Uniformity_of_cell_shape': 'belowMean', 'Bland_chromatin': 'belowMean', 'Mitoses': 'aboveMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'belowMean'}",True,,4,{},0.0,5,False,True
35,35,35,25,"{'Uniformity_of_cell_shape': 'aboveMean', 'Uniformity_of_cell_size': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Single_epithelial_cell_size': 'aboveMean', 'Normal_nucleoli': 'aboveMean'}",True,Clump_thickness,4,"{'belowMean': 43, 'aboveMean': 44}",0.0429216092708258,6,False,False
