,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277
46,810.0,512.0,512.0,8.0,1.0,1.0,18
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
99,480.0,96.0,512.0,0.0,1.0,1.0,6
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
78,300.0,192.0,768.0,6.0,6.0,24.0,36
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
