,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
14,350.0,64.0,64.0,0.0,1.0,4.0,10
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
78,300.0,192.0,768.0,6.0,6.0,24.0,36
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
