,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2,F,0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9
3,M,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
8,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
13,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
16,I,0.355,0.28,0.085,0.2905,0.095,0.0395,0.115,7
22,F,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12
28,M,0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15
29,M,0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11
31,F,0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15
32,M,0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18
39,M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,9
40,F,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,9
46,M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9
48,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
49,F,0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9
56,M,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
57,M,0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
61,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
65,M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8
67,F,0.595,0.495,0.185,1.285,0.416,0.224,0.485,13
73,M,0.57,0.48,0.175,1.185,0.474,0.261,0.38,11
75,F,0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15
76,M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9
77,F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,10
87,M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
89,F,0.575,0.45,0.16,0.9775,0.3135,0.231,0.33,12
90,M,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
94,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
95,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14
97,M,0.47,0.375,0.13,0.523,0.214,0.132,0.145,8
98,M,0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
105,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12
106,F,0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11
116,F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,11
118,F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
119,M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,8
120,F,0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9
127,I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
130,M,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
134,I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7
137,M,0.345,0.255,0.09,0.2005,0.094,0.0295,0.063,9
141,F,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,10
145,F,0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10
149,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
152,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
157,M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
166,F,0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
167,F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,20
169,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12
172,M,0.525,0.435,0.155,1.065,0.486,0.233,0.285,8
175,I,0.36,0.26,0.09,0.1785,0.0645,0.037,0.075,7
177,I,0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,8
178,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
185,M,0.62,0.49,0.19,1.218,0.5455,0.2965,0.355,13
186,F,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12
190,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
196,F,0.505,0.41,0.15,0.644,0.285,0.145,0.21,11
197,M,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16
200,F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
202,F,0.5,0.4,0.145,0.63,0.234,0.1465,0.23,12
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
207,I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
210,F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,10
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
213,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
217,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7
219,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
221,F,0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
222,F,0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9
224,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
225,F,0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
226,F,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,7
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
237,I,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
241,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
243,I,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
245,I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,10
246,I,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
247,I,0.36,0.275,0.085,0.1975,0.0745,0.0415,0.07,9
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
255,M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
259,F,0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13
266,M,0.52,0.45,0.15,0.895,0.3615,0.186,0.235,14
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
271,M,0.59,0.5,0.2,1.187,0.412,0.2705,0.37,16
272,M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,14
273,M,0.63,0.505,0.225,1.525,0.56,0.3335,0.45,15
274,M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
275,M,0.655,0.54,0.215,1.844,0.7425,0.327,0.585,22
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
277,M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,18
281,I,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,7
286,M,0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10
288,M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
289,F,0.535,0.435,0.16,0.8105,0.3155,0.1795,0.24,10
290,M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,17
291,F,0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12
292,M,0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
293,F,0.565,0.455,0.175,1.013,0.342,0.207,0.35,19
294,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
296,I,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
298,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
299,M,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
308,M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,14
314,M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
316,F,0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14
319,I,0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6
