,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
14,350.0,64.0,64.0,0.0,1.0,4.0,10
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
99,480.0,96.0,512.0,0.0,1.0,1.0,6
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
