,testID,nearestNeighbors,expectedValue,actualValue,correctAssignment
84,1,"[117, 174, 28, 25, 100]",48.79468090065888,22,False
76,1,"[24, 73, 87, 16, 28]",38.02313845390153,45,False
207,1,"[28, 25, 50, 104, 24]",41.75787832258592,67,False
65,1,"[64, 169, 145, 147, 148]",136.5814407046942,259,False
10,1,"[25, 28, 181, 100, 104]",38.3519122274542,38,True
204,1,"[53, 142, 161, 159, 176]",31.39578681241436,42,False
11,1,"[28, 25, 24, 181, 117]",39.754940503651405,40,True
86,1,"[85, 183, 112, 113, 139]",33.00441295747495,40,False
152,1,"[2, 3, 190, 189, 34]",171.3965769145237,370,False
46,1,"[51, 110, 104, 111, 57]",22.19956453987159,18,True
178,1,"[87, 176, 16, 177, 117]",27.998658914287446,38,False
171,1,"[100, 176, 200, 202, 117]",21.59933086980955,30,False
150,1,"[4, 190, 189, 34, 35]",161.48316468064016,214,False
40,1,"[39, 142, 133, 101, 132]",35.800816197789146,36,True
126,1,"[142, 161, 138, 183, 185]",40.80032485857672,45,True
115,1,"[128, 41, 118, 44, 143]",59.40624187087506,76,False
151,1,"[2, 3, 190, 189, 34]",171.3969320054158,277,False
206,1,"[161, 142, 185, 85, 87]",39.202280521816625,52,False
109,1,"[110, 111, 57, 61, 102]",19.987280183656658,18,True
67,1,"[66, 177, 16, 176, 157]",21.196929536659308,26,True
108,1,"[110, 102, 51, 111, 57]",20.397624714689815,11,False
124,1,"[51, 110, 104, 57, 61]",19.19395117512732,20,True
198,1,"[192, 2, 3, 196, 6]",295.36928102637955,915,False
33,1,"[165, 193, 136, 185, 148]",77.56477491512473,63,False
9,1,"[6, 192, 2, 3, 168]",237.37768760561946,1144,False
92,1,"[87, 183, 139, 185, 85]",36.80754684231358,22,False
49,1,"[53, 101, 176, 28, 24]",42.20117170866459,62,False
12,1,"[172, 140, 145, 147, 132]",62.86045677937001,92,False
180,1,"[140, 132, 133, 185, 138]",45.593318995254556,109,False
153,1,"[6, 192, 168, 189, 2]",258.5714642441904,510,False
42,1,"[41, 118, 128, 44, 136]",59.227495825590275,52,False
199,1,"[192, 196, 2, 3, 6]",293.1577956272764,1150,False
31,1,"[169, 148, 145, 172, 147]",115.0501658932704,368,False
114,1,"[142, 138, 161, 53, 139]",39.993609406579964,50,False
83,1,"[25, 28, 100, 181, 117]",39.98455522778491,16,False
18,1,"[16, 177, 66, 174, 117]",28.408519458207014,31,True
70,1,"[185, 87, 20, 44, 161]",43.80318393219244,62,False
82,1,"[137, 81, 22, 23, 89]",54.51661520724594,38,False
146,1,"[147, 148, 145, 172, 136]",86.46731218718459,93,False
131,1,"[53, 142, 161, 159, 176]",31.396641364816183,16,False
30,1,"[169, 148, 145, 172, 147]",115.0501658932704,274,False
55,1,"[118, 132, 44, 138, 133]",45.79954808874572,60,False
208,1,"[104, 28, 25, 51, 24]",41.78294153397781,45,True
125,1,"[85, 183, 139, 39, 159]",26.79759726495133,27,True
119,1,"[118, 41, 128, 138, 44]",56.20955061439937,66,False
68,1,"[87, 20, 16, 73, 66]",27.39782453370664,32,True
129,1,"[128, 41, 118, 143, 136]",58.00010188124202,80,False
203,1,"[200, 202, 176, 100, 117]",21.601684846838445,21,True
201,1,"[200, 202, 176, 100, 117]",21.601684846838445,14,False
149,1,"[185, 133, 183, 132, 138]",37.586635847226354,105,False
15,1,"[79, 44, 20, 136, 185]",61.73655268085533,35,False
154,1,"[34, 35, 194, 136, 148]",127.0637023764218,214,False
130,1,"[4, 190, 147, 189, 143]",133.9058785715375,136,True
13,1,"[147, 145, 148, 172, 128]",87.65432754032051,138,False
17,1,"[20, 73, 16, 79, 87]",40.87188175177221,28,False
175,1,"[44, 41, 53, 118, 128]",53.39512591155776,50,True
77,1,"[79, 44, 24, 20, 28]",57.15171152204987,53,True
144,1,"[143, 128, 164, 41, 118]",54.14896902263086,86,False
195,1,"[34, 35, 194, 165, 192]",177.84257278159174,208,False
167,1,"[4, 189, 190, 147, 148]",149.38641594374977,100,False
162,1,"[161, 142, 164, 139, 118]",41.80802435492757,34,False
158,1,"[157, 159, 100, 176, 177]",22.206760646406416,12,False
95,1,"[6, 2, 3, 190, 189]",219.7222774090772,465,False
14,1,"[25, 181, 28, 100, 200]",37.57898516678795,10,False
160,1,"[161, 142, 139, 159, 85]",31.995795789604397,21,False
166,1,"[165, 34, 35, 193, 148]",116.08845871822588,116,True
127,1,"[142, 161, 138, 118, 139]",42.60133786844026,56,False
52,1,"[128, 41, 44, 118, 132]",51.365598713147946,138,False
121,1,"[136, 143, 147, 148, 128]",91.03755793203763,133,False
0,1,"[169, 192, 168, 196, 64]",241.60184946235836,198,False
135,1,"[136, 41, 128, 44, 185]",60.99621760969883,54,False
62,1,"[16, 73, 66, 177, 174]",30.81582780580814,36,False
155,1,"[2, 3, 190, 189, 34]",171.39678996927282,326,False
37,1,"[159, 39, 101, 176, 157]",25.20139639802814,29,True
105,1,"[28, 25, 112, 113, 117]",48.785806463853504,32,False
163,1,"[164, 143, 118, 161, 142]",46.98599273271887,42,True
197,1,"[196, 192, 169, 165, 189]",213.93356799832316,397,False
69,1,"[87, 183, 185, 85, 16]",32.595840957683734,32,True
54,1,"[101, 39, 176, 159, 132]",28.792397951660174,26,True
1,1,"[2, 3, 190, 34, 35]",175.48563714919675,269,False
184,1,"[185, 183, 193, 133, 112]",44.39250807347708,33,False
156,1,"[168, 192, 6, 169, 189]",259.8603667896971,510,False
94,1,"[148, 34, 35, 147, 145]",128.23296023180447,237,False
7,1,"[6, 2, 3, 190, 189]",219.63115748768567,489,False
84,2,"[117, 174, 28, 25, 100]",48.79468090065888,22,False
76,2,"[24, 73, 87, 16, 28]",38.02313845390153,45,False
207,2,"[28, 25, 50, 104, 24]",41.75787832258592,67,False
65,2,"[64, 169, 145, 147, 148]",136.5814407046942,259,False
10,2,"[25, 28, 181, 100, 104]",38.3519122274542,38,True
204,2,"[53, 142, 161, 159, 176]",31.39578681241436,42,False
11,2,"[28, 25, 24, 181, 117]",39.754940503651405,40,True
86,2,"[85, 183, 112, 113, 139]",33.00441295747495,40,False
152,2,"[2, 3, 190, 189, 34]",171.3965769145237,370,False
46,2,"[51, 110, 104, 111, 57]",22.19956453987159,18,True
178,2,"[87, 176, 16, 177, 117]",27.998658914287446,38,False
171,2,"[100, 176, 200, 202, 117]",21.59933086980955,30,False
150,2,"[4, 190, 189, 34, 35]",161.48316468064016,214,False
40,2,"[39, 142, 133, 101, 132]",35.800816197789146,36,True
126,2,"[142, 161, 138, 183, 185]",40.80032485857672,45,True
115,2,"[128, 41, 118, 44, 143]",59.40624187087506,76,False
151,2,"[2, 3, 190, 189, 34]",171.3969320054158,277,False
206,2,"[161, 142, 185, 85, 87]",39.202280521816625,52,False
109,2,"[110, 111, 57, 61, 102]",19.987280183656658,18,True
67,2,"[66, 177, 16, 176, 157]",21.196929536659308,26,True
108,2,"[110, 102, 51, 111, 57]",20.397624714689815,11,False
124,2,"[51, 110, 104, 57, 61]",19.19395117512732,20,True
198,2,"[192, 2, 3, 196, 6]",295.36928102637955,915,False
33,2,"[165, 193, 136, 185, 148]",77.56477491512473,63,False
9,2,"[6, 192, 2, 3, 168]",237.37768760561946,1144,False
92,2,"[87, 183, 139, 185, 85]",36.80754684231358,22,False
49,2,"[53, 101, 176, 28, 24]",42.20117170866459,62,False
12,2,"[172, 140, 145, 147, 132]",62.86045677937001,92,False
180,2,"[140, 132, 133, 185, 138]",45.593318995254556,109,False
153,2,"[6, 192, 168, 189, 2]",258.5714642441904,510,False
42,2,"[41, 118, 128, 44, 136]",59.227495825590275,52,False
199,2,"[192, 196, 2, 3, 6]",293.1577956272764,1150,False
31,2,"[169, 148, 145, 172, 147]",115.0501658932704,368,False
114,2,"[142, 138, 161, 53, 139]",39.993609406579964,50,False
83,2,"[25, 28, 100, 181, 117]",39.98455522778491,16,False
18,2,"[16, 177, 66, 174, 117]",28.408519458207014,31,True
70,2,"[185, 87, 20, 44, 161]",43.80318393219244,62,False
82,2,"[137, 81, 22, 23, 89]",54.51661520724594,38,False
146,2,"[147, 148, 145, 172, 136]",86.46731218718459,93,False
131,2,"[53, 142, 161, 159, 176]",31.396641364816183,16,False
30,2,"[169, 148, 145, 172, 147]",115.0501658932704,274,False
55,2,"[118, 132, 44, 138, 133]",45.79954808874572,60,False
208,2,"[104, 28, 25, 51, 24]",41.78294153397781,45,True
125,2,"[85, 183, 139, 39, 159]",26.79759726495133,27,True
119,2,"[118, 41, 128, 138, 44]",56.20955061439937,66,False
68,2,"[87, 20, 16, 73, 66]",27.39782453370664,32,True
129,2,"[128, 41, 118, 143, 136]",58.00010188124202,80,False
203,2,"[200, 202, 176, 100, 117]",21.601684846838445,21,True
201,2,"[200, 202, 176, 100, 117]",21.601684846838445,14,False
149,2,"[185, 133, 183, 132, 138]",37.586635847226354,105,False
15,2,"[79, 44, 20, 136, 185]",61.73655268085533,35,False
154,2,"[34, 35, 194, 136, 148]",127.0637023764218,214,False
130,2,"[4, 190, 147, 189, 143]",133.9058785715375,136,True
13,2,"[147, 145, 148, 172, 128]",87.65432754032051,138,False
17,2,"[20, 73, 16, 79, 87]",40.87188175177221,28,False
175,2,"[44, 41, 53, 118, 128]",53.39512591155776,50,True
77,2,"[79, 44, 24, 20, 28]",57.15171152204987,53,True
