,buying,maint,doors,persons,lug_boot,safety,Class
0,3,3,0,0,0,0,unacc
1,3,3,0,0,0,1,unacc
2,3,3,0,0,0,2,unacc
3,3,3,0,0,1,0,unacc
4,3,3,0,0,1,1,unacc
6,3,3,0,0,2,0,unacc
7,3,3,0,0,2,1,unacc
10,3,3,0,1,0,1,unacc
13,3,3,0,1,1,1,unacc
17,3,3,0,1,2,2,unacc
20,3,3,0,2,0,2,unacc
23,3,3,0,2,1,2,unacc
25,3,3,0,2,2,1,unacc
26,3,3,0,2,2,2,unacc
28,3,3,1,0,0,1,unacc
29,3,3,1,0,0,2,unacc
35,3,3,1,0,2,2,unacc
36,3,3,1,1,0,0,unacc
37,3,3,1,1,0,1,unacc
41,3,3,1,1,1,2,unacc
43,3,3,1,1,2,1,unacc
44,3,3,1,1,2,2,unacc
46,3,3,1,2,0,1,unacc
49,3,3,1,2,1,1,unacc
50,3,3,1,2,1,2,unacc
51,3,3,1,2,2,0,unacc
52,3,3,1,2,2,1,unacc
53,3,3,1,2,2,2,unacc
56,3,3,2,0,0,2,unacc
59,3,3,2,0,1,2,unacc
63,3,3,2,1,0,0,unacc
64,3,3,2,1,0,1,unacc
72,3,3,2,2,0,0,unacc
73,3,3,2,2,0,1,unacc
75,3,3,2,2,1,0,unacc
82,3,3,3,0,0,1,unacc
84,3,3,3,0,1,0,unacc
85,3,3,3,0,1,1,unacc
86,3,3,3,0,1,2,unacc
90,3,3,3,1,0,0,unacc
91,3,3,3,1,0,1,unacc
92,3,3,3,1,0,2,unacc
93,3,3,3,1,1,0,unacc
97,3,3,3,1,2,1,unacc
105,3,3,3,2,2,0,unacc
108,3,2,0,0,0,0,unacc
109,3,2,0,0,0,1,unacc
113,3,2,0,0,1,2,unacc
115,3,2,0,0,2,1,unacc
116,3,2,0,0,2,2,unacc
117,3,2,0,1,0,0,unacc
119,3,2,0,1,0,2,unacc
121,3,2,0,1,1,1,unacc
122,3,2,0,1,1,2,unacc
125,3,2,0,1,2,2,unacc
126,3,2,0,2,0,0,unacc
127,3,2,0,2,0,1,unacc
128,3,2,0,2,0,2,unacc
130,3,2,0,2,1,1,unacc
133,3,2,0,2,2,1,unacc
135,3,2,1,0,0,0,unacc
136,3,2,1,0,0,1,unacc
137,3,2,1,0,0,2,unacc
138,3,2,1,0,1,0,unacc
141,3,2,1,0,2,0,unacc
142,3,2,1,0,2,1,unacc
143,3,2,1,0,2,2,unacc
146,3,2,1,1,0,2,unacc
149,3,2,1,1,1,2,unacc
153,3,2,1,2,0,0,unacc
156,3,2,1,2,1,0,unacc
161,3,2,1,2,2,2,unacc
163,3,2,2,0,0,1,unacc
164,3,2,2,0,0,2,unacc
165,3,2,2,0,1,0,unacc
167,3,2,2,0,1,2,unacc
168,3,2,2,0,2,0,unacc
170,3,2,2,0,2,2,unacc
172,3,2,2,1,0,1,unacc
173,3,2,2,1,0,2,unacc
174,3,2,2,1,1,0,unacc
183,3,2,2,2,1,0,unacc
188,3,2,2,2,2,2,unacc
191,3,2,3,0,0,2,unacc
193,3,2,3,0,1,1,unacc
194,3,2,3,0,1,2,unacc
195,3,2,3,0,2,0,unacc
202,3,2,3,1,1,1,unacc
207,3,2,3,2,0,0,unacc
211,3,2,3,2,1,1,unacc
212,3,2,3,2,1,2,unacc
217,3,1,0,0,0,1,unacc
219,3,1,0,0,1,0,unacc
224,3,1,0,0,2,2,unacc
225,3,1,0,1,0,0,unacc
226,3,1,0,1,0,1,unacc
243,3,1,1,0,0,0,unacc
244,3,1,1,0,0,1,unacc
245,3,1,1,0,0,2,unacc
253,3,1,1,1,0,1,unacc
256,3,1,1,1,1,1,unacc
262,3,1,1,2,0,1,unacc
264,3,1,1,2,1,0,unacc
267,3,1,1,2,2,0,unacc
271,3,1,2,0,0,1,unacc
275,3,1,2,0,1,2,unacc
279,3,1,2,1,0,0,unacc
282,3,1,2,1,1,0,unacc
289,3,1,2,2,0,1,unacc
298,3,1,3,0,0,1,unacc
305,3,1,3,0,2,2,unacc
306,3,1,3,1,0,0,unacc
312,3,1,3,1,2,0,unacc
315,3,1,3,2,0,0,unacc
321,3,1,3,2,2,0,unacc
324,3,0,0,0,0,0,unacc
330,3,0,0,0,2,0,unacc
331,3,0,0,0,2,1,unacc
346,3,0,0,2,1,1,unacc
348,3,0,0,2,2,0,unacc
351,3,0,1,0,0,0,unacc
355,3,0,1,0,1,1,unacc
357,3,0,1,0,2,0,unacc
358,3,0,1,0,2,1,unacc
359,3,0,1,0,2,2,unacc
360,3,0,1,1,0,0,unacc
366,3,0,1,1,2,0,unacc
369,3,0,1,2,0,0,unacc
378,3,0,2,0,0,0,unacc
379,3,0,2,0,0,1,unacc
390,3,0,2,1,1,0,unacc
393,3,0,2,1,2,0,unacc
396,3,0,2,2,0,0,unacc
402,3,0,2,2,2,0,unacc
405,3,0,3,0,0,0,unacc
408,3,0,3,0,1,0,unacc
412,3,0,3,0,2,1,unacc
417,3,0,3,1,1,0,unacc
423,3,0,3,2,0,0,unacc
424,3,0,3,2,0,1,unacc
426,3,0,3,2,1,0,unacc
429,3,0,3,2,2,0,unacc
432,2,3,0,0,0,0,unacc
436,2,3,0,0,1,1,unacc
437,2,3,0,0,1,2,unacc
445,2,3,0,1,1,1,unacc
446,2,3,0,1,1,2,unacc
447,2,3,0,1,2,0,unacc
450,2,3,0,2,0,0,unacc
453,2,3,0,2,1,0,unacc
454,2,3,0,2,1,1,unacc
455,2,3,0,2,1,2,unacc
458,2,3,0,2,2,2,unacc
459,2,3,1,0,0,0,unacc
461,2,3,1,0,0,2,unacc
464,2,3,1,0,1,2,unacc
469,2,3,1,1,0,1,unacc
470,2,3,1,1,0,2,unacc
474,2,3,1,1,2,0,unacc
477,2,3,1,2,0,0,unacc
479,2,3,1,2,0,2,unacc
482,2,3,1,2,1,2,unacc
483,2,3,1,2,2,0,unacc
486,2,3,2,0,0,0,unacc
487,2,3,2,0,0,1,unacc
493,2,3,2,0,2,1,unacc
494,2,3,2,0,2,2,unacc
495,2,3,2,1,0,0,unacc
499,2,3,2,1,1,1,unacc
503,2,3,2,1,2,2,unacc
505,2,3,2,2,0,1,unacc
510,2,3,2,2,2,0,unacc
514,2,3,3,0,0,1,unacc
515,2,3,3,0,0,2,unacc
523,2,3,3,1,0,1,unacc
525,2,3,3,1,1,0,unacc
529,2,3,3,1,2,1,unacc
530,2,3,3,1,2,2,unacc
533,2,3,3,2,0,2,unacc
536,2,3,3,2,1,2,unacc
538,2,3,3,2,2,1,unacc
540,2,2,0,0,0,0,unacc
541,2,2,0,0,0,1,unacc
544,2,2,0,0,1,1,unacc
546,2,2,0,0,2,0,unacc
548,2,2,0,0,2,2,unacc
552,2,2,0,1,1,0,unacc
553,2,2,0,1,1,1,unacc
555,2,2,0,1,2,0,unacc
560,2,2,0,2,0,2,unacc
564,2,2,0,2,2,0,unacc
570,2,2,1,0,1,0,unacc
572,2,2,1,0,1,2,unacc
586,2,2,1,2,0,1,unacc
588,2,2,1,2,1,0,unacc
591,2,2,1,2,2,0,unacc
595,2,2,2,0,0,1,unacc
596,2,2,2,0,0,2,unacc
600,2,2,2,0,2,0,unacc
603,2,2,2,1,0,0,unacc
606,2,2,2,1,1,0,unacc
612,2,2,2,2,0,0,unacc
613,2,2,2,2,0,1,unacc
615,2,2,2,2,1,0,unacc
621,2,2,3,0,0,0,unacc
622,2,2,3,0,0,1,unacc
624,2,2,3,0,1,0,unacc
625,2,2,3,0,1,1,unacc
626,2,2,3,0,1,2,unacc
630,2,2,3,1,0,0,unacc
631,2,2,3,1,0,1,unacc
639,2,2,3,2,0,0,unacc
642,2,2,3,2,1,0,unacc
649,2,1,0,0,0,1,unacc
650,2,1,0,0,0,2,unacc
651,2,1,0,0,1,0,unacc
655,2,1,0,0,2,1,unacc
657,2,1,0,1,0,0,unacc
658,2,1,0,1,0,1,unacc
660,2,1,0,1,1,0,unacc
661,2,1,0,1,1,1,unacc
663,2,1,0,1,2,0,unacc
666,2,1,0,2,0,0,unacc
678,2,1,1,0,1,0,unacc
681,2,1,1,0,2,0,unacc
682,2,1,1,0,2,1,unacc
684,2,1,1,1,0,0,unacc
685,2,1,1,1,0,1,unacc
687,2,1,1,1,1,0,unacc
688,2,1,1,1,1,1,unacc
694,2,1,1,2,0,1,unacc
702,2,1,2,0,0,0,unacc
703,2,1,2,0,0,1,unacc
705,2,1,2,0,1,0,unacc
707,2,1,2,0,1,2,unacc
708,2,1,2,0,2,0,unacc
710,2,1,2,0,2,2,unacc
717,2,1,2,1,2,0,unacc
721,2,1,2,2,0,1,unacc
723,2,1,2,2,1,0,unacc
730,2,1,3,0,0,1,unacc
737,2,1,3,0,2,2,unacc
744,2,1,3,1,2,0,unacc
748,2,1,3,2,0,1,unacc
750,2,1,3,2,1,0,unacc
753,2,1,3,2,2,0,unacc
760,2,0,0,0,1,1,unacc
761,2,0,0,0,1,2,unacc
762,2,0,0,0,2,0,unacc
764,2,0,0,0,2,2,unacc
