,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
