,buying,maint,doors,persons,lug_boot,safety,Class
187,3,2,2,2,2,1,unacc
384,3,0,2,0,2,0,unacc
84,3,3,3,0,1,0,unacc
412,3,0,3,0,2,1,unacc
784,2,0,1,0,0,1,unacc
922,1,3,2,0,1,1,unacc
1230,1,0,1,1,2,0,unacc
1544,0,1,1,0,1,2,unacc
622,2,2,3,0,0,1,unacc
512,2,3,2,2,2,2,unacc
1620,0,0,0,0,0,0,unacc
1573,0,1,2,0,2,1,unacc
1512,0,1,0,0,0,0,unacc
1352,0,3,2,0,0,2,unacc
1434,0,2,1,0,1,0,unacc
1514,0,1,0,0,0,2,unacc
1272,1,0,3,0,1,0,unacc
11,3,3,0,1,0,2,unacc
86,3,3,3,0,1,2,unacc
451,2,3,0,2,0,1,unacc
1596,0,1,3,0,1,0,unacc
520,2,3,3,0,2,1,unacc
574,2,2,1,0,2,1,unacc
811,2,0,2,0,0,1,unacc
810,2,0,2,0,0,0,unacc
1080,1,1,0,0,0,0,unacc
1536,0,1,0,2,2,0,unacc
1088,1,1,0,0,2,2,unacc
1251,1,0,2,1,0,0,unacc
196,3,2,3,0,2,1,unacc
1053,1,2,3,0,0,0,unacc
353,3,0,1,0,0,2,unacc
879,1,3,0,1,2,0,unacc
720,2,1,2,2,0,0,unacc
493,2,3,2,0,2,1,unacc
992,1,2,0,2,0,2,unacc
1246,1,0,2,0,1,1,unacc
1308,0,3,0,1,1,0,unacc
435,2,3,0,0,1,0,unacc
776,2,0,0,2,0,2,unacc
604,2,2,2,1,0,1,unacc
1384,0,3,3,0,2,1,unacc
19,3,3,0,2,0,1,unacc
275,3,1,2,0,1,2,unacc
1533,0,1,0,2,1,0,unacc
1584,0,1,2,2,0,0,unacc
1305,0,3,0,1,0,0,unacc
1625,0,0,0,0,1,2,unacc
1185,1,1,3,2,2,0,unacc
450,2,3,0,2,0,0,unacc
69,3,3,2,1,2,0,unacc
1479,0,2,2,2,1,0,unacc
1452,0,2,1,2,1,0,unacc
1614,0,1,3,2,1,0,unacc
717,2,1,2,1,2,0,unacc
98,3,3,3,1,2,2,unacc
479,2,3,1,2,0,2,unacc
891,1,3,1,0,0,0,unacc
46,3,3,1,2,0,1,unacc
653,2,1,0,0,1,2,unacc
1656,0,0,1,1,0,0,unacc
1314,0,3,0,2,0,0,unacc
1547,0,1,1,0,2,2,unacc
532,2,3,3,2,0,1,unacc
1329,0,3,1,0,2,0,unacc
264,3,1,1,2,1,0,unacc
873,1,3,0,1,0,0,unacc
645,2,2,3,2,2,0,unacc
325,3,0,0,0,0,1,unacc
1142,1,1,2,0,2,2,unacc
337,3,0,0,1,1,1,unacc
105,3,3,3,2,2,0,unacc
1722,0,0,3,2,1,0,unacc
434,2,3,0,0,0,2,unacc
440,2,3,0,0,2,2,unacc
1149,1,1,2,1,2,0,unacc
1336,0,3,1,1,1,1,unacc
668,2,1,0,2,0,2,unacc
420,3,0,3,1,2,0,unacc
882,1,3,0,2,0,0,unacc
270,3,1,2,0,0,0,unacc
928,1,3,2,1,0,1,unacc
877,1,3,0,1,1,1,unacc
485,2,3,1,2,2,2,unacc
170,3,2,2,0,2,2,unacc
1008,1,2,1,1,0,0,unacc
1455,0,2,1,2,2,0,unacc
146,3,2,1,1,0,2,unacc
277,3,1,2,0,2,1,unacc
1438,0,2,1,0,2,1,unacc
1331,0,3,1,0,2,2,unacc
1095,1,1,0,1,2,0,unacc
1115,1,1,1,0,2,2,unacc
9,3,3,0,1,0,0,unacc
1353,0,3,2,0,1,0,unacc
381,3,0,2,0,1,0,unacc
1371,0,3,2,2,1,0,unacc
1276,1,0,3,0,2,1,unacc
115,3,2,0,0,2,1,unacc
1169,1,1,3,0,2,2,unacc
952,1,3,3,0,2,1,unacc
99,3,3,3,2,0,0,unacc
497,2,3,2,1,0,2,unacc
678,2,1,1,0,1,0,unacc
506,2,3,2,2,0,2,unacc
1725,0,0,3,2,2,0,unacc
1459,0,2,2,0,0,1,unacc
183,3,2,2,2,1,0,unacc
1030,1,2,2,0,1,1,unacc
838,2,0,3,0,0,1,unacc
185,3,2,2,2,1,2,unacc
1701,0,0,3,0,0,0,unacc
923,1,3,2,0,1,2,unacc
1710,0,0,3,1,0,0,unacc
1112,1,1,1,0,1,2,unacc
1114,1,1,1,0,2,1,unacc
1542,0,1,1,0,1,0,unacc
305,3,1,3,0,2,2,unacc
606,2,2,2,1,1,0,unacc
874,1,3,0,1,0,1,unacc
548,2,2,0,0,2,2,unacc
1437,0,2,1,0,2,0,unacc
1707,0,0,3,0,2,0,unacc
1560,0,1,1,2,1,0,unacc
1368,0,3,2,2,0,0,unacc
165,3,2,2,0,1,0,unacc
502,2,3,2,1,2,1,unacc
144,3,2,1,1,0,0,unacc
1488,0,2,3,0,1,0,unacc
58,3,3,2,0,1,1,unacc
119,3,2,0,1,0,2,unacc
408,3,0,3,0,1,0,unacc
204,3,2,3,1,2,0,unacc
1546,0,1,1,0,2,1,unacc
981,1,2,0,1,0,0,unacc
885,1,3,0,2,1,0,unacc
1260,1,0,2,2,0,0,unacc
1330,0,3,1,0,2,1,unacc
1594,0,1,3,0,0,1,unacc
1011,1,2,1,1,1,0,unacc
588,2,2,1,2,1,0,unacc
250,3,1,1,0,2,1,unacc
288,3,1,2,2,0,0,unacc
756,2,0,0,0,0,0,unacc
51,3,3,1,2,2,0,unacc
509,2,3,2,2,1,2,unacc
1436,0,2,1,0,1,2,unacc
1440,0,2,1,1,0,0,unacc
667,2,1,0,2,0,1,unacc
888,1,3,0,2,2,0,unacc
386,3,0,2,0,2,2,unacc
651,2,1,0,0,1,0,unacc
1306,0,3,0,1,0,1,unacc
576,2,2,1,1,0,0,unacc
138,3,2,1,0,1,0,unacc
191,3,2,3,0,0,2,unacc
960,1,3,3,1,2,0,unacc
38,3,3,1,1,0,2,unacc
918,1,3,2,0,0,0,unacc
1136,1,1,2,0,0,2,unacc
714,2,1,2,1,1,0,unacc
1209,1,0,0,2,1,0,unacc
148,3,2,1,1,1,1,unacc
1221,1,0,1,0,2,0,unacc
609,2,2,2,1,2,0,unacc
706,2,1,2,0,1,1,unacc
1679,0,0,2,0,1,2,unacc
272,3,1,2,0,0,2,unacc
1686,0,0,2,1,1,0,unacc
598,2,2,2,0,1,1,unacc
552,2,2,0,1,1,0,unacc
126,3,2,0,2,0,0,unacc
1599,0,1,3,0,2,0,unacc
649,2,1,0,0,0,1,unacc
248,3,1,1,0,1,2,unacc
1196,1,0,0,0,2,2,unacc
1139,1,1,2,0,1,2,unacc
846,2,0,3,1,0,0,unacc
1173,1,1,3,1,1,0,unacc
1274,1,0,3,0,1,2,unacc
1462,0,2,2,0,1,1,unacc
669,2,1,0,2,1,0,unacc
1551,0,1,1,1,1,0,unacc
1125,1,1,1,2,0,0,unacc
1155,1,1,2,2,1,0,unacc
112,3,2,0,0,1,1,unacc
974,1,2,0,0,0,2,unacc
1152,1,1,2,2,0,0,unacc
12,3,3,0,1,1,0,unacc
457,2,3,0,2,2,1,unacc
379,3,0,2,0,0,1,unacc
1602,0,1,3,1,0,0,unacc
