,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
824,I,0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
1525,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
3761,M,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
1972,M,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
1189,M,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
3736,M,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
3261,F,0.645,0.52,0.19,1.3105,0.58,0.288,0.37,12
2158,M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
3977,I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3236,I,0.345,0.285,0.1,0.2225,0.0865,0.058,0.075,8
3585,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
12,M,0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11
1282,M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
468,F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,17
3457,F,0.61,0.495,0.175,1.2635,0.53,0.315,0.3455,10
625,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
1887,I,0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9
276,F,0.66,0.53,0.185,1.3485,0.493,0.245,0.49,12
2019,I,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
194,F,0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10
2656,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15
495,F,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,15
1113,I,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,8
3843,M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
793,M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
2886,M,0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
3346,I,0.47,0.4,0.16,0.51,0.1615,0.073,0.198,14
1639,I,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10
2264,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14
3835,F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
760,M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
1316,M,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
3662,I,0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
3046,M,0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,11
3416,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7
3208,I,0.32,0.25,0.08,0.1565,0.057,0.034,0.06,9
191,M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
4039,I,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11
4073,I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6
152,F,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
1219,I,0.325,0.225,0.075,0.139,0.0565,0.032,0.09,6
3924,F,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
1931,M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
808,F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
2394,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14
3508,F,0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
2710,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
3532,I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7
3123,M,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365,9
201,M,0.5,0.4,0.165,0.825,0.254,0.205,0.285,13
1144,M,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
306,I,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
1391,F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
1576,I,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
4118,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
684,M,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13
1432,I,0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5
3934,I,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
1817,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
1414,M,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
1154,M,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
37,F,0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8
2506,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
3897,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
600,I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2958,F,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,12
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
1604,M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,13
1305,F,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
4139,F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
1865,I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,7
10,F,0.525,0.38,0.14,0.6065,0.194,0.1475,0.21,14
1119,I,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,10
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
2238,I,0.46,0.335,0.11,0.444,0.225,0.0745,0.11,8
3362,M,0.41,0.3,0.1,0.301,0.124,0.069,0.09,9
3166,F,0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
604,I,0.515,0.39,0.14,0.5555,0.2,0.1135,0.2235,12
2623,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
1806,M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
2054,M,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
1812,M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
3808,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
476,F,0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9
585,I,0.495,0.39,0.125,0.6655,0.284,0.162,0.2,11
2538,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
3558,I,0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
3066,F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,9
2037,I,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
2115,I,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
1042,F,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
100,I,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
1560,I,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
553,I,0.48,0.37,0.12,0.514,0.2075,0.131,0.155,13
433,M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,22
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10
2583,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8
227,I,0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7
2155,M,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
1613,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
3580,F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
3539,I,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,8
3888,F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
3689,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
3682,M,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,11
1191,M,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
563,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,7
