,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
3,0.008091706001348618,0.4969818913480885,0.4959677419354839,0.125,0.15384615384615385,0.18181818181818182,172,177.28239716914956,27.903719852639302,1,0.001,0.5
4,0.008091706001348618,0.4969818913480885,0.2439516129032258,0.125,0.15384615384615385,0.09090909090909091,132,177.22872084529487,2045.637189301611,1,0.001,0.5
6,0.004045853000674309,1.0,0.4959677419354839,0.25,0.3076923076923077,0.18181818181818182,367,177.28250572528756,35992.72763387555,1,0.001,0.5
9,0.004045853000674309,2.006036217303823,1.0,0.5,0.6153846153846154,0.36363636363636365,1144,177.28250572940874,934542.7137288107,1,0.001,0.5
12,0.02899527983816588,0.11971830985915492,0.11794354838709678,0.25390625,0.019230769230769232,0.045454545454545456,92,158.66484031389865,4444.200934077607,1,0.001,0.5
14,0.22454484153742413,-0.002012072434607646,-0.007056451612903226,0.0,0.019230769230769232,0.022727272727272728,10,44.621048956810974,1198.6170308699022,1,0.001,0.5
15,0.12339851652056642,0.026156941649899398,0.2439516129032258,0.0,0.07692307692307693,0.18181818181818182,35,71.04388470779709,1299.161624828969,1,0.001,0.5
18,0.08496291301416048,0.056841046277665994,0.0234375,0.0,0.09615384615384616,0.09090909090909091,31,44.678503414648866,187.10145566456066,1,0.001,0.5
21,0.08496291301416048,0.18888329979879276,0.08959173387096774,0.0,0.09615384615384616,0.11363636363636363,33,55.735271276119164,516.8925599987291,1,0.001,0.5
23,0.06271072151045179,0.18888329979879276,0.08959173387096774,0.0,0.11538461538461539,0.36363636363636365,76,100.83673600210494,616.8634552382558,1,0.001,0.5
24,0.2043155765340526,0.002012072434607646,0.08644153225806452,0.0,0.019230769230769232,0.06818181818181818,23,44.63264106734434,467.97115954855275,1,0.001,0.5
26,0.2043155765340526,0.01006036217303823,0.08644153225806452,0.0,0.019230769230769232,0.03409090909090909,33,44.63148282615797,135.2913927352078,1,0.001,0.5
