,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
27,0.3431483578708947,0.006012024048096192,0.04592092092092092,0.015625,0.03125,0.017045454545454544,27,49.3291512067984,498.59099361606644,1,0.001,0.5
196,0.03737259343148358,0.06062124248496994,0.4994994994994995,0.4375,1.625,0.5909090909090909,307,186.3465046233461,14557.265946604242,1,0.001,0.5
153,0.02378255945639864,0.49899799599198397,0.4994994994994995,0.5,0.5,0.18181818181818182,510,186.3465045920653,104751.58508977402,1,0.001,0.5
47,0.8980747451868629,0.02930861723446894,0.0772022022022022,0.0,0.03125,0.005681818181818182,20,49.32896211881428,860.1880189668432,1,0.001,0.5
193,0.11211778029445074,0.06062124248496994,0.12412412412412413,0.125,0.15625,0.1590909090909091,70,50.814565764753475,368.08088679496944,1,0.001,0.5
92,0.1392978482446206,0.06062124248496994,0.06156156156156156,0.03125,0.03125,0.11363636363636363,22,49.33660191188541,747.2898040888971,1,0.001,0.5
186,0.039637599093997736,0.12324649298597194,0.24924924924924924,0.125,0.125,0.06818181818181818,130,105.73206322802062,588.932755168789,1,0.001,0.5
128,0.03737259343148358,0.06062124248496994,0.24924924924924924,0.09375,0.03125,0.03409090909090909,70,51.18907205065394,353.85101031548874,1,0.001,0.5
98,0.010192525481313703,0.24849699398797595,0.24924924924924924,0.0,0.25,0.09090909090909091,185,143.71306588767467,1704.6109283954927,1,0.001,0.5
5,0.010192525481313703,0.24849699398797595,0.4994994994994995,0.25,0.25,0.18181818181818182,318,186.34210303233522,17333.801833948237,1,0.001,0.5
179,0.16194790486976218,0.02930861723446894,0.12412412412412413,0.0625,0.03125,0.07954545454545454,60,49.349647523992836,113.43000786319193,1,0.001,0.5
140,0.08493771234428087,0.06062124248496994,0.12412412412412413,0.125,0.03125,0.03409090909090909,62,49.525332019224166,155.61734123059384,1,0.001,0.5
81,0.3204983012457531,0.02930861723446894,0.06156156156156156,0.03125,0.09375,0.36363636363636365,38,49.336319469914905,128.51213912397174,1,0.001,0.5
203,0.18459796149490373,0.014028056112224449,0.06156156156156156,0.0,0.03125,0.017045454545454544,21,49.3297883420295,802.5769075041907,1,0.001,0.5
204,0.12117780294450736,0.02930861723446894,0.12412412412412413,0.0,0.03125,0.045454545454545456,42,49.335640602578295,53.811623050195244,1,0.001,0.5
6,0.006795016987542469,0.49899799599198397,0.4994994994994995,0.25,0.5,0.18181818181818182,367,186.34649969115029,32635.687173839564,1,0.001,0.5
72,0.17893544733861835,0.006012024048096192,0.03028028028028028,0.0,0.09375,0.13636363636363635,22,49.330594032111115,746.9613701480677,1,0.001,0.5
18,0.14269535673839184,0.02930861723446894,0.03028028028028028,0.0,0.15625,0.09090909090909091,31,49.33440289864094,336.1503296496932,1,0.001,0.5
31,0.009060022650056626,0.03901553106212425,0.03997747747747748,0.51171875,0.375,0.13636363636363635,368,186.2882346984305,33019.16564901268,1,0.001,0.5
187,0.06002265005662514,0.12324649298597194,0.1866866866866867,0.03125,0.1875,0.045454545454545456,75,51.73314443988597,541.3465676552092,1,0.001,0.5
21,0.14269535673839184,0.09506513026052105,0.09597097097097097,0.0,0.15625,0.11363636363636363,33,49.385969275429005,268.49998909530336,1,0.001,0.5
154,0.035107587768969425,0.12324649298597194,0.3743743743743744,0.125,0.25,0.13636363636363635,214,175.33995183409215,1494.5993241903152,1,0.001,0.5
136,0.03737259343148358,0.06062124248496994,0.24924924924924924,0.09375,0.1875,0.09090909090909091,65,77.63917553746052,159.74875826674034,1,0.001,0.5
39,0.03737259343148358,0.02930861723446894,0.06156156156156156,0.03125,0.09375,0.028409090909090908,26,49.34523735260207,545.0001070493269,1,0.001,0.5
45,0.13137032842582105,0.02930861723446894,0.12412412412412413,0.03515625,0.09375,0.06818181818181818,72,49.35971902030225,512.5823228396637,1,0.001,0.5
101,0.11098527746319366,0.014028056112224449,0.09284284284284285,0.0625,0.03125,0.03409090909090909,45,49.34032927333238,18.838458200945983,1,0.001,0.5
126,0.03737259343148358,0.06062124248496994,0.12412412412412413,0.03125,0.09375,0.03409090909090909,45,49.416277293624,19.503505134178912,1,0.001,0.5
57,0.8867497168742922,0.006012024048096192,0.12412412412412413,0.0,0.03125,0.022727272727272728,12,49.328964924338244,1393.451622322475,1,0.001,0.5
29,0.3431483578708947,0.006012024048096192,0.0772022022022022,0.015625,0.03125,0.03409090909090909,27,49.3293325029067,498.5990900253657,1,0.001,0.5
68,0.09966024915062288,0.02930861723446894,0.06156156156156156,0.0,0.09375,0.13636363636363635,32,49.33727947796062,300.5812596969145,1,0.001,0.5
73,0.3204983012457531,0.022044088176352707,0.04592092092092092,0.0,0.1875,0.13636363636363635,36,49.33152829516231,177.72964668471323,1,0.001,0.5
182,0.25254813137032844,0.014028056112224449,0.03028028028028028,0.03125,0.03125,0.028409090909090908,11,49.32948175261859,1469.1491714243216,1,0.001,0.5
1,0.013590033975084938,0.24849699398797595,0.4994994994994995,0.125,0.25,0.18181818181818182,269,186.22480185181251,6851.733428471701,1,0.001,0.5
131,0.09399773499433749,0.02930861723446894,0.12412412412412413,0.0,0.0625,0.03409090909090909,16,49.340660062011345,1111.5996133705983,1,0.001,0.5
65,0.06568516421291053,0.06062124248496994,0.24924924924924924,0.5,0.03125,0.2159090909090909,259,185.9246763851795,5340.002921410742,1,0.001,0.5
105,0.4337485843714609,0.06062124248496994,0.06156156156156156,0.0,0.03125,0.005681818181818182,32,49.329140593960645,300.2991137252547,1,0.001,0.5
121,0.0,0.12324649298597194,0.24924924924924924,0.125,0.1875,0.06818181818181818,133,144.1556129382214,124.4477000274126,1,0.001,0.5
116,0.18459796149490373,0.06062124248496994,0.24924924924924924,0.0625,0.03125,0.03409090909090909,66,49.565192299488785,270.10290415278274,1,0.001,0.5
185,0.09966024915062288,0.06062124248496994,0.12412412412412413,0.0625,0.125,0.07954545454545454,58,49.51098366324935,72.06339836561945,1,0.001,0.5
184,0.09966024915062288,0.06062124248496994,0.09284284284284285,0.0625,0.1875,0.09090909090909091,33,49.559290730656826,274.2101095024171,1,0.001,0.5
41,0.03737259343148358,0.06062124248496994,0.24924924924924924,0.03125,0.09375,0.028409090909090908,40,50.30542280918558,106.20173927608239,1,0.001,0.5
8,0.006795016987542469,0.49899799599198397,1.0,0.25,0.5,0.18181818181818182,636,186.3465046190219,202188.2659083313,1,0.001,0.5
