,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
40,0.022252191503708697,0.04725609756097561,0.11794354838709678,0.03125,0.057692307692307696,0.0390625,36,45.45789323746317,89.45174449125152,1,0.001,0.75
134,0.022252191503708697,0.11077235772357724,0.2439516129032258,0.046875,0.057692307692307696,0.125,45,67.72636249393616,516.4875522057885,1,0.001,0.75
104,0.3931220498988537,0.032520325203252036,0.0234375,0.0,0.019230769230769232,0.0078125,16,34.4326354160498,339.7620483810133,1,0.001,0.75
129,0.022252191503708697,0.11077235772357724,0.2439516129032258,0.09375,0.019230769230769232,0.046875,80,71.51536941185529,71.98895621728086,1,0.001,0.75
111,0.5954146999325691,0.11077235772357724,0.05493951612903226,0.0,0.057692307692307696,0.046875,37,34.43124593631543,6.598497439696005,1,0.001,0.75
136,0.022252191503708697,0.11077235772357724,0.2439516129032258,0.09375,0.11538461538461539,0.125,65,90.47589923418593,649.0214417903953,1,0.001,0.75
184,0.05933917734322319,0.11077235772357724,0.08644153225806452,0.0625,0.11538461538461539,0.125,33,57.493855854692455,599.9489746304519,1,0.001,0.75
148,0.037086985839514496,0.23780487804878048,0.2439516129032258,0.25,0.15384615384615385,0.125,143,129.25907947624728,188.81289684008874,1,0.001,0.75
20,0.08496291301416048,0.07901422764227642,0.09116683467741936,0.0,0.09615384615384616,0.25,30,49.14371349899155,366.48176653147135,1,0.001,0.75
165,0.014160485502360081,0.23780487804878048,0.11794354838709678,0.125,0.3076923076923077,0.25,51,122.41331227848178,5099.861170583957,1,0.001,0.75
57,0.5279838165879973,0.0,0.11794354838709678,0.0,0.019230769230769232,0.03125,12,34.4365243394981,503.3976244368906,1,0.001,0.75
153,0.014160485502360081,1.0,0.4959677419354839,0.5,0.3076923076923077,0.25,510,188.1905827262743,103561.30104605488,1,0.001,0.75
125,0.022252191503708697,0.11077235772357724,0.05493951612903226,0.0,0.057692307692307696,0.046875,27,38.72556154144887,137.48879346230478,1,0.001,0.75
