,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
198,0.004739336492890996,0.4969818913480885,2.016260162601626,0.375,0.23076923076923078,1.6923076923076923,915,146.73821605956647,590226.1686633375,1,0.1,0.5
88,0.07921462423832092,0.11971830985915492,1.0,0.125,0.019230769230769232,0.19230769230769232,134,146.73821605956647,162.2621483801971,1,0.1,0.5
166,0.010155721056194989,0.2454728370221328,0.23780487804878048,0.125,0.3076923076923077,0.3076923076923077,116,146.73821605956647,944.83792652459,1,0.1,0.5
50,0.4583615436696005,0.018108651911468814,0.23780487804878048,0.0,0.019230769230769232,0.009615384615384616,24,146.73821605956647,15064.66968148482,1,0.1,0.5
181,0.14691943127962084,0.026156941649899398,0.015497967479674796,0.03125,0.019230769230769232,0.028846153846153848,6,146.73821605956647,19807.245459629212,1,0.1,0.5
62,0.06905890318212593,0.026156941649899398,0.015497967479674796,0.0,0.15384615384615385,0.19230769230769232,36,146.73821605956647,12262.952496055224,1,0.1,0.5
93,0.023019634394041977,0.2454728370221328,0.491869918699187,0.00390625,0.11538461538461539,0.11538461538461539,132,146.73821605956647,217.21501261846296,1,0.1,0.5
65,0.035206499661475966,0.11971830985915492,0.491869918699187,0.5,0.019230769230769232,0.36538461538461536,259,146.73821605956647,12602.70813348858,1,0.1,0.5
23,0.05890318212593094,0.18888329979879276,0.18064024390243902,0.0,0.11538461538461539,0.6153846153846154,76,146.73821605956647,5003.895211289908,1,0.1,0.5
176,0.0927555856465809,0.026156941649899398,0.11077235772357724,0.0078125,0.019230769230769232,0.04807692307692308,30,146.73821605956647,13627.811088770022,1,0.1,0.5
92,0.07921462423832092,0.11971830985915492,0.11077235772357724,0.03125,0.019230769230769232,0.19230769230769232,22,146.73821605956647,15559.622545723087,1,0.1,0.5
205,0.05077860528097495,0.056841046277665994,0.23780487804878048,0.125,0.038461538461538464,0.07692307692307693,46,146.73821605956647,10148.188174863895,1,0.1,0.5
163,0.02234258632362898,0.2454728370221328,0.3648373983739837,0.0,0.019230769230769232,0.07692307692307693,42,146.73821605956647,10970.093903340427,1,0.1,0.5
37,0.01828029790115098,0.056841046277665994,0.11077235772357724,0.03125,0.019230769230769232,0.04807692307692308,29,146.73821605956647,13862.287520889155,1,0.1,0.5
2,0.004062288422477996,0.4969818913480885,1.0,0.125,0.15384615384615385,0.3076923076923077,220,146.73821605956647,5367.288986134765,1,0.1,0.5
106,0.25524712254570076,0.2454728370221328,0.23780487804878048,0.0,0.019230769230769232,0.009615384615384616,32,146.73821605956647,13164.858224531758,1,0.1,0.5
36,0.01828029790115098,0.02540241448692153,0.04725609756097561,0.03125,0.019230769230769232,0.038461538461538464,20,146.73821605956647,16062.575409961351,1,0.1,0.5
3,0.004062288422477996,0.4969818913480885,1.0,0.125,0.15384615384615385,0.3076923076923077,172,146.73821605956647,638.1577278531455,1,0.1,0.5
25,0.20108327691266079,0.026156941649899398,0.04725609756097561,0.015625,0.019230769230769232,0.028846153846153848,69,146.73821605956647,6043.230236123838,1,0.1,0.5
41,0.01828029790115098,0.11971830985915492,0.491869918699187,0.03125,0.057692307692307696,0.04807692307692308,40,146.73821605956647,11393.046767578693,1,0.1,0.5
72,0.1029113067027759,0.01006036217303823,0.04725609756097561,0.0,0.057692307692307696,0.23076923076923078,22,146.73821605956647,15559.622545723087,1,0.1,0.5
67,0.055517941773865945,0.01006036217303823,0.04725609756097561,0.0,0.057692307692307696,0.09615384615384616,26,146.73821605956647,14577.716817246554,1,0.1,0.5
164,0.02234258632362898,0.2454728370221328,0.491869918699187,0.0,0.019230769230769232,0.07692307692307693,46,146.73821605956647,10148.188174863895,1,0.1,0.5
179,0.0927555856465809,0.056841046277665994,0.23780487804878048,0.0625,0.019230769230769232,0.1346153846153846,60,146.73821605956647,7523.518125196035,1,0.1,0.5
112,0.13676371022342587,0.11971830985915492,0.11077235772357724,0.03125,0.057692307692307696,0.057692307692307696,40,146.73821605956647,11393.046767578693,1,0.1,0.5
20,0.08124576844955991,0.08827967806841046,0.1838160569105691,0.0,0.09615384615384616,0.3076923076923077,30,146.73821605956647,13627.811088770022,1,0.1,0.5
126,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.057692307692307696,0.057692307692307696,45,146.73821605956647,10350.664606983028,1,0.1,0.5
33,0.01828029790115098,0.15870221327967807,0.3165650406504065,0.1171875,0.23076923076923078,0.23076923076923078,63,146.73821605956647,7012.088828838636,1,0.1,0.5
58,0.5260663507109005,0.01006036217303823,0.23780487804878048,0.0,0.019230769230769232,0.038461538461538464,14,146.73821605956647,17619.43400267615,1,0.1,0.5
80,0.20785375761679079,0.056841046277665994,0.07901422764227642,0.0,0.038461538461538464,0.038461538461538464,16,146.73821605956647,17092.481138437885,1,0.1,0.5
192,0.002031144211238998,0.4969818913480885,1.0,0.5,0.46153846153846156,0.3076923076923077,405,146.73821605956647,66699.14904409517,1,0.1,0.5
152,0.008124576844955992,0.4969818913480885,1.0,0.25,0.15384615384615385,0.23076923076923078,370,146.73821605956647,49845.82416826482,1,0.1,0.5
169,0.010155721056194989,0.2454728370221328,0.491869918699187,0.5,0.3076923076923077,0.3076923076923077,212,146.73821605956647,4259.100443087828,1,0.1,0.5
108,0.5937711577522004,0.026156941649899398,0.015497967479674796,0.0,0.019230769230769232,0.019230769230769232,11,146.73821605956647,18424.86329903355,1,0.1,0.5
161,0.02234258632362898,0.11971830985915492,0.23780487804878048,0.0,0.019230769230769232,0.07692307692307693,24,146.73821605956647,15064.66968148482,1,0.1,0.5
8,0.0,1.0,2.016260162601626,0.25,0.3076923076923077,0.3076923076923077,636,146.73821605956647,239377.09322457545,1,0.1,0.5
127,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.019230769230769232,0.057692307692307696,56,146.73821605956647,8233.423853672566,1,0.1,0.5
9,0.0,2.006036217303823,2.016260162601626,0.5,0.6153846153846154,0.6153846153846154,1144,146.73821605956647,994531.0657080561,1,0.1,0.5
38,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.019230769230769232,0.04807692307692308,71,146.73821605956647,5736.277371885572,1,0.1,0.5
107,0.5937711577522004,0.056841046277665994,0.015497967479674796,0.0,0.019230769230769232,0.019230769230769232,11,146.73821605956647,18424.86329903355,1,0.1,0.5
110,0.5937711577522004,0.056841046277665994,0.11077235772357724,0.03125,0.019230769230769232,0.019230769230769232,22,146.73821605956647,15559.622545723087,1,0.1,0.5
184,0.055517941773865945,0.11971830985915492,0.17428861788617886,0.0625,0.11538461538461539,0.15384615384615385,33,146.73821605956647,12936.381792412623,1,0.1,0.5
198,0.004739336492890996,0.4969818913480885,2.016260162601626,0.375,0.23076923076923078,1.6923076923076923,915,141.740388221972,597930.4272071066,2,0.1,0.5
88,0.07921462423832092,0.11971830985915492,1.0,0.125,0.019230769230769232,0.19230769230769232,134,141.740388221972,59.91360982684304,2,0.1,0.5
166,0.010155721056194989,0.2454728370221328,0.23780487804878048,0.125,0.3076923076923077,0.3076923076923077,116,141.740388221972,662.5675858178355,2,0.1,0.5
50,0.4583615436696005,0.018108651911468814,0.23780487804878048,0.0,0.019230769230769232,0.009615384615384616,24,141.740388221972,13862.799018660686,2,0.1,0.5
181,0.14691943127962084,0.026156941649899398,0.015497967479674796,0.03125,0.019230769230769232,0.028846153846153848,6,141.740388221972,18425.452994651678,2,0.1,0.5
62,0.06905890318212593,0.026156941649899398,0.015497967479674796,0.0,0.15384615384615385,0.19230769230769232,36,141.740388221972,11181.029701333357,2,0.1,0.5
93,0.023019634394041977,0.2454728370221328,0.491869918699187,0.00390625,0.11538461538461539,0.11538461538461539,132,141.740388221972,94.87516271473109,2,0.1,0.5
65,0.035206499661475966,0.11971830985915492,0.491869918699187,0.5,0.019230769230769232,0.36538461538461536,259,141.740388221972,13749.81655433384,2,0.1,0.5
23,0.05890318212593094,0.18888329979879276,0.18064024390243902,0.0,0.11538461538461539,0.6153846153846154,76,141.740388221972,4321.7986435755965,2,0.1,0.5
176,0.0927555856465809,0.026156941649899398,0.11077235772357724,0.0078125,0.019230769230769232,0.04807692307692308,30,141.740388221972,12485.914359997021,2,0.1,0.5
92,0.07921462423832092,0.11971830985915492,0.11077235772357724,0.03125,0.019230769230769232,0.19230769230769232,22,141.740388221972,14337.760571548573,2,0.1,0.5
205,0.05077860528097495,0.056841046277665994,0.23780487804878048,0.125,0.038461538461538464,0.07692307692307693,46,141.740388221972,9166.221936893917,2,0.1,0.5
163,0.02234258632362898,0.2454728370221328,0.3648373983739837,0.0,0.019230769230769232,0.07692307692307693,42,141.740388221972,9948.145042669694,2,0.1,0.5
37,0.01828029790115098,0.056841046277665994,0.11077235772357724,0.03125,0.019230769230769232,0.04807692307692308,29,141.740388221972,12710.395136440966,2,0.1,0.5
2,0.004062288422477996,0.4969818913480885,1.0,0.125,0.15384615384615385,0.3076923076923077,220,141.740388221972,6124.566835647657,2,0.1,0.5
106,0.25524712254570076,0.2454728370221328,0.23780487804878048,0.0,0.019230769230769232,0.009615384615384616,32,141.740388221972,12042.952807109134,2,0.1,0.5
36,0.01828029790115098,0.02540241448692153,0.04725609756097561,0.03125,0.019230769230769232,0.038461538461538464,20,141.740388221972,14820.722124436461,2,0.1,0.5
3,0.004062288422477996,0.4969818913480885,1.0,0.125,0.15384615384615385,0.3076923076923077,172,141.740388221972,915.6441049569702,2,0.1,0.5
25,0.20108327691266079,0.026156941649899398,0.04725609756097561,0.015625,0.019230769230769232,0.028846153846153848,69,141.740388221972,5291.164078683205,2,0.1,0.5
41,0.01828029790115098,0.11971830985915492,0.491869918699187,0.03125,0.057692307692307696,0.04807692307692308,40,141.740388221972,10351.106595557581,2,0.1,0.5
72,0.1029113067027759,0.01006036217303823,0.04725609756097561,0.0,0.057692307692307696,0.23076923076923078,22,141.740388221972,14337.760571548573,2,0.1,0.5
67,0.055517941773865945,0.01006036217303823,0.04725609756097561,0.0,0.057692307692307696,0.09615384615384616,26,141.740388221972,13395.837465772798,2,0.1,0.5
164,0.02234258632362898,0.2454728370221328,0.491869918699187,0.0,0.019230769230769232,0.07692307692307693,46,141.740388221972,9166.221936893917,2,0.1,0.5
179,0.0927555856465809,0.056841046277665994,0.23780487804878048,0.0625,0.019230769230769232,0.1346153846153846,60,141.740388221972,6681.491066678701,2,0.1,0.5
112,0.13676371022342587,0.11971830985915492,0.11077235772357724,0.03125,0.057692307692307696,0.057692307692307696,40,141.740388221972,10351.106595557581,2,0.1,0.5
20,0.08124576844955991,0.08827967806841046,0.1838160569105691,0.0,0.09615384615384616,0.3076923076923077,30,141.740388221972,12485.914359997021,2,0.1,0.5
126,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.057692307692307696,0.057692307692307696,45,141.740388221972,9358.702713337861,2,0.1,0.5
33,0.01828029790115098,0.15870221327967807,0.3165650406504065,0.1171875,0.23076923076923078,0.23076923076923078,63,141.740388221972,6200.048737346869,2,0.1,0.5
58,0.5260663507109005,0.01006036217303823,0.23780487804878048,0.0,0.019230769230769232,0.038461538461538464,14,141.740388221972,16317.606783100126,2,0.1,0.5
80,0.20785375761679079,0.056841046277665994,0.07901422764227642,0.0,0.038461538461538464,0.038461538461538464,16,141.740388221972,15810.645230212238,2,0.1,0.5
192,0.002031144211238998,0.4969818913480885,1.0,0.5,0.46153846153846156,0.3076923076923077,405,141.740388221972,69305.62319351801,2,0.1,0.5
152,0.008124576844955992,0.4969818913480885,1.0,0.25,0.15384615384615385,0.23076923076923078,370,141.740388221972,52102.45036905605,2,0.1,0.5
169,0.010155721056194989,0.2454728370221328,0.491869918699187,0.5,0.3076923076923077,0.3076923076923077,212,141.740388221972,4936.413047199209,2,0.1,0.5
108,0.5937711577522004,0.026156941649899398,0.015497967479674796,0.0,0.019230769230769232,0.019230769230769232,11,141.740388221972,17093.04911243196,2,0.1,0.5
161,0.02234258632362898,0.11971830985915492,0.23780487804878048,0.0,0.019230769230769232,0.07692307692307693,24,141.740388221972,13862.799018660686,2,0.1,0.5
8,0.0,1.0,2.016260162601626,0.25,0.3076923076923077,0.3076923076923077,636,141.740388221972,244292.56383496695,2,0.1,0.5
127,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.019230769230769232,0.057692307692307696,56,141.740388221972,7351.414172454477,2,0.1,0.5
9,0.0,2.006036217303823,2.016260162601626,0.5,0.6153846153846154,0.6153846153846154,1144,141.740388221972,1004524.3294014434,2,0.1,0.5
38,0.01828029790115098,0.11971830985915492,0.23780487804878048,0.03125,0.019230769230769232,0.04807692307692308,71,141.740388221972,5004.202525795316,2,0.1,0.5
107,0.5937711577522004,0.056841046277665994,0.015497967479674796,0.0,0.019230769230769232,0.019230769230769232,11,141.740388221972,17093.04911243196,2,0.1,0.5
110,0.5937711577522004,0.056841046277665994,0.11077235772357724,0.03125,0.019230769230769232,0.019230769230769232,22,141.740388221972,14337.760571548573,2,0.1,0.5
184,0.055517941773865945,0.11971830985915492,0.17428861788617886,0.0625,0.11538461538461539,0.15384615384615385,33,141.740388221972,11824.472030665189,2,0.1,0.5
