,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
345,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,republican
225,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
347,1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
430,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican
410,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
403,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,-1,republican
53,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican
123,1,0,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,-1,1,republican
67,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican
140,-1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,republican
231,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican
11,-1,1,-1,1,1,1,-1,-1,-1,-1,1,0,1,1,0,0,republican
141,-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,0,1,republican
156,1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,republican
132,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican
37,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,republican
379,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
155,1,1,-1,1,1,1,-1,0,-1,-1,1,1,1,1,-1,-1,republican
224,-1,1,-1,1,1,1,-1,-1,-1,1,-1,0,1,1,-1,-1,republican
340,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,1,republican
399,-1,1,-1,1,0,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
400,-1,1,-1,1,1,1,-1,0,-1,-1,0,0,0,1,-1,0,republican
190,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
150,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
359,-1,-1,-1,1,1,1,-1,-1,-1,1,0,1,1,1,-1,1,republican
55,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,republican
273,-1,-1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,0,1,republican
166,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,republican
433,-1,-1,-1,1,1,1,0,0,0,0,-1,1,1,1,-1,1,republican
163,-1,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
308,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
36,1,0,-1,1,1,1,-1,-1,-1,1,-1,1,0,1,-1,1,republican
33,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
300,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,republican
35,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
228,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,0,-1,1,republican
330,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
82,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
49,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
303,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
393,0,0,0,0,-1,1,-1,1,1,-1,-1,1,1,-1,-1,0,republican
8,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
135,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
416,1,1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,republican
402,0,-1,1,1,-1,1,1,1,1,1,-1,1,-1,1,-1,1,republican
106,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
204,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
117,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1,1,republican
