,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,Class
2,7,4,10,6,90.6,43.7,686.9,6.7,14.6,33.0,1.3,0.0,0.0
4,8,6,3,7,89.3,51.3,102.2,9.6,11.4,99.0,1.8,0.0,0.0
10,7,5,9,6,92.5,88.0,698.6,7.1,17.8,51.0,7.2,0.0,0.0
12,6,5,8,5,63.5,70.8,665.3,0.8,17.0,72.0,6.7,0.0,0.0
16,5,5,3,6,91.7,35.8,80.8,7.8,15.1,27.0,5.4,0.0,0.0
18,6,4,3,3,89.2,27.9,70.8,6.3,15.9,35.0,4.0,0.0,0.0
19,6,4,4,6,86.3,27.4,97.1,5.1,9.3,44.0,4.5,0.0,0.0
22,7,4,6,7,94.3,96.3,200.0,56.1,21.0,44.0,4.5,0.0,0.0
24,7,4,8,6,93.5,139.4,594.2,20.3,23.7,32.0,5.8,0.0,0.0
25,7,4,8,7,91.4,142.4,601.4,10.6,16.3,60.0,5.4,0.0,0.0
26,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,0.0
28,6,3,9,6,93.4,145.4,721.4,8.1,30.2,24.0,2.7,0.0,0.0
29,6,3,9,7,93.5,149.3,728.6,8.1,22.8,39.0,3.6,0.0,0.0
31,6,3,9,1,88.6,91.8,709.9,7.1,11.2,78.0,7.6,0.0,0.0
32,6,3,9,5,88.6,69.7,706.8,5.8,20.6,37.0,1.8,0.0,0.0
33,6,3,9,7,91.7,75.6,718.3,7.8,17.7,39.0,3.6,0.0,0.0
35,6,3,9,2,90.3,80.7,730.2,6.3,18.2,62.0,4.5,0.0,0.0
38,7,3,10,6,90.6,43.7,686.9,6.7,17.8,27.0,4.0,0.0,0.0
39,4,4,3,2,88.1,25.7,67.6,3.8,14.1,43.0,2.7,0.0,0.0
40,4,4,7,2,79.5,60.6,366.7,1.5,23.3,37.0,3.1,0.0,0.0
44,4,4,9,3,90.1,82.9,735.7,6.2,12.9,74.0,4.9,0.0,0.0
45,5,6,9,3,94.3,85.1,692.3,15.9,25.9,24.0,4.0,0.0,0.0
49,4,4,3,1,87.6,52.2,103.8,5.0,11.0,46.0,5.8,0.0,0.0
50,4,4,9,4,92.9,137.0,706.4,9.2,20.8,17.0,1.3,0.0,0.0
51,4,3,8,7,90.2,99.6,631.2,6.3,21.5,34.0,2.2,0.0,0.0
54,4,3,8,4,91.7,114.3,661.3,6.3,17.6,45.0,3.6,0.0,0.0
58,2,2,2,1,84.0,9.3,34.0,2.1,13.9,40.0,5.4,0.0,0.0
61,2,2,3,7,89.3,51.3,102.2,9.6,5.5,59.0,6.3,0.0,0.0
63,2,2,8,7,90.2,99.6,631.2,6.3,20.8,33.0,2.7,0.0,0.0
67,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,5.4,0.0,0.0
68,2,2,9,5,92.4,117.9,668.0,12.2,19.6,33.0,6.3,0.0,0.0
69,4,5,3,5,91.7,33.3,77.5,9.0,17.2,26.0,4.5,0.0,0.0
70,4,5,3,5,91.2,48.3,97.8,12.5,15.8,27.0,7.6,0.0,0.0
72,5,4,3,5,91.7,33.3,77.5,9.0,15.6,25.0,6.3,0.0,0.0
74,5,4,9,5,93.3,141.2,713.9,13.9,27.6,30.0,1.3,0.0,0.0
76,9,9,2,5,86.6,13.2,43.0,5.3,15.7,43.0,3.1,0.0,0.0
77,1,3,3,1,87.6,52.2,103.8,5.0,8.3,72.0,3.1,0.0,0.0
78,1,2,8,5,90.1,108.0,529.8,12.5,14.7,66.0,2.7,0.0,0.0
82,1,2,8,2,94.8,108.3,647.1,17.0,18.6,51.0,4.5,0.0,0.0
85,1,2,9,4,92.9,137.0,706.4,9.2,21.5,15.0,0.9,0.0,0.0
86,1,2,9,4,92.9,137.0,706.4,9.2,25.4,27.0,2.2,0.0,0.0
87,1,2,9,4,92.9,137.0,706.4,9.2,22.4,34.0,2.2,0.0,0.0
89,6,5,3,6,91.7,35.8,80.8,7.8,17.4,25.0,4.9,0.0,0.0
92,8,6,8,7,92.3,85.3,488.0,14.7,20.8,32.0,6.3,0.0,0.0
93,8,6,8,7,91.4,142.4,601.4,10.6,18.2,43.0,4.9,0.0,0.0
95,4,4,9,7,89.7,90.0,704.4,4.8,17.8,64.0,1.3,0.0,0.0
96,3,4,2,6,83.9,8.0,30.2,2.6,12.7,48.0,1.8,0.0,0.0
98,3,4,8,7,91.4,142.4,601.4,10.6,11.6,87.0,4.5,0.0,0.0
100,3,4,8,7,91.4,142.4,601.4,10.6,19.8,39.0,5.4,0.0,0.0
104,2,4,1,6,82.1,3.7,9.3,2.9,5.3,78.0,3.1,0.0,0.0
106,4,5,3,4,91.4,30.7,74.3,7.5,18.2,29.0,3.1,0.0,0.0
107,4,5,8,7,90.2,99.6,631.2,6.3,21.4,33.0,3.1,0.0,0.0
108,4,5,9,6,92.5,88.0,698.6,7.1,20.3,45.0,3.1,0.0,0.0
109,4,5,9,1,88.6,91.8,709.9,7.1,17.4,56.0,5.4,0.0,0.0
113,3,4,9,1,91.8,78.5,724.3,9.2,18.9,35.0,2.7,0.0,0.0
116,3,4,3,6,91.7,35.8,80.8,7.8,11.6,30.0,6.3,0.0,0.0
118,3,4,3,1,90.1,39.7,86.6,6.2,10.6,30.0,4.0,0.0,0.0
119,3,4,8,4,93.0,75.3,466.6,7.7,19.6,36.0,3.1,0.0,0.0
123,3,4,9,2,84.4,73.4,671.9,3.2,17.9,45.0,3.1,0.0,0.0
126,3,5,3,1,87.6,52.2,103.8,5.0,9.0,49.0,2.2,0.0,0.0
136,3,6,9,7,92.4,124.1,680.7,8.5,17.2,58.0,1.3,0.0,0.0
140,2,5,9,1,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,0.3852624007906449
143,1,2,7,6,90.0,51.3,296.3,8.7,16.6,53.0,5.4,0.0,0.5364933705145685
146,5,4,3,1,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,0.6678293725756554
149,8,6,9,4,93.7,80.9,685.2,17.9,23.7,25.0,4.5,0.0,0.7514160886839212
151,9,9,7,7,90.1,68.6,355.2,7.2,24.8,29.0,2.2,0.0,0.8586616190375187
154,1,5,9,6,93.4,145.4,721.4,8.1,29.6,27.0,2.7,0.0,0.9001613499442714
157,2,2,8,3,92.1,111.2,654.1,9.6,18.4,45.0,3.6,0.0,0.9669838461896731
159,7,4,9,5,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,0.9895411936137477
165,6,5,3,4,84.9,18.2,55.0,3.0,5.3,70.0,4.5,0.0,1.144222799920162
167,6,5,8,3,96.0,127.1,570.5,16.5,23.4,33.0,4.5,0.0,1.2556160374777743
168,6,5,3,5,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0.0,1.2612978709452054
170,5,4,9,3,92.9,133.3,699.6,9.2,21.9,35.0,1.8,0.0,1.2725655957915476
172,7,4,8,7,91.4,142.4,601.4,10.6,20.1,39.0,5.4,0.0,1.3190856114264407
174,1,4,8,6,90.2,96.9,624.2,8.9,14.2,53.0,1.8,0.0,1.5040773967762742
175,1,4,8,6,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.7101878155342434
176,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.724550719534605
178,2,5,9,3,90.1,82.9,735.7,6.2,18.3,45.0,2.2,0.0,1.7715567619105355
179,8,6,8,2,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.8293763327993617
181,8,6,10,1,84.9,32.8,664.2,3.0,19.1,32.0,4.0,0.0,1.8625285401162623
182,5,4,2,7,86.8,15.6,48.3,3.9,12.4,53.0,2.2,0.0,1.998773638612381
186,8,6,3,7,89.3,51.3,102.2,9.6,11.5,39.0,5.8,0.0,2.1029138978649784
190,6,5,3,5,91.2,48.3,97.8,12.5,11.7,33.0,4.0,0.0,2.231089091288976
195,2,5,8,5,93.9,135.7,586.7,15.1,23.5,36.0,5.4,0.0,2.3997118037247684
196,6,5,4,4,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,2.4790562361098245
202,7,4,2,7,83.9,8.7,32.1,2.1,8.8,68.0,2.2,0.0,2.642622395779755
204,5,6,3,6,90.6,50.1,100.4,7.8,15.1,64.0,4.0,0.0,2.7073833121145063
205,4,5,9,4,92.9,137.0,706.4,9.2,22.1,34.0,1.8,0.0,2.745345985845907
206,2,2,8,6,93.5,139.4,594.2,20.3,22.9,31.0,7.2,0.0,2.800325477211381
207,7,5,9,2,91.0,129.5,692.6,7.0,20.7,37.0,2.2,0.0,2.9014215940827497
