,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,month,1.1432903140059498,"{7: 1, 8: 2, 9: 3, 3: 4, 4: 5, 2: 6, 6: 7, 10: 8, 11: 9, 12: 10}",1.708149675985458,0,False,False
1,1,1,0,{'month': 7},True,day,1.2031841988019083,"{7: 11, 5: 12, 1: 13, 6: 14}",0.4448334572105272,1,False,False
2,2,2,0,{'month': 8},True,day,1.0774437421014995,"{6: 15, 7: 16, 1: 17, 5: 18, 2: 19, 4: 20, 3: 21}",1.2694597341192513,1,False,False
3,3,3,0,{'month': 9},True,day,1.2779718711421215,"{1: 22, 7: 23, 5: 24, 2: 25, 4: 26, 6: 27, 3: 28}",1.9923625390620403,1,False,False
4,4,4,0,{'month': 3},True,day,0.9035855347292752,"{5: 29, 2: 30, 7: 31, 6: 32, 1: 33, 4: 34, 3: 35}",1.3094597682254088,1,True,True
5,5,5,0,{'month': 4},True,FFMC,1.463444920902552,"{'aboveMean': 36, 'belowMean': 37}",0.4956791973745539,1,False,False
6,6,6,0,{'month': 2},True,day,0.9568626018660584,"{5: 38, 6: 39, 4: 40, 7: 41, 3: 42, 1: 43}",0.6020723183475188,1,False,False
7,7,7,0,{'month': 6},True,day,0.7112421344163563,"{5: 44, 4: 45, 7: 46, 1: 47}",0.0682779589351737,1,False,False
8,8,8,0,{'month': 10},True,Y,0.9636540499789704,"{'belowMean': 48, 'aboveMean': 49}",0.3525585632695766,1,False,False
9,9,9,0,{'month': 11},True,,0.0,{},0.0,1,False,True
10,10,10,0,{'month': 12},True,RH,2.7090108451788426,"{'aboveMean': 50, 'belowMean': 51}",0.0600237073455292,1,False,False
11,11,11,1,"{'month': 7, 'day': 7}",True,X,1.5340663328576,"{'aboveMean': 52, 'belowMean': 53}",0.1703980870976146,2,False,False
12,12,12,1,"{'month': 7, 'day': 5}",True,,1.2919836816486494,{},0.0,2,False,True
13,13,13,1,"{'month': 7, 'day': 1}",True,,0.0,{},0.0,2,False,True
14,14,14,1,"{'month': 7, 'day': 6}",True,FFMC,1.0986122886681098,"{'belowMean': 54, 'aboveMean': 55}",0.0,2,False,False
15,15,15,2,"{'month': 8, 'day': 6}",True,DC,1.6348419540591983,"{'aboveMean': 56, 'belowMean': 57}",0.7854042564268641,2,False,False
16,16,16,2,"{'month': 8, 'day': 7}",True,FFMC,1.3548531035296556,"{'aboveMean': 58, 'belowMean': 59}",1.448190158854248,2,False,False
17,17,17,2,"{'month': 8, 'day': 1}",True,RH,0.3658370004796406,"{'belowMean': 60, 'aboveMean': 61}",0.1827386986740498,2,False,False
18,18,18,2,"{'month': 8, 'day': 5}",True,RH,1.2999264956126109,"{'aboveMean': 62, 'belowMean': 63}",0.2634978930197028,2,False,False
19,19,19,2,"{'month': 8, 'day': 2}",True,RH,1.192092433647222,"{'belowMean': 64, 'aboveMean': 65}",0.246543880801302,2,False,False
20,20,20,2,"{'month': 8, 'day': 4}",True,ISI,0.5139860857886638,"{'aboveMean': 66, 'belowMean': 67}",0.3694408157217946,2,False,False
21,21,21,2,"{'month': 8, 'day': 3}",True,X,0.8678580259292824,"{'aboveMean': 68, 'belowMean': 69}",0.3611380594795131,2,False,False
22,22,22,3,"{'month': 9, 'day': 1}",True,wind,0.4972691434764216,"{'belowMean': 70, 'aboveMean': 71}",0.8344288817764453,2,False,False
