,handicapped-infants,water-project-cost-sharing,adoption-of-the-budget-resolution,physician-fee-freeze,el-salvador-aid,religious-groups-in-schools,anti-satellite-test-ban,aid-to-nicaraguan-contras,mx-missile,immigration,synfuels-corporation-cutback,education-spending,superfund-right-to-sue,crime,duty-free-exports,export-administration-act-south-africa,Class
300,-1,-1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,republican
256,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,republican
57,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
132,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,0,republican
377,-1,1,-1,1,1,1,0,0,-1,-1,0,0,1,0,0,0,republican
257,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,0,1,republican
345,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,republican
225,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
364,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,republican
392,1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
324,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,republican
356,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
278,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
134,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
420,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,republican
82,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
253,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
190,-1,0,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
122,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,republican
121,-1,0,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
405,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
120,-1,0,0,1,1,1,-1,-1,-1,1,-1,1,1,1,0,1,republican
214,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
432,-1,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,republican
233,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,1,republican
35,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
87,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,republican
223,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
176,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,republican
430,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,republican
1,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,0,republican
33,-1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,republican
335,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,-1,0,republican
305,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,republican
23,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
418,1,1,1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,democrat
372,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,0,1,-1,-1,democrat
259,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
114,1,0,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
184,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
417,1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,1,democrat
91,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,democrat
220,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
268,1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
60,1,1,1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,0,democrat
291,1,-1,1,-1,-1,1,1,1,1,1,-1,0,-1,1,-1,1,democrat
63,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
162,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,democrat
419,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,democrat
25,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
118,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,democrat
102,1,-1,1,-1,1,1,1,-1,0,-1,1,-1,1,1,1,0,democrat
172,-1,1,1,-1,-1,-1,1,1,1,1,-1,-1,0,-1,1,1,democrat
72,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,1,0,democrat
168,-1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,0,democrat
244,1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,democrat
297,1,1,1,-1,-1,1,1,1,1,1,-1,-1,0,-1,1,0,democrat
293,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,1,democrat
201,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
429,1,-1,1,-1,0,-1,1,1,1,1,-1,1,-1,0,1,1,democrat
64,1,1,1,-1,-1,-1,1,1,1,-1,1,0,-1,-1,-1,1,democrat
153,-1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,democrat
173,-1,-1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,-1,1,democrat
375,-1,1,-1,1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,-1,democrat
312,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,democrat
94,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,democrat
338,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,democrat
252,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
115,-1,0,1,-1,0,0,1,1,1,1,0,0,-1,-1,1,1,democrat
301,-1,-1,0,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,democrat
318,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,0,democrat
209,1,1,1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,democrat
48,1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,democrat
384,1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,democrat
16,1,-1,1,-1,-1,1,-1,1,0,1,1,1,0,-1,-1,1,democrat
311,-1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,democrat
326,1,1,-1,1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,1,democrat
299,-1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,1,1,democrat
131,-1,-1,1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,-1,1,democrat
192,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1,-1,1,1,1,democrat
425,-1,-1,1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,1,0,democrat
260,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,1,democrat
4,1,1,1,-1,1,1,-1,-1,-1,-1,1,0,1,1,1,1,democrat
45,1,1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,0,democrat
249,1,-1,1,-1,-1,-1,1,1,0,-1,1,-1,-1,-1,1,1,democrat
328,1,1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,democrat
170,1,-1,1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,1,0,democrat
