,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,Uniformity_of_cell_size,2,"{'belowMean': 1, 'aboveMean': 2}",0.6038199856156035,0,False,False
1,1,1,0,{'Uniformity_of_cell_size': 'belowMean'},True,Bare_nuclei,2,"{'belowMean': 3, 'aboveMean': 4}",0.447200241177862,1,True,True
2,2,2,0,{'Uniformity_of_cell_size': 'aboveMean'},True,Mitoses,4,"{'belowMean': 5, 'aboveMean': 6}",0.0668430523016566,1,False,False
3,3,3,1,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'belowMean'}",True,Single_epithelial_cell_size,2,"{'belowMean': 7, 'aboveMean': 8}",0.3326004838789735,2,False,False
4,4,4,1,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'aboveMean'}",True,Mitoses,4,"{'belowMean': 9, 'aboveMean': 10}",0.2655955369030385,2,True,True
5,5,5,2,"{'Uniformity_of_cell_size': 'aboveMean', 'Mitoses': 'belowMean'}",True,Bland_chromatin,4,"{'aboveMean': 11, 'belowMean': 12}",0.0846976263811931,2,False,False
6,6,6,2,"{'Uniformity_of_cell_size': 'aboveMean', 'Mitoses': 'aboveMean'}",True,,4,{},0.0,2,False,True
7,7,7,3,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'belowMean', 'Single_epithelial_cell_size': 'belowMean'}",True,,2,{},0.0,3,False,True
8,8,8,3,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'belowMean', 'Single_epithelial_cell_size': 'aboveMean'}",True,Normal_nucleoli,2,"{'belowMean': 13, 'aboveMean': 14}",0.999991256383202,3,False,False
9,9,9,4,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Mitoses': 'belowMean'}",True,Uniformity_of_cell_shape,2,"{'belowMean': 15, 'aboveMean': 16}",0.2616972181667464,3,False,False
10,10,10,4,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Mitoses': 'aboveMean'}",True,,4,{},0.0,3,False,True
11,11,11,5,"{'Uniformity_of_cell_size': 'aboveMean', 'Mitoses': 'belowMean', 'Bland_chromatin': 'aboveMean'}",True,Clump_thickness,4,"{'belowMean': 17, 'aboveMean': 18}",0.0950329991009766,3,False,False
12,12,12,5,"{'Uniformity_of_cell_size': 'aboveMean', 'Mitoses': 'belowMean', 'Bland_chromatin': 'belowMean'}",True,Bare_nuclei,4,"{'aboveMean': 19, 'belowMean': 20}",0.4325337562042848,3,False,False
13,13,13,8,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'belowMean', 'Single_epithelial_cell_size': 'aboveMean', 'Normal_nucleoli': 'belowMean'}",True,,2,{},0.0,4,False,True
14,14,14,8,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'belowMean', 'Single_epithelial_cell_size': 'aboveMean', 'Normal_nucleoli': 'aboveMean'}",True,,4,{},0.0,4,False,True
15,15,15,9,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Mitoses': 'belowMean', 'Uniformity_of_cell_shape': 'belowMean'}",True,Bland_chromatin,2,"{'belowMean': 21, 'aboveMean': 22}",0.0909198781515807,4,False,False
16,16,16,9,"{'Uniformity_of_cell_size': 'belowMean', 'Bare_nuclei': 'aboveMean', 'Mitoses': 'belowMean', 'Uniformity_of_cell_shape': 'aboveMean'}",True,Single_epithelial_cell_size,4,"{'aboveMean': 23, 'belowMean': 24}",0.3448621035939505,4,False,False
