,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
