,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,Shell_weight,9.985637342908438,"{'belowMean': 1, 'aboveMean': 2}",8.045008048575866,0,False,False
1,1,1,0,{'Shell_weight': 'belowMean'},True,Sex,8.350176263219742,"{'M': 3, 'I': 4, 'F': 5}",5.069105712430125,1,True,True
2,2,2,0,{'Shell_weight': 'aboveMean'},True,Shucked_weight,11.682926829268292,"{'aboveMean': 6, 'belowMean': 7}",9.73371359373352,1,False,False
3,3,3,1,"{'Shell_weight': 'belowMean', 'Sex': 'M'}",True,Height,9.091324200913242,"{'belowMean': 8, 'aboveMean': 9}",5.573265165486941,2,True,True
4,4,4,1,"{'Shell_weight': 'belowMean', 'Sex': 'I'}",True,Height,7.36322869955157,"{'belowMean': 10, 'aboveMean': 11}",4.067482389668298,2,False,False
5,5,5,1,"{'Shell_weight': 'belowMean', 'Sex': 'F'}",True,Shucked_weight,9.844086021505376,"{'belowMean': 12, 'aboveMean': 13}",5.1663254755996695,2,False,False
6,6,6,2,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean'}",True,Length,11.495750708215295,"{'aboveMean': 14, 'belowMean': 15}",9.028526830777244,2,False,False
7,7,7,2,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean'}",True,Sex,12.842105263157896,"{'M': 16, 'F': 17, 'I': 18}",12.893666869828804,2,False,False
8,8,8,3,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean'}",True,Viscera_weight,8.96132596685083,"{'belowMean': 19, 'aboveMean': 20}",5.724909703484803,3,False,False
9,9,9,3,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'aboveMean'}",True,Shucked_weight,9.710526315789474,"{'belowMean': 21, 'aboveMean': 22}",3.573407202216066,3,True,True
10,10,10,4,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'belowMean'}",True,Diameter,7.14043583535109,"{'belowMean': 23, 'aboveMean': 24}",3.649430099378346,3,False,False
11,11,11,4,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'aboveMean'}",True,Shucked_weight,10.151515151515152,"{'belowMean': 25, 'aboveMean': 26}",6.6398484848484856,3,False,False
12,12,12,5,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'belowMean'}",True,Height,9.9875,"{'aboveMean': 27, 'belowMean': 28}",5.682692307692308,3,False,False
13,13,13,5,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'aboveMean'}",True,Height,8.961538461538462,"{'belowMean': 29, 'aboveMean': 30}",0.7678571428571429,3,False,False
14,14,14,6,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'aboveMean'}",True,Height,11.533045977011492,"{'aboveMean': 31, 'belowMean': 32}",9.070086850322994,3,False,False
15,15,15,6,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'belowMean'}",True,Sex,8.9,"{'F': 33, 'M': 34, 'I': 35}",3.0,3,False,False
16,16,16,7,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'M'}",True,Whole_weight,12.946428571428571,"{'aboveMean': 36, 'belowMean': 37}",10.564860426929394,3,False,False
17,17,17,7,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'F'}",True,Diameter,13.439024390243905,"{'aboveMean': 38, 'belowMean': 39}",14.350979305247598,3,False,False
18,18,18,7,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'I'}",True,Diameter,11.058823529411764,"{'belowMean': 40, 'aboveMean': 41}",5.510180995475114,3,False,False
19,19,19,8,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'belowMean'}",True,Whole_weight,8.901162790697674,"{'belowMean': 42, 'aboveMean': 43}",5.653610771113831,4,False,False
20,20,20,8,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'aboveMean'}",True,Diameter,10.11111111111111,"{'belowMean': 44, 'aboveMean': 45}",2.7407407407407405,4,False,False
21,21,21,9,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'aboveMean', 'Shucked_weight': 'belowMean'}",True,Diameter,10.68421052631579,"{'belowMean': 46, 'aboveMean': 47}",5.913157894736842,4,False,False
22,22,22,9,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'aboveMean', 'Shucked_weight': 'aboveMean'}",True,Diameter,8.736842105263158,"{'aboveMean': 48, 'belowMean': 49}",0.8622291021671827,4,True,True
23,23,23,10,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'belowMean', 'Diameter': 'belowMean'}",True,Length,7.043256997455471,"{'belowMean': 50, 'aboveMean': 51}",3.722481081259707,4,False,False
24,24,24,10,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'belowMean', 'Diameter': 'aboveMean'}",True,Length,9.05,"{'belowMean': 52, 'aboveMean': 53}",1.0568627450980392,4,False,False
25,25,25,11,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'aboveMean', 'Shucked_weight': 'belowMean'}",True,Whole_weight,10.48,"{'belowMean': 54, 'aboveMean': 55}",6.133333333333334,4,False,False
26,26,26,11,"{'Shell_weight': 'belowMean', 'Sex': 'I', 'Height': 'aboveMean', 'Shucked_weight': 'aboveMean'}",True,Whole_weight,9.125,"{'aboveMean': 56, 'belowMean': 57}",0.6785714285714286,4,False,False
27,27,27,12,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'belowMean', 'Height': 'aboveMean'}",True,Length,10.9,"{'aboveMean': 58, 'belowMean': 59}",4.977651515151516,4,False,False
28,28,28,12,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'belowMean', 'Height': 'belowMean'}",True,Whole_weight,9.776923076923078,"{'belowMean': 60, 'aboveMean': 61}",5.631536442560065,4,False,False
29,29,29,13,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'aboveMean', 'Height': 'belowMean'}",True,Viscera_weight,8.75,"{'aboveMean': 62, 'belowMean': 63}",0.5428571428571428,4,False,False
30,30,30,13,"{'Shell_weight': 'belowMean', 'Sex': 'F', 'Shucked_weight': 'aboveMean', 'Height': 'aboveMean'}",True,Viscera_weight,9.142857142857142,"{'belowMean': 64, 'aboveMean': 65}",0.8253968253968254,4,False,False
31,31,31,14,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'aboveMean', 'Height': 'aboveMean'}",True,Diameter,11.585516178736516,"{'aboveMean': 66, 'belowMean': 67}",9.317959995611252,4,False,False
32,32,32,14,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'aboveMean', 'Height': 'belowMean'}",True,Sex,10.808510638297872,"{'F': 68, 'M': 69, 'I': 70}",5.02095282146161,4,False,False
33,33,33,15,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'belowMean', 'Sex': 'F'}",True,Diameter,9.666666666666666,{'aboveMean': 71},9.555555555555555,4,False,False
34,34,34,15,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'belowMean', 'Sex': 'M'}",True,Diameter,8.333333333333334,"{'belowMean': 72, 'aboveMean': 73}",0.1999999999999999,4,False,False
35,35,35,15,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'aboveMean', 'Length': 'belowMean', 'Sex': 'I'}",True,,10.0,{},0.0,4,False,True
36,36,36,16,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'M', 'Whole_weight': 'aboveMean'}",True,Length,14.03448275862069,"{'aboveMean': 74, 'belowMean': 75}",10.378033205619412,4,False,False
37,37,37,16,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'M', 'Whole_weight': 'belowMean'}",True,Diameter,11.77777777777778,"{'aboveMean': 76, 'belowMean': 77}",10.264550264550266,4,False,False
38,38,38,17,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'F', 'Diameter': 'aboveMean'}",True,Whole_weight,12.787878787878787,"{'aboveMean': 78, 'belowMean': 79}",11.089466089466088,4,False,False
39,39,39,17,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'F', 'Diameter': 'belowMean'}",True,Height,16.125,"{'aboveMean': 80, 'belowMean': 81}",21.15,4,False,False
40,40,40,18,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'I', 'Diameter': 'belowMean'}",True,Whole_weight,14.25,"{'belowMean': 82, 'aboveMean': 83}",3.5,4,False,False
41,41,41,18,"{'Shell_weight': 'aboveMean', 'Shucked_weight': 'belowMean', 'Sex': 'I', 'Diameter': 'aboveMean'}",True,Height,10.076923076923077,"{'belowMean': 84, 'aboveMean': 85}",2.769230769230769,4,False,False
42,42,42,19,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'belowMean', 'Whole_weight': 'belowMean'}",True,Diameter,8.87719298245614,"{'belowMean': 86, 'aboveMean': 87}",5.672932330827067,5,False,False
43,43,43,19,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'belowMean', 'Whole_weight': 'aboveMean'}",True,,13.0,{},0.0,5,False,True
44,44,44,20,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'aboveMean', 'Diameter': 'belowMean'}",True,Length,12.333333333333334,{'belowMean': 88},6.888888888888888,5,False,False
45,45,45,20,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'belowMean', 'Viscera_weight': 'aboveMean', 'Diameter': 'aboveMean'}",True,Length,9.0,"{'belowMean': 89, 'aboveMean': 90}",0.4666666666666666,5,False,False
46,46,46,21,"{'Shell_weight': 'belowMean', 'Sex': 'M', 'Height': 'aboveMean', 'Shucked_weight': 'belowMean', 'Diameter': 'belowMean'}",True,Viscera_weight,10.4,"{'belowMean': 91, 'aboveMean': 92}",6.053846153846154,5,False,False
