,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
3641,I,0.465,0.37,0.115,0.4075,0.1515,0.0935,0.1455,9
1999,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
1956,M,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
3777,M,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
3199,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9
3285,F,0.665,0.57,0.185,1.522,0.6965,0.3025,0.405,13
2441,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,10
54,M,0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7
2419,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
460,M,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,11
1183,M,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
3086,I,0.355,0.27,0.075,0.204,0.3045,0.046,0.0595,7
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7
2033,M,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
1217,I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
307,M,0.645,0.515,0.24,1.5415,0.471,0.369,0.535,13
3667,F,0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
2141,I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7
2315,M,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
212,F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,12
2170,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
1536,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5
2392,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,10
1097,I,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,8
1232,I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7
1177,F,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
3907,I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
769,F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4
3601,I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8
3467,M,0.66,0.525,0.18,1.478,0.5815,0.381,0.372,10
