,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
279,F,0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,11
3966,I,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
2189,F,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
2231,F,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
1914,M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
2832,F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9
349,M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,14
2160,M,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
2608,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8
1257,I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8
1854,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8
3441,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
1900,M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
2125,M,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
2649,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
2202,M,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
3792,F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
2781,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10
1481,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
2052,M,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
616,F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12
2659,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
343,F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,12
3414,F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7
1025,M,0.645,0.52,0.175,1.636,0.779,0.342,0.432,11
1969,F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
3802,I,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
2866,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,5
1174,F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,11
1702,F,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
310,F,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
1367,M,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
2209,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
3453,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8
1899,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
955,M,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,8
4024,I,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
3146,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14
921,I,0.42,0.32,0.115,0.376,0.169,0.092,0.1,5
373,F,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,14
3496,M,0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
2553,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7
1043,M,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
668,M,0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
2599,M,0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8
1885,I,0.555,0.45,0.175,0.738,0.304,0.1755,0.22,9
479,M,0.66,0.545,0.185,1.32,0.5305,0.2635,0.455,16
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
1213,I,0.25,0.19,0.065,0.0835,0.039,0.015,0.025,5
3631,I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,5
3108,I,0.375,0.285,0.08,0.226,0.0975,0.04,0.0725,7
3872,F,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
2246,F,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
1844,I,0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7
3561,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
2259,F,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
507,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
3444,F,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
2982,F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,9
1089,I,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
444,F,0.41,0.325,0.105,0.3635,0.159,0.077,0.12,10
728,M,0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
252,F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12
2135,M,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
3184,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13
2207,M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
702,F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9
1463,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
572,F,0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20
1572,I,0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9
3222,M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
1515,M,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
792,M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
372,F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,19
3576,F,0.6,0.475,0.155,1.059,0.441,0.19,0.39,11
1116,I,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,8
2113,I,0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
3249,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
1621,M,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
3174,M,0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
1365,M,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
1310,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
3585,M,0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
4005,F,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
3022,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,8
4027,I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
832,I,0.44,0.365,0.115,0.501,0.2435,0.084,0.1465,9
454,F,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14
815,I,0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
3039,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,10
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
3898,F,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
170,M,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,14
224,I,0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,10
3262,F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,14
257,M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
3592,M,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11
1214,I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
2168,M,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
1716,F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
1303,F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
1483,M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
3901,F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
3844,M,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
1478,M,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
2777,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9
745,F,0.53,0.42,0.13,1.001,0.34,0.226,0.265,17
1193,M,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
2507,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7
94,M,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,15
3774,I,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
491,M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,13
3685,M,0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
4050,M,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
563,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
3771,I,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
1894,M,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
944,F,0.465,0.35,0.125,0.482,0.23,0.106,0.1095,6
1109,M,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
3881,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
2014,I,0.47,0.375,0.105,0.441,0.167,0.0865,0.145,10
816,I,0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
2179,F,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
1601,I,0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9
2810,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10
3147,F,0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345,13
2617,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
437,I,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14
586,I,0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
1115,M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
3653,I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9
754,M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20
3878,M,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
2986,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13
2699,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11
2043,I,0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
3619,F,0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,12
3897,F,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
1646,I,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9
3322,F,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,15
989,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
4008,M,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
625,F,0.525,0.405,0.16,0.658,0.2655,0.1125,0.225,12
