,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
14,350.0,64.0,64.0,0.0,1.0,4.0,10
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
44,133.0,1000.0,12000.0,9.0,3.0,12.0,72
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
53,200.0,1000.0,8000.0,0.0,1.0,2.0,36
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
58,800.0,256.0,8000.0,0.0,1.0,4.0,14
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
97,26.0,8000.0,32000.0,0.0,8.0,24.0,277
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
143,75.0,4000.0,16000.0,16.0,1.0,6.0,66
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
