,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
89,140.0,2000.0,8000.0,32.0,1.0,54.0,66
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
46,810.0,512.0,512.0,8.0,1.0,1.0,18
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
129,50.0,2000.0,16000.0,24.0,1.0,6.0,80
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
174,250.0,512.0,4000.0,0.0,4.0,7.0,50
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
55,110.0,1000.0,12000.0,16.0,1.0,2.0,60
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
29,320.0,256.0,5000.0,4.0,1.0,6.0,27
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
99,480.0,96.0,512.0,0.0,1.0,1.0,6
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
117,225.0,1000.0,4000.0,2.0,3.0,6.0,24
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
196,50.0,2000.0,32000.0,112.0,52.0,104.0,307
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
