,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
78,300.0,192.0,768.0,6.0,6.0,24.0,36
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
