,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
11,400.0,512.0,3500.0,4.0,1.0,6.0,40
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
15,200.0,512.0,16000.0,0.0,4.0,32.0,35
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
18,143.0,1000.0,2000.0,0.0,5.0,16.0,31
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
34,56.0,5240.0,20970.0,30.0,12.0,24.0,106
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
99,480.0,96.0,512.0,0.0,1.0,1.0,6
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
116,180.0,2000.0,16000.0,16.0,1.0,6.0,66
118,25.0,2000.0,12000.0,8.0,1.0,4.0,49
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
145,60.0,2000.0,16000.0,64.0,5.0,8.0,74
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
154,48.0,4000.0,24000.0,32.0,8.0,24.0,214
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
157,112.0,1000.0,1000.0,0.0,1.0,4.0,8
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
169,38.0,4000.0,16000.0,128.0,16.0,32.0,212
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
175,250.0,1000.0,16000.0,1.0,1.0,8.0,50
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
187,70.0,4000.0,12000.0,8.0,6.0,8.0,75
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
204,124.0,1000.0,8000.0,0.0,1.0,8.0,42
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
