,buying,maint,doors,persons,lug_boot,safety,Class
1136,1,1,2,0,0,2,unacc
571,2,2,1,0,1,1,unacc
346,3,0,0,2,1,1,unacc
996,1,2,0,2,2,0,unacc
1671,0,0,1,2,2,0,unacc
845,2,0,3,0,2,2,unacc
1464,0,2,2,0,2,0,unacc
136,3,2,1,0,0,1,unacc
464,2,3,1,0,1,2,unacc
1317,0,3,0,2,1,0,unacc
219,3,1,0,0,1,0,unacc
1602,0,1,3,1,0,0,unacc
780,2,0,0,2,2,0,unacc
417,3,0,3,1,1,0,unacc
1100,1,1,0,2,0,2,unacc
626,2,2,3,0,1,2,unacc
1493,0,2,3,0,2,2,unacc
1545,0,1,1,0,2,0,unacc
527,2,3,3,1,1,2,unacc
658,2,1,0,1,0,1,unacc
1675,0,0,2,0,0,1,unacc
1196,1,0,0,0,2,2,unacc
442,2,3,0,1,0,1,unacc
361,3,0,1,1,0,1,unacc
471,2,3,1,1,1,0,unacc
1437,0,2,1,0,2,0,unacc
477,2,3,1,2,0,0,unacc
339,3,0,0,1,2,0,unacc
1678,0,0,2,0,1,1,unacc
648,2,1,0,0,0,0,unacc
525,2,3,3,1,1,0,unacc
680,2,1,1,0,1,2,unacc
1135,1,1,2,0,0,1,unacc
1621,0,0,0,0,0,1,unacc
951,1,3,3,0,2,0,unacc
796,2,0,1,1,1,1,unacc
650,2,1,0,0,0,2,unacc
210,3,2,3,2,1,0,unacc
768,2,0,0,1,1,0,unacc
1137,1,1,2,0,1,0,unacc
1329,0,3,1,0,2,0,unacc
200,3,2,3,1,0,2,unacc
785,2,0,1,0,0,2,unacc
1284,1,0,3,1,2,0,unacc
355,3,0,1,0,1,1,unacc
162,3,2,2,0,0,0,unacc
357,3,0,1,0,2,0,unacc
209,3,2,3,2,0,2,unacc
21,3,3,0,2,1,0,unacc
11,3,3,0,1,0,2,unacc
784,2,0,1,0,0,1,unacc
1193,1,0,0,0,1,2,unacc
433,2,3,0,0,0,1,unacc
1512,0,1,0,0,0,0,unacc
226,3,1,0,1,0,1,unacc
737,2,1,3,0,2,2,unacc
897,1,3,1,0,2,0,unacc
124,3,2,0,1,2,1,unacc
894,1,3,1,0,1,0,unacc
79,3,3,2,2,2,1,unacc
756,2,0,0,0,0,0,unacc
552,2,2,0,1,1,0,unacc
1668,0,0,1,2,1,0,unacc
381,3,0,2,0,1,0,unacc
1107,1,1,1,0,0,0,unacc
978,1,2,0,0,2,0,unacc
651,2,1,0,0,1,0,unacc
330,3,0,0,0,2,0,unacc
1278,1,0,3,1,0,0,unacc
153,3,2,1,2,0,0,unacc
1146,1,1,2,1,1,0,unacc
429,3,0,3,2,2,0,unacc
279,3,1,2,1,0,0,unacc
1649,0,0,1,0,0,2,unacc
1601,0,1,3,0,2,2,unacc
1327,0,3,1,0,1,1,unacc
876,1,3,0,1,1,0,unacc
877,1,3,0,1,1,1,unacc
681,2,1,1,0,2,0,unacc
1628,0,0,0,0,2,2,unacc
891,1,3,1,0,0,0,unacc
871,1,3,0,0,2,1,unacc
548,2,2,0,0,2,2,unacc
1695,0,0,2,2,1,0,unacc
1065,1,2,3,1,1,0,unacc
1314,0,3,0,2,0,0,unacc
609,2,2,2,1,2,0,unacc
53,3,3,1,2,2,2,unacc
1640,0,0,0,2,0,2,unacc
679,2,1,1,0,1,1,unacc
458,2,3,0,2,2,2,unacc
1635,0,0,0,1,2,0,unacc
411,3,0,3,0,2,0,unacc
1122,1,1,1,1,2,0,unacc
234,3,1,0,2,0,0,unacc
1020,1,2,1,2,1,0,unacc
575,2,2,1,0,2,2,unacc
100,3,3,3,2,0,1,unacc
539,2,3,3,2,2,2,unacc
273,3,1,2,0,1,0,unacc
1245,1,0,2,0,1,0,unacc
43,3,3,1,1,2,1,unacc
599,2,2,2,0,1,2,unacc
352,3,0,1,0,0,1,unacc
390,3,0,2,1,1,0,unacc
1371,0,3,2,2,1,0,unacc
974,1,2,0,0,0,2,unacc
450,2,3,0,2,0,0,unacc
1600,0,1,3,0,2,1,unacc
987,1,2,0,1,2,0,unacc
1560,0,1,1,2,1,0,unacc
294,3,1,2,2,2,0,unacc
1357,0,3,2,0,2,1,unacc
412,3,0,3,0,2,1,unacc
1698,0,0,2,2,2,0,unacc
1110,1,1,1,0,1,0,unacc
408,3,0,3,0,1,0,unacc
855,2,0,3,2,0,0,unacc
480,2,3,1,2,1,0,unacc
424,3,0,3,2,0,1,unacc
189,3,2,3,0,0,0,unacc
5,3,3,0,0,1,2,unacc
1163,1,1,3,0,0,2,unacc
495,2,3,2,1,0,0,unacc
351,3,0,1,0,0,0,unacc
2,3,3,0,0,0,2,unacc
517,2,3,3,0,1,1,unacc
1098,1,1,0,2,0,0,unacc
469,2,3,1,1,0,1,unacc
139,3,2,1,0,1,1,unacc
176,3,2,2,1,1,2,unacc
455,2,3,0,2,1,2,unacc
48,3,3,1,2,1,0,unacc
1491,0,2,3,0,2,0,unacc
112,3,2,0,0,1,1,unacc
562,2,2,0,2,1,1,unacc
467,2,3,1,0,2,2,unacc
1003,1,2,1,0,1,1,unacc
852,2,0,3,1,2,0,unacc
1517,0,1,0,0,1,2,unacc
688,2,1,1,1,1,1,unacc
1436,0,2,1,0,1,2,unacc
1530,0,1,0,2,0,0,unacc
819,2,0,2,1,0,0,unacc
1131,1,1,1,2,2,0,unacc
309,3,1,3,1,1,0,unacc
1191,1,0,0,0,1,0,unacc
642,2,2,3,2,1,0,unacc
684,2,1,1,1,0,0,unacc
63,3,3,2,1,0,0,unacc
1516,0,1,0,0,1,1,unacc
1018,1,2,1,2,0,1,unacc
68,3,3,2,1,1,2,unacc
1032,1,2,2,0,2,0,unacc
56,3,3,2,0,0,2,unacc
494,2,3,2,0,2,2,unacc
33,3,3,1,0,2,0,unacc
1297,0,3,0,0,0,1,unacc
1320,0,3,0,2,2,0,unacc
1189,1,0,0,0,0,1,unacc
1379,0,3,3,0,0,2,unacc
730,2,1,3,0,0,1,unacc
1195,1,0,0,0,2,1,unacc
1707,0,0,3,0,2,0,unacc
1677,0,0,2,0,1,0,unacc
147,3,2,1,1,1,0,unacc
1328,0,3,1,0,1,2,unacc
550,2,2,0,1,0,1,unacc
481,2,3,1,2,1,1,unacc
553,2,2,0,1,1,1,unacc
193,3,2,3,0,1,1,unacc
739,2,1,3,1,0,1,unacc
382,3,0,2,0,1,1,unacc
884,1,3,0,2,0,2,unacc
580,2,2,1,1,1,1,unacc
985,1,2,0,1,1,1,unacc
1023,1,2,1,2,2,0,unacc
541,2,2,0,0,0,1,unacc
912,1,3,1,2,1,0,unacc
1596,0,1,3,0,1,0,unacc
205,3,2,3,1,2,1,unacc
1083,1,1,0,0,1,0,unacc
1125,1,1,1,2,0,0,unacc
1168,1,1,3,0,2,1,unacc
208,3,2,3,2,0,1,unacc
22,3,3,0,2,1,1,unacc
1546,0,1,1,0,2,1,unacc
1277,1,0,3,0,2,2,unacc
378,3,0,2,0,0,0,unacc
1590,0,1,2,2,2,0,unacc
652,2,1,0,0,1,1,unacc
87,3,3,3,0,2,0,unacc
919,1,3,2,0,0,1,unacc
1223,1,0,1,0,2,2,unacc
166,3,2,2,0,1,1,unacc
1533,0,1,0,2,1,0,unacc
490,2,3,2,0,1,1,unacc
297,3,1,3,0,0,0,unacc
457,2,3,0,2,2,1,unacc
1422,0,2,0,2,0,0,unacc
240,3,1,0,2,2,0,unacc
1467,0,2,2,1,0,0,unacc
1434,0,2,1,0,1,0,unacc
1440,0,2,1,1,0,0,unacc
1254,1,0,2,1,1,0,unacc
829,2,0,2,2,0,1,unacc
1378,0,3,3,0,0,1,unacc
71,3,3,2,1,2,2,unacc
627,2,2,3,0,2,0,unacc
474,2,3,1,1,2,0,unacc
88,3,3,3,0,2,1,unacc
388,3,0,2,1,0,1,unacc
172,3,2,2,1,0,1,unacc
1380,0,3,3,0,1,0,unacc
1392,0,3,3,1,2,0,unacc
621,2,2,3,0,0,0,unacc
1266,1,0,2,2,2,0,unacc
950,1,3,3,0,1,2,unacc
501,2,3,2,1,2,0,unacc
1725,0,0,3,2,2,0,unacc
18,3,3,0,2,0,0,unacc
518,2,3,3,0,1,2,unacc
1111,1,1,1,0,1,1,unacc
981,1,2,0,1,0,0,unacc
1299,0,3,0,0,1,0,unacc
65,3,3,2,1,0,2,unacc
814,2,0,2,0,1,1,unacc
98,3,3,3,1,2,2,unacc
305,3,1,3,0,2,2,unacc
27,3,3,1,0,0,0,unacc
447,2,3,0,1,2,0,unacc
483,2,3,1,2,2,0,unacc
709,2,1,2,0,2,1,unacc
515,2,3,3,0,0,2,unacc
726,2,1,2,2,2,0,unacc
143,3,2,1,0,2,2,unacc
1629,0,0,0,1,0,0,unacc
918,1,3,2,0,0,0,unacc
336,3,0,0,1,1,0,unacc
1330,0,3,1,0,2,1,unacc
