,buying,maint,doors,persons,lug_boot,safety,Class
1,3,3,0,0,0,1,unacc
3,3,3,0,0,1,0,unacc
6,3,3,0,0,2,0,unacc
8,3,3,0,0,2,2,unacc
10,3,3,0,1,0,1,unacc
12,3,3,0,1,1,0,unacc
13,3,3,0,1,1,1,unacc
16,3,3,0,1,2,1,unacc
17,3,3,0,1,2,2,unacc
20,3,3,0,2,0,2,unacc
24,3,3,0,2,2,0,unacc
25,3,3,0,2,2,1,unacc
29,3,3,1,0,0,2,unacc
30,3,3,1,0,1,0,unacc
31,3,3,1,0,1,1,unacc
34,3,3,1,0,2,1,unacc
35,3,3,1,0,2,2,unacc
36,3,3,1,1,0,0,unacc
38,3,3,1,1,0,2,unacc
40,3,3,1,1,1,1,unacc
41,3,3,1,1,1,2,unacc
42,3,3,1,1,2,0,unacc
46,3,3,1,2,0,1,unacc
49,3,3,1,2,1,1,unacc
50,3,3,1,2,1,2,unacc
52,3,3,1,2,2,1,unacc
55,3,3,2,0,0,1,unacc
57,3,3,2,0,1,0,unacc
60,3,3,2,0,2,0,unacc
64,3,3,2,1,0,1,unacc
67,3,3,2,1,1,1,unacc
69,3,3,2,1,2,0,unacc
70,3,3,2,1,2,1,unacc
73,3,3,2,2,0,1,unacc
77,3,3,2,2,1,2,unacc
78,3,3,2,2,2,0,unacc
82,3,3,3,0,0,1,unacc
83,3,3,3,0,0,2,unacc
84,3,3,3,0,1,0,unacc
86,3,3,3,0,1,2,unacc
90,3,3,3,1,0,0,unacc
94,3,3,3,1,1,1,unacc
95,3,3,3,1,1,2,unacc
96,3,3,3,1,2,0,unacc
101,3,3,3,2,0,2,unacc
103,3,3,3,2,1,1,unacc
105,3,3,3,2,2,0,unacc
106,3,3,3,2,2,1,unacc
108,3,2,0,0,0,0,unacc
111,3,2,0,0,1,0,unacc
113,3,2,0,0,1,2,unacc
114,3,2,0,0,2,0,unacc
115,3,2,0,0,2,1,unacc
116,3,2,0,0,2,2,unacc
118,3,2,0,1,0,1,unacc
120,3,2,0,1,1,0,unacc
123,3,2,0,1,2,0,unacc
125,3,2,0,1,2,2,unacc
126,3,2,0,2,0,0,unacc
129,3,2,0,2,1,0,unacc
131,3,2,0,2,1,2,unacc
132,3,2,0,2,2,0,unacc
135,3,2,1,0,0,0,unacc
142,3,2,1,0,2,1,unacc
144,3,2,1,1,0,0,unacc
145,3,2,1,1,0,1,unacc
149,3,2,1,1,1,2,unacc
152,3,2,1,1,2,2,unacc
155,3,2,1,2,0,2,unacc
157,3,2,1,2,1,1,unacc
158,3,2,1,2,1,2,unacc
160,3,2,1,2,2,1,unacc
161,3,2,1,2,2,2,unacc
163,3,2,2,0,0,1,unacc
165,3,2,2,0,1,0,unacc
167,3,2,2,0,1,2,unacc
170,3,2,2,0,2,2,unacc
171,3,2,2,1,0,0,unacc
174,3,2,2,1,1,0,unacc
175,3,2,2,1,1,1,unacc
177,3,2,2,1,2,0,unacc
181,3,2,2,2,0,1,unacc
183,3,2,2,2,1,0,unacc
184,3,2,2,2,1,1,unacc
188,3,2,2,2,2,2,unacc
190,3,2,3,0,0,1,unacc
191,3,2,3,0,0,2,unacc
192,3,2,3,0,1,0,unacc
195,3,2,3,0,2,0,unacc
197,3,2,3,0,2,2,unacc
201,3,2,3,1,1,0,unacc
202,3,2,3,1,1,1,unacc
203,3,2,3,1,1,2,unacc
204,3,2,3,1,2,0,unacc
206,3,2,3,1,2,2,unacc
214,3,2,3,2,2,1,unacc
215,3,2,3,2,2,2,unacc
218,3,1,0,0,0,2,unacc
222,3,1,0,0,2,0,unacc
229,3,1,0,1,1,1,unacc
235,3,1,0,2,0,1,unacc
238,3,1,0,2,1,1,unacc
243,3,1,1,0,0,0,unacc
244,3,1,1,0,0,1,unacc
245,3,1,1,0,0,2,unacc
246,3,1,1,0,1,0,unacc
248,3,1,1,0,1,2,unacc
249,3,1,1,0,2,0,unacc
253,3,1,1,1,0,1,unacc
255,3,1,1,1,1,0,unacc
256,3,1,1,1,1,1,unacc
264,3,1,1,2,1,0,unacc
267,3,1,1,2,2,0,unacc
271,3,1,2,0,0,1,unacc
274,3,1,2,0,1,1,unacc
275,3,1,2,0,1,2,unacc
280,3,1,2,1,0,1,unacc
282,3,1,2,1,1,0,unacc
285,3,1,2,1,2,0,unacc
288,3,1,2,2,0,0,unacc
289,3,1,2,2,0,1,unacc
298,3,1,3,0,0,1,unacc
300,3,1,3,0,1,0,unacc
301,3,1,3,0,1,1,unacc
306,3,1,3,1,0,0,unacc
312,3,1,3,1,2,0,unacc
318,3,1,3,2,1,0,unacc
324,3,0,0,0,0,0,unacc
327,3,0,0,0,1,0,unacc
329,3,0,0,0,1,2,unacc
331,3,0,0,0,2,1,unacc
333,3,0,0,1,0,0,unacc
342,3,0,0,2,0,0,unacc
343,3,0,0,2,0,1,unacc
348,3,0,0,2,2,0,unacc
353,3,0,1,0,0,2,unacc
360,3,0,1,1,0,0,unacc
370,3,0,1,2,0,1,unacc
380,3,0,2,0,0,2,unacc
386,3,0,2,0,2,2,unacc
396,3,0,2,2,0,0,unacc
397,3,0,2,2,0,1,unacc
402,3,0,2,2,2,0,unacc
405,3,0,3,0,0,0,unacc
406,3,0,3,0,0,1,unacc
407,3,0,3,0,0,2,unacc
409,3,0,3,0,1,1,unacc
410,3,0,3,0,1,2,unacc
414,3,0,3,1,0,0,unacc
434,2,3,0,0,0,2,unacc
436,2,3,0,0,1,1,unacc
437,2,3,0,0,1,2,unacc
438,2,3,0,0,2,0,unacc
440,2,3,0,0,2,2,unacc
441,2,3,0,1,0,0,unacc
445,2,3,0,1,1,1,unacc
446,2,3,0,1,1,2,unacc
448,2,3,0,1,2,1,unacc
449,2,3,0,1,2,2,unacc
452,2,3,0,2,0,2,unacc
453,2,3,0,2,1,0,unacc
456,2,3,0,2,2,0,unacc
460,2,3,1,0,0,1,unacc
466,2,3,1,0,2,1,unacc
468,2,3,1,1,0,0,unacc
470,2,3,1,1,0,2,unacc
472,2,3,1,1,1,1,unacc
473,2,3,1,1,1,2,unacc
475,2,3,1,1,2,1,unacc
479,2,3,1,2,0,2,unacc
