,handicapped-infants_abstain,handicapped-infants_no,handicapped-infants_yes,water-project-cost-sharing_abstain,water-project-cost-sharing_no,water-project-cost-sharing_yes,adoption-of-the-budget-resolution_abstain,adoption-of-the-budget-resolution_no,adoption-of-the-budget-resolution_yes,physician-fee-freeze_abstain,physician-fee-freeze_no,physician-fee-freeze_yes,el-salvador-aid_abstain,el-salvador-aid_no,el-salvador-aid_yes,religious-groups-in-schools_abstain,religious-groups-in-schools_no,religious-groups-in-schools_yes,anti-satellite-test-ban_abstain,anti-satellite-test-ban_no,anti-satellite-test-ban_yes,aid-to-nicaraguan-contras_abstain,aid-to-nicaraguan-contras_no,aid-to-nicaraguan-contras_yes,mx-missile_abstain,mx-missile_no,mx-missile_yes,immigration_abstain,immigration_no,immigration_yes,synfuels-corporation-cutback_abstain,synfuels-corporation-cutback_no,synfuels-corporation-cutback_yes,education-spending_abstain,education-spending_no,education-spending_yes,superfund-right-to-sue_abstain,superfund-right-to-sue_no,superfund-right-to-sue_yes,crime_abstain,crime_no,crime_yes,duty-free-exports_abstain,duty-free-exports_no,duty-free-exports_yes,export-administration-act-south-africa_abstain,export-administration-act-south-africa_no,export-administration-act-south-africa_yes,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
283,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,republican,republican,0.01407487235988876,1,0.01,0.5
357,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.017455293351251053,1,0.01,0.5
217,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.011839852299175939,1,0.01,0.5
310,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,republican,republican,0.006670970265512417,1,0.01,0.5
30,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.031015039091628505,1,0.01,0.5
228,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,republican,republican,0.03243194806745522,1,0.01,0.5
119,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.017455293351251053,1,0.01,0.5
106,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,republican,republican,0.025083430771347184,1,0.01,0.5
235,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,republican,republican,0.004323148353355357,1,0.01,0.5
135,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.006599146978088374,1,0.01,0.5
83,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.017455293351251053,1,0.01,0.5
28,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,republican,republican,0.04411247583373323,1,0.01,0.5
56,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,republican,republican,0.07933489773000302,1,0.01,0.5
308,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.006599146978088374,1,0.01,0.5
267,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,republican,democrat,0.775578461116165,1,0.01,0.5
87,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.017455293351251053,1,0.01,0.5
35,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.031015039091628505,1,0.01,0.5
403,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,republican,republican,0.00874373016725163,1,0.01,0.5
120,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,republican,republican,0.008390928345853359,1,0.01,0.5
239,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,republican,republican,0.009949646366178915,1,0.01,0.5
15,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,republican,republican,0.027227608975566354,1,0.01,0.5
158,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,republican,republican,0.011839852299175939,1,0.01,0.5
257,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,republican,republican,0.008523738766965326,1,0.01,0.5
141,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,republican,republican,0.012104594828060006,1,0.01,0.5
314,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,republican,republican,0.20799206599979236,1,0.01,0.5
