,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
192,26.0,8000.0,32000.0,128.0,24.0,32.0,405
183,105.0,2000.0,4000.0,8.0,3.0,8.0,22
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
201,180.0,512.0,4000.0,0.0,1.0,3.0,14
99,480.0,96.0,512.0,0.0,1.0,1.0,6
188,59.0,4000.0,12000.0,32.0,6.0,12.0,113
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
174,250.0,512.0,4000.0,0.0,4.0,7.0,50
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510
100,203.0,1000.0,2000.0,0.0,1.0,5.0,24
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
12,60.0,2000.0,8000.0,65.0,1.0,8.0,92
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
51,700.0,256.0,2000.0,0.0,1.0,1.0,24
200,180.0,262.0,4000.0,0.0,1.0,3.0,12
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
199,30.0,8000.0,64000.0,128.0,12.0,176.0,1150
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
104,600.0,768.0,2000.0,0.0,1.0,1.0,16
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
24,320.0,128.0,6000.0,0.0,1.0,12.0,23
