,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
13,50.0,4000.0,16000.0,65.0,1.0,8.0,138
14,350.0,64.0,64.0,0.0,1.0,4.0,10
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
37,50.0,1000.0,4000.0,8.0,1.0,5.0,29
38,50.0,2000.0,8000.0,8.0,1.0,5.0,71
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
45,133.0,1000.0,8000.0,9.0,3.0,12.0,72
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
69,105.0,2000.0,4000.0,8.0,3.0,19.0,32
71,75.0,3000.0,8000.0,8.0,3.0,48.0,64
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
76,300.0,768.0,4500.0,0.0,1.0,24.0,45
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
78,300.0,192.0,768.0,6.0,6.0,24.0,36
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
96,26.0,16000.0,32000.0,64.0,8.0,24.0,465
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
102,1100.0,512.0,1500.0,0.0,1.0,1.0,7
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
108,900.0,512.0,1000.0,0.0,1.0,2.0,11
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
113,225.0,2000.0,4000.0,8.0,3.0,6.0,34
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
123,1500.0,768.0,2000.0,0.0,0.0,0.0,18
124,800.0,768.0,2000.0,0.0,0.0,0.0,20
125,50.0,2000.0,4000.0,0.0,3.0,6.0,27
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
132,100.0,1000.0,8000.0,24.0,2.0,6.0,26
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
137,150.0,512.0,4000.0,0.0,8.0,128.0,30
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
140,92.0,2000.0,8000.0,32.0,1.0,6.0,62
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
153,38.0,16000.0,32000.0,128.0,16.0,32.0,510
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
161,56.0,2000.0,8000.0,0.0,1.0,8.0,24
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
178,160.0,1000.0,4000.0,8.0,1.0,14.0,38
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
