,buying,maint,doors,persons,lug_boot,safety,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
440,2,3,0,0,2,2,unacc,unacc,0.05387200862218877,1,0.001,0.5
1382,0,3,3,0,1,2,unacc,unacc,0.16263701114165308,1,0.001,0.5
834,2,0,2,2,2,0,unacc,unacc,0.20532101034442402,1,0.001,0.5
798,2,0,1,1,2,0,unacc,unacc,0.12551003205601968,1,0.001,0.5
326,3,0,0,0,0,2,unacc,unacc,0.1744792779284052,1,0.001,0.5
501,2,3,2,1,2,0,unacc,unacc,0.018065629420028626,1,0.001,0.5
840,2,0,3,0,1,0,unacc,unacc,0.06426707809939167,1,0.001,0.5
252,3,1,1,1,0,0,unacc,unacc,0.03604214767700696,1,0.001,0.5
966,1,3,3,2,1,0,unacc,unacc,0.06569164200608453,1,0.001,0.5
201,3,2,3,1,1,0,unacc,unacc,0.017122716368356383,1,0.001,0.5
494,2,3,2,0,2,2,unacc,unacc,0.04910412989296147,1,0.001,0.5
1378,0,3,3,0,0,1,unacc,unacc,0.07976478037935664,1,0.001,0.5
484,2,3,1,2,2,1,unacc,unacc,0.08596435872090057,1,0.001,0.5
1191,1,0,0,0,1,0,unacc,unacc,0.16840833936864485,1,0.001,0.5
992,1,2,0,2,0,2,unacc,acc,0.4914069104386774,1,0.001,0.5
359,3,0,1,0,2,2,unacc,unacc,0.1583172023772029,1,0.001,0.5
1515,0,1,0,0,1,0,unacc,unacc,0.17815758274010574,1,0.001,0.5
178,3,2,2,1,2,1,unacc,unacc,0.04092059554204448,1,0.001,0.5
1244,1,0,2,0,0,2,unacc,acc,0.4776967000170257,1,0.001,0.5
147,3,2,1,1,1,0,unacc,unacc,0.018846289869859287,1,0.001,0.5
1648,0,0,1,0,0,1,unacc,unacc,0.5327818230352889,1,0.001,0.5
414,3,0,3,1,0,0,unacc,unacc,0.060763394055840435,1,0.001,0.5
1686,0,0,2,1,1,0,unacc,unacc,0.4351012580364596,1,0.001,0.5
43,3,3,1,1,2,1,unacc,unacc,0.023738071961604736,1,0.001,0.5
42,3,3,1,1,2,0,unacc,unacc,0.009989248838254165,1,0.001,0.5
979,1,2,0,0,2,1,unacc,unacc,0.08624147235823562,1,0.001,0.5
866,1,3,0,0,0,2,unacc,unacc,0.10516179416517717,1,0.001,0.5
1491,0,2,3,0,2,0,unacc,unacc,0.06862421266908313,1,0.001,0.5
790,2,0,1,0,2,1,unacc,unacc,0.14648383433235918,1,0.001,0.5
926,1,3,2,0,2,2,unacc,unacc,0.09092411003015834,1,0.001,0.5
488,2,3,2,0,0,2,unacc,unacc,0.051472037765624847,1,0.001,0.5
1594,0,1,3,0,0,1,unacc,unacc,0.27566001988119093,1,0.001,0.5
685,2,1,1,1,0,1,unacc,unacc,0.14906179469938263,1,0.001,0.5
1695,0,0,2,2,1,0,unacc,acc,0.6103191968649796,1,0.001,0.5
1271,1,0,3,0,0,2,unacc,acc,0.4562100500369813,1,0.001,0.5
1017,1,2,1,2,0,0,unacc,unacc,0.13349176871031676,1,0.001,0.5
111,3,2,0,0,1,0,unacc,unacc,0.009932151450603116,1,0.001,0.5
126,3,2,0,2,0,0,unacc,unacc,0.040351866265012686,1,0.001,0.5
438,2,3,0,0,2,0,unacc,unacc,0.010022561691795263,1,0.001,0.5
1622,0,0,0,0,0,2,unacc,acc,0.8216486038500027,1,0.001,0.5
811,2,0,2,0,0,1,unacc,unacc,0.14636700354673599,1,0.001,0.5
652,2,1,0,0,1,1,unacc,unacc,0.08503535856540269,1,0.001,0.5
949,1,3,3,0,1,1,unacc,unacc,0.03973138342945411,1,0.001,0.5
344,3,0,0,2,0,2,unacc,acc,0.4711324126625005,1,0.001,0.5
15,3,3,0,1,2,0,unacc,unacc,0.010461126745197735,1,0.001,0.5
625,2,2,3,0,1,1,unacc,unacc,0.03836738570189057,1,0.001,0.5
775,2,0,0,2,0,1,unacc,acc,0.4292376231188944,1,0.001,0.5
228,3,1,0,1,1,0,unacc,unacc,0.03694996435009231,1,0.001,0.5
7,3,3,0,0,2,1,unacc,unacc,0.012259662732808947,1,0.001,0.5
493,2,3,2,0,2,1,unacc,unacc,0.021185986341866872,1,0.001,0.5
399,3,0,2,2,1,0,unacc,unacc,0.11591882834314242,1,0.001,0.5
192,3,2,3,0,1,0,unacc,unacc,0.008507389169820287,1,0.001,0.5
1318,0,3,0,2,1,1,unacc,unacc,0.27880330445400353,1,0.001,0.5
1557,0,1,1,2,0,0,unacc,unacc,0.4124180249094113,1,0.001,0.5
186,3,2,2,2,2,0,unacc,unacc,0.03510291265627788,1,0.001,0.5
