,EpochNumber,SumOfValues
0,0.0,0.0
0,1.0,0.0
0,2.0,6.94293258229185
0,3.0,8.98999999998146
0,4.0,12.99
0,5.0,17.023421840124293
0,6.0,19.0237046455242
0,7.0,21.023422773682576
0,8.0,22.023421843921533
0,9.0,25.03096028505467
0,10.0,28.84931037089312
0,11.0,33.94362397104758
0,12.0,36.75316821063319
0,13.0,38.8278573299193
0,14.0,42.86233412195843
0,15.0,43.86479502302095
0,16.0,43.86543311584353
0,17.0,44.86546051482152
0,18.0,44.8654609010051
0,19.0,44.88089395933091
0,20.0,44.86532248486219
0,21.0,44.865492724577074
0,22.0,45.06681557745768
0,23.0,46.87791468836526
0,24.0,48.96717036355441
0,25.0,48.944187196980856
0,26.0,48.93532610088417
0,27.0,48.93568953135804
0,28.0,48.97286246799512
0,29.0,48.93960387012598
0,30.0,49.9174764355417
0,31.0,49.023469808983975
0,32.0,48.93020826352534
0,33.0,49.94968026529696
0,34.0,52.90243602306782
0,35.0,53.72671057424232
0,36.0,53.055101599793474
0,37.0,54.5738062805486
0,38.0,53.86768608034859
0,39.0,53.981937528977454
0,40.0,54.16493991126388
0,41.0,56.76288437171196
0,42.0,57.55652061707987
0,43.0,58.63602758653106
0,44.0,58.7961448303048
0,45.0,59.00050797425563
0,46.0,58.77707987035877
0,47.0,58.86525830155936
0,48.0,58.76562426308375
0,49.0,60.75387939800424
0,50.0,61.43995858755893
0,51.0,61.93817717528261
0,52.0,60.97777152046234
0,53.0,61.570130356154834
0,54.0,60.923165597045056
0,55.0,60.75884547122641
0,56.0,60.747622012967724
0,57.0,60.74725615790615
0,58.0,60.751255370907856
0,59.0,60.84142086733756
0,60.0,60.924998183092015
0,61.0,61.92487643885285
0,62.0,61.92487484562509
0,63.0,61.78782129865832
0,64.0,61.76695608279273
0,65.0,61.76086348284575
0,66.0,61.76051072562397
0,67.0,61.7604936019416
0,68.0,61.7656227286196
0,69.0,62.77051790914236
0,70.0,62.955081623024114
0,71.0,64.72875387740072
0,72.0,65.72875387740062
0,73.0,66.46703615982462
0,74.0,65.80278544937642
0,75.0,66.78828303486625
0,76.0,70.30565434044215
0,77.0,69.79062276191073
0,78.0,70.98934583161
0,79.0,70.76913564732493
0,80.0,71.89509918451888
0,81.0,71.93659552764677
0,82.0,71.8660559265783
0,83.0,71.9105656618972
0,84.0,71.73362290617422
0,85.0,71.73241356532938
0,86.0,72.71719838279576
