,buying,maint,doors,persons,lug_boot,safety,Class
2,3,3,0,0,0,2,unacc
4,3,3,0,0,1,1,unacc
7,3,3,0,0,2,1,unacc
8,3,3,0,0,2,2,unacc
9,3,3,0,1,0,0,unacc
15,3,3,0,1,2,0,unacc
17,3,3,0,1,2,2,unacc
18,3,3,0,2,0,0,unacc
21,3,3,0,2,1,0,unacc
23,3,3,0,2,1,2,unacc
25,3,3,0,2,2,1,unacc
26,3,3,0,2,2,2,unacc
31,3,3,1,0,1,1,unacc
32,3,3,1,0,1,2,unacc
34,3,3,1,0,2,1,unacc
35,3,3,1,0,2,2,unacc
36,3,3,1,1,0,0,unacc
42,3,3,1,1,2,0,unacc
44,3,3,1,1,2,2,unacc
52,3,3,1,2,2,1,unacc
56,3,3,2,0,0,2,unacc
57,3,3,2,0,1,0,unacc
58,3,3,2,0,1,1,unacc
64,3,3,2,1,0,1,unacc
80,3,3,2,2,2,2,unacc
85,3,3,3,0,1,1,unacc
86,3,3,3,0,1,2,unacc
87,3,3,3,0,2,0,unacc
95,3,3,3,1,1,2,unacc
98,3,3,3,1,2,2,unacc
101,3,3,3,2,0,2,unacc
102,3,3,3,2,1,0,unacc
103,3,3,3,2,1,1,unacc
104,3,3,3,2,1,2,unacc
105,3,3,3,2,2,0,unacc
108,3,2,0,0,0,0,unacc
109,3,2,0,0,0,1,unacc
111,3,2,0,0,1,0,unacc
116,3,2,0,0,2,2,unacc
117,3,2,0,1,0,0,unacc
118,3,2,0,1,0,1,unacc
121,3,2,0,1,1,1,unacc
125,3,2,0,1,2,2,unacc
128,3,2,0,2,0,2,unacc
129,3,2,0,2,1,0,unacc
135,3,2,1,0,0,0,unacc
136,3,2,1,0,0,1,unacc
142,3,2,1,0,2,1,unacc
144,3,2,1,1,0,0,unacc
149,3,2,1,1,1,2,unacc
150,3,2,1,1,2,0,unacc
152,3,2,1,1,2,2,unacc
153,3,2,1,2,0,0,unacc
155,3,2,1,2,0,2,unacc
158,3,2,1,2,1,2,unacc
159,3,2,1,2,2,0,unacc
160,3,2,1,2,2,1,unacc
162,3,2,2,0,0,0,unacc
164,3,2,2,0,0,2,unacc
167,3,2,2,0,1,2,unacc
174,3,2,2,1,1,0,unacc
175,3,2,2,1,1,1,unacc
177,3,2,2,1,2,0,unacc
180,3,2,2,2,0,0,unacc
182,3,2,2,2,0,2,unacc
183,3,2,2,2,1,0,unacc
184,3,2,2,2,1,1,unacc
186,3,2,2,2,2,0,unacc
190,3,2,3,0,0,1,unacc
191,3,2,3,0,0,2,unacc
196,3,2,3,0,2,1,unacc
197,3,2,3,0,2,2,unacc
199,3,2,3,1,0,1,unacc
202,3,2,3,1,1,1,unacc
203,3,2,3,1,1,2,unacc
205,3,2,3,1,2,1,unacc
209,3,2,3,2,0,2,unacc
211,3,2,3,2,1,1,unacc
216,3,1,0,0,0,0,unacc
217,3,1,0,0,0,1,unacc
218,3,1,0,0,0,2,unacc
219,3,1,0,0,1,0,unacc
220,3,1,0,0,1,1,unacc
224,3,1,0,0,2,2,unacc
228,3,1,0,1,1,0,unacc
229,3,1,0,1,1,1,unacc
231,3,1,0,1,2,0,unacc
234,3,1,0,2,0,0,unacc
235,3,1,0,2,0,1,unacc
237,3,1,0,2,1,0,unacc
244,3,1,1,0,0,1,unacc
246,3,1,1,0,1,0,unacc
250,3,1,1,0,2,1,unacc
251,3,1,1,0,2,2,unacc
252,3,1,1,1,0,0,unacc
253,3,1,1,1,0,1,unacc
256,3,1,1,1,1,1,unacc
261,3,1,1,2,0,0,unacc
262,3,1,1,2,0,1,unacc
274,3,1,2,0,1,1,unacc
280,3,1,2,1,0,1,unacc
282,3,1,2,1,1,0,unacc
285,3,1,2,1,2,0,unacc
291,3,1,2,2,1,0,unacc
294,3,1,2,2,2,0,unacc
299,3,1,3,0,0,2,unacc
301,3,1,3,0,1,1,unacc
307,3,1,3,1,0,1,unacc
309,3,1,3,1,1,0,unacc
321,3,1,3,2,2,0,unacc
326,3,0,0,0,0,2,unacc
327,3,0,0,0,1,0,unacc
330,3,0,0,0,2,0,unacc
333,3,0,0,1,0,0,unacc
334,3,0,0,1,0,1,unacc
339,3,0,0,1,2,0,unacc
343,3,0,0,2,0,1,unacc
345,3,0,0,2,1,0,unacc
352,3,0,1,0,0,1,unacc
355,3,0,1,0,1,1,unacc
356,3,0,1,0,1,2,unacc
364,3,0,1,1,1,1,unacc
378,3,0,2,0,0,0,unacc
379,3,0,2,0,0,1,unacc
380,3,0,2,0,0,2,unacc
381,3,0,2,0,1,0,unacc
383,3,0,2,0,1,2,unacc
384,3,0,2,0,2,0,unacc
386,3,0,2,0,2,2,unacc
388,3,0,2,1,0,1,unacc
393,3,0,2,1,2,0,unacc
396,3,0,2,2,0,0,unacc
402,3,0,2,2,2,0,unacc
405,3,0,3,0,0,0,unacc
407,3,0,3,0,0,2,unacc
409,3,0,3,0,1,1,unacc
411,3,0,3,0,2,0,unacc
414,3,0,3,1,0,0,unacc
420,3,0,3,1,2,0,unacc
426,3,0,3,2,1,0,unacc
432,2,3,0,0,0,0,unacc
433,2,3,0,0,0,1,unacc
437,2,3,0,0,1,2,unacc
440,2,3,0,0,2,2,unacc
442,2,3,0,1,0,1,unacc
453,2,3,0,2,1,0,unacc
454,2,3,0,2,1,1,unacc
455,2,3,0,2,1,2,unacc
458,2,3,0,2,2,2,unacc
459,2,3,1,0,0,0,unacc
461,2,3,1,0,0,2,unacc
466,2,3,1,0,2,1,unacc
472,2,3,1,1,1,1,unacc
473,2,3,1,1,1,2,unacc
474,2,3,1,1,2,0,unacc
476,2,3,1,1,2,2,unacc
478,2,3,1,2,0,1,unacc
480,2,3,1,2,1,0,unacc
483,2,3,1,2,2,0,unacc
485,2,3,1,2,2,2,unacc
487,2,3,2,0,0,1,unacc
489,2,3,2,0,1,0,unacc
492,2,3,2,0,2,0,unacc
501,2,3,2,1,2,0,unacc
502,2,3,2,1,2,1,unacc
504,2,3,2,2,0,0,unacc
506,2,3,2,2,0,2,unacc
510,2,3,2,2,2,0,unacc
511,2,3,2,2,2,1,unacc
516,2,3,3,0,1,0,unacc
521,2,3,3,0,2,2,unacc
526,2,3,3,1,1,1,unacc
528,2,3,3,1,2,0,unacc
536,2,3,3,2,1,2,unacc
537,2,3,3,2,2,0,unacc
540,2,2,0,0,0,0,unacc
541,2,2,0,0,0,1,unacc
544,2,2,0,0,1,1,unacc
548,2,2,0,0,2,2,unacc
549,2,2,0,1,0,0,unacc
555,2,2,0,1,2,0,unacc
560,2,2,0,2,0,2,unacc
561,2,2,0,2,1,0,unacc
562,2,2,0,2,1,1,unacc
567,2,2,1,0,0,0,unacc
569,2,2,1,0,0,2,unacc
570,2,2,1,0,1,0,unacc
571,2,2,1,0,1,1,unacc
574,2,2,1,0,2,1,unacc
577,2,2,1,1,0,1,unacc
585,2,2,1,2,0,0,unacc
591,2,2,1,2,2,0,unacc
598,2,2,2,0,1,1,unacc
599,2,2,2,0,1,2,unacc
600,2,2,2,0,2,0,unacc
601,2,2,2,0,2,1,unacc
603,2,2,2,1,0,0,unacc
609,2,2,2,1,2,0,unacc
612,2,2,2,2,0,0,unacc
613,2,2,2,2,0,1,unacc
615,2,2,2,2,1,0,unacc
622,2,2,3,0,0,1,unacc
623,2,2,3,0,0,2,unacc
627,2,2,3,0,2,0,unacc
628,2,2,3,0,2,1,unacc
631,2,2,3,1,0,1,unacc
639,2,2,3,2,0,0,unacc
653,2,1,0,0,1,2,unacc
656,2,1,0,0,2,2,unacc
661,2,1,0,1,1,1,unacc
663,2,1,0,1,2,0,unacc
668,2,1,0,2,0,2,unacc
669,2,1,0,2,1,0,unacc
670,2,1,0,2,1,1,unacc
677,2,1,1,0,0,2,unacc
678,2,1,1,0,1,0,unacc
679,2,1,1,0,1,1,unacc
680,2,1,1,0,1,2,unacc
681,2,1,1,0,2,0,unacc
683,2,1,1,0,2,2,unacc
687,2,1,1,1,1,0,unacc
688,2,1,1,1,1,1,unacc
690,2,1,1,1,2,0,unacc
693,2,1,1,2,0,0,unacc
696,2,1,1,2,1,0,unacc
703,2,1,2,0,0,1,unacc
706,2,1,2,0,1,1,unacc
708,2,1,2,0,2,0,unacc
710,2,1,2,0,2,2,unacc
714,2,1,2,1,1,0,unacc
729,2,1,3,0,0,0,unacc
734,2,1,3,0,1,2,unacc
736,2,1,3,0,2,1,unacc
737,2,1,3,0,2,2,unacc
739,2,1,3,1,0,1,unacc
744,2,1,3,1,2,0,unacc
748,2,1,3,2,0,1,unacc
750,2,1,3,2,1,0,unacc
756,2,0,0,0,0,0,unacc
759,2,0,0,0,1,0,unacc
764,2,0,0,0,2,2,unacc
766,2,0,0,1,0,1,unacc
774,2,0,0,2,0,0,unacc
780,2,0,0,2,2,0,unacc
783,2,0,1,0,0,0,unacc
784,2,0,1,0,0,1,unacc
786,2,0,1,0,1,0,unacc
787,2,0,1,0,1,1,unacc
788,2,0,1,0,1,2,unacc
790,2,0,1,0,2,1,unacc
791,2,0,1,0,2,2,unacc
792,2,0,1,1,0,0,unacc
795,2,0,1,1,1,0,unacc
796,2,0,1,1,1,1,unacc
798,2,0,1,1,2,0,unacc
802,2,0,1,2,0,1,unacc
804,2,0,1,2,1,0,unacc
807,2,0,1,2,2,0,unacc
813,2,0,2,0,1,0,unacc
817,2,0,2,0,2,1,unacc
819,2,0,2,1,0,0,unacc
820,2,0,2,1,0,1,unacc
825,2,0,2,1,2,0,unacc
828,2,0,2,2,0,0,unacc
840,2,0,3,0,1,0,unacc
842,2,0,3,0,1,2,unacc
844,2,0,3,0,2,1,unacc
845,2,0,3,0,2,2,unacc
856,2,0,3,2,0,1,unacc
861,2,0,3,2,2,0,unacc
865,1,3,0,0,0,1,unacc
866,1,3,0,0,0,2,unacc
867,1,3,0,0,1,0,unacc
870,1,3,0,0,2,0,unacc
871,1,3,0,0,2,1,unacc
872,1,3,0,0,2,2,unacc
874,1,3,0,1,0,1,unacc
879,1,3,0,1,2,0,unacc
882,1,3,0,2,0,0,unacc
884,1,3,0,2,0,2,unacc
885,1,3,0,2,1,0,unacc
891,1,3,1,0,0,0,unacc
899,1,3,1,0,2,2,unacc
912,1,3,1,2,1,0,unacc
918,1,3,2,0,0,0,unacc
919,1,3,2,0,0,1,unacc
921,1,3,2,0,1,0,unacc
922,1,3,2,0,1,1,unacc
923,1,3,2,0,1,2,unacc
926,1,3,2,0,2,2,unacc
927,1,3,2,1,0,0,unacc
937,1,3,2,2,0,1,unacc
939,1,3,2,2,1,0,unacc
951,1,3,3,0,2,0,unacc
952,1,3,3,0,2,1,unacc
966,1,3,3,2,1,0,unacc
969,1,3,3,2,2,0,unacc
972,1,2,0,0,0,0,unacc
982,1,2,0,1,0,1,unacc
990,1,2,0,2,0,0,unacc
993,1,2,0,2,1,0,unacc
994,1,2,0,2,1,1,unacc
999,1,2,1,0,0,0,unacc
1002,1,2,1,0,1,0,unacc
