,Unnamed: 0,nodeID,parentNode,dataSetFilters,evaluated,nodeFeature,nodePrediction,childrenNodes,gainOrMSE,treeLevel,pruned,isLeaf
0,0,0,-1,{},True,Uniformity_of_cell_size,2,"{'belowMean': 1, 'aboveMean': 2}",0.6318343604973508,0,False,False
1,1,1,0,{'Uniformity_of_cell_size': 'belowMean'},True,Normal_nucleoli,2,"{'belowMean': 3, 'aboveMean': 4}",0.462763473312187,1,True,True
2,2,2,0,{'Uniformity_of_cell_size': 'aboveMean'},True,Bland_chromatin,4,"{'belowMean': 5, 'aboveMean': 6}",0.0901679601119042,1,False,False
3,3,3,1,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'belowMean'}",True,Bland_chromatin,2,"{'belowMean': 7, 'aboveMean': 8}",0.2289389858182987,2,False,False
4,4,4,1,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean'}",True,Bare_nuclei,4,"{'belowMean': 9, 'aboveMean': 10}",0.4636237882326634,2,True,True
5,5,5,2,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean'}",True,Clump_thickness,4,"{'aboveMean': 11, 'belowMean': 12}",0.445224090538553,2,False,False
6,6,6,2,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean'}",True,Clump_thickness,4,"{'aboveMean': 13, 'belowMean': 14}",0.0141011242917641,2,False,False
7,7,7,3,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'belowMean', 'Bland_chromatin': 'belowMean'}",True,,2,{},0.0,3,False,True
8,8,8,3,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'belowMean', 'Bland_chromatin': 'aboveMean'}",True,Bare_nuclei,2,"{'belowMean': 15, 'aboveMean': 16}",0.9999928523369064,3,False,False
9,9,9,4,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'belowMean'}",True,Clump_thickness,2,"{'belowMean': 17, 'aboveMean': 18}",0.9999891836897136,3,False,False
10,10,10,4,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean'}",True,Bland_chromatin,4,"{'belowMean': 19, 'aboveMean': 20}",0.1561467367439895,3,True,True
11,11,11,5,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'aboveMean'}",True,Mitoses,4,"{'belowMean': 21, 'aboveMean': 22}",0.1842476956155792,3,False,False
12,12,12,5,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'belowMean'}",True,,2,{},0.0,3,False,True
13,13,13,6,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'aboveMean'}",True,Mitoses,4,"{'aboveMean': 23, 'belowMean': 24}",0.0168700329357892,3,False,False
14,14,14,6,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean'}",True,Mitoses,4,"{'belowMean': 25, 'aboveMean': 26}",0.0345676261185466,3,False,False
15,15,15,8,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Bare_nuclei': 'belowMean'}",True,,2,{},0.0,4,False,True
16,16,16,8,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'belowMean', 'Bland_chromatin': 'aboveMean', 'Bare_nuclei': 'aboveMean'}",True,,4,{},0.0,4,False,True
17,17,17,9,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'belowMean', 'Clump_thickness': 'belowMean'}",True,,2,{},0.0,4,False,True
18,18,18,9,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'belowMean', 'Clump_thickness': 'aboveMean'}",True,,4,{},0.0,4,False,True
19,19,19,10,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean'}",True,Uniformity_of_cell_shape,4,"{'belowMean': 27, 'aboveMean': 28}",0.9999872275307352,4,False,False
20,20,20,10,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'aboveMean'}",True,,4,{},0.0,4,False,True
21,21,21,11,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean'}",True,Bare_nuclei,4,"{'aboveMean': 29, 'belowMean': 30}",0.167943463351116,4,False,False
22,22,22,11,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'aboveMean'}",True,,4,{},0.0,4,False,True
23,23,23,13,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'aboveMean'}",True,Single_epithelial_cell_size,4,"{'aboveMean': 31, 'belowMean': 32}",0.0181844816395086,4,False,False
24,24,24,13,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean'}",True,,4,{},0.0,4,False,True
25,25,25,14,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean', 'Mitoses': 'belowMean'}",True,Normal_nucleoli,4,"{'aboveMean': 33, 'belowMean': 34}",0.0522569194700173,4,False,False
26,26,26,14,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'aboveMean', 'Clump_thickness': 'belowMean', 'Mitoses': 'aboveMean'}",True,,4,{},0.0,4,False,True
27,27,27,19,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Uniformity_of_cell_shape': 'belowMean'}",True,,2,{},0.0,5,False,True
28,28,28,19,"{'Uniformity_of_cell_size': 'belowMean', 'Normal_nucleoli': 'aboveMean', 'Bare_nuclei': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Uniformity_of_cell_shape': 'aboveMean'}",True,,4,{},0.0,5,False,True
29,29,29,21,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'aboveMean'}",True,Marginal_adhesion,4,"{'belowMean': 35, 'aboveMean': 36}",0.2367917377805144,5,False,False
30,30,30,21,"{'Uniformity_of_cell_size': 'aboveMean', 'Bland_chromatin': 'belowMean', 'Clump_thickness': 'aboveMean', 'Mitoses': 'belowMean', 'Bare_nuclei': 'belowMean'}",True,,4,{},0.0,5,False,True
