,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
182,240.0,512.0,2000.0,8.0,1.0,5.0,11
22,143.0,2300.0,6200.0,0.0,6.0,64.0,61
49,200.0,512.0,8000.0,8.0,1.0,8.0,62
21,143.0,3100.0,6200.0,0.0,5.0,20.0,33
46,810.0,512.0,512.0,8.0,1.0,1.0,18
35,64.0,5240.0,20970.0,30.0,12.0,24.0,208
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
206,125.0,2000.0,8000.0,0.0,2.0,14.0,52
135,50.0,2000.0,16000.0,24.0,6.0,16.0,54
131,100.0,1000.0,8000.0,0.0,2.0,6.0,16
176,160.0,512.0,4000.0,2.0,1.0,5.0,30
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
23,110.0,3100.0,6200.0,0.0,6.0,64.0,76
83,330.0,1000.0,2000.0,0.0,1.0,2.0,16
5,26.0,8000.0,32000.0,64.0,8.0,32.0,318
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
126,50.0,2000.0,8000.0,8.0,3.0,6.0,45
133,100.0,1000.0,8000.0,24.0,3.0,6.0,32
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
60,800.0,256.0,8000.0,0.0,1.0,4.0,16
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
36,50.0,500.0,2000.0,8.0,1.0,4.0,20
198,30.0,8000.0,64000.0,96.0,12.0,176.0,915
81,300.0,1000.0,4000.0,8.0,3.0,64.0,38
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
189,59.0,8000.0,16000.0,64.0,12.0,24.0,188
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
185,105.0,2000.0,8000.0,16.0,4.0,14.0,58
146,60.0,4000.0,16000.0,64.0,5.0,8.0,93
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
30,25.0,1310.0,2620.0,131.0,12.0,24.0,274
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
172,200.0,2000.0,8000.0,64.0,1.0,5.0,41
203,180.0,512.0,4000.0,0.0,1.0,3.0,21
67,105.0,256.0,2000.0,0.0,3.0,10.0,26
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
62,125.0,512.0,1000.0,0.0,8.0,20.0,36
75,300.0,768.0,12000.0,6.0,6.0,24.0,50
91,140.0,2000.0,32000.0,32.0,1.0,54.0,189
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
191,26.0,8000.0,32000.0,64.0,12.0,16.0,248
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
99,480.0,96.0,512.0,0.0,1.0,1.0,6
181,240.0,512.0,1000.0,8.0,1.0,3.0,6
88,140.0,2000.0,32000.0,32.0,1.0,20.0,134
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
42,50.0,2000.0,16000.0,8.0,3.0,6.0,52
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
101,115.0,512.0,6000.0,16.0,1.0,6.0,45
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
109,900.0,1000.0,4000.0,4.0,1.0,2.0,18
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
177,160.0,512.0,2000.0,2.0,3.0,8.0,32
115,185.0,2000.0,16000.0,16.0,1.0,6.0,76
158,84.0,1000.0,2000.0,0.0,1.0,6.0,12
54,110.0,1000.0,4000.0,16.0,1.0,2.0,26
152,35.0,8000.0,32000.0,64.0,8.0,24.0,370
103,1100.0,768.0,2000.0,0.0,1.0,1.0,13
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
114,180.0,2000.0,8000.0,8.0,1.0,6.0,50
120,17.0,4000.0,16000.0,8.0,6.0,12.0,100
47,810.0,1000.0,5000.0,0.0,1.0,1.0,20
156,30.0,16000.0,32000.0,256.0,16.0,24.0,510
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
144,60.0,4000.0,16000.0,32.0,1.0,6.0,86
57,800.0,256.0,8000.0,0.0,1.0,4.0,12
194,50.0,2000.0,32000.0,24.0,6.0,26.0,114
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
74,300.0,768.0,3000.0,6.0,6.0,24.0,44
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
41,50.0,2000.0,16000.0,8.0,3.0,5.0,40
