,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2759,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8
2214,F,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
1318,I,0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9
117,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10
2831,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8
251,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
1359,M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
1420,F,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
14,F,0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10
1834,I,0.41,0.315,0.095,0.2805,0.114,0.0345,0.11,7
93,F,0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
3893,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9
3283,F,0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11
1173,M,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
1175,M,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
1671,M,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
23,F,0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
1651,F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
2445,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
1648,M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
727,F,0.48,0.375,0.105,0.525,0.2185,0.1195,0.155,12
1911,M,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
2449,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9
785,M,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,15
2750,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8
2022,F,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
3211,F,0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
2905,M,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,8
3745,I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
176,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5
1983,F,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
3292,F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,11
