,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
32,50.0,2620.0,10480.0,30.0,12.0,24.0,32
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
56,220.0,1000.0,8000.0,16.0,1.0,2.0,71
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
190,26.0,8000.0,24000.0,32.0,8.0,16.0,173
180,160.0,2000.0,8000.0,32.0,1.0,13.0,109
134,50.0,2000.0,16000.0,12.0,3.0,16.0,45
142,92.0,2000.0,8000.0,4.0,1.0,6.0,50
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
159,56.0,1000.0,4000.0,0.0,1.0,6.0,17
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
197,50.0,4000.0,32000.0,112.0,52.0,104.0,397
73,300.0,768.0,3000.0,0.0,6.0,24.0,36
138,115.0,2000.0,8000.0,16.0,1.0,3.0,50
43,50.0,2000.0,16000.0,8.0,3.0,6.0,60
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
93,57.0,4000.0,16000.0,1.0,6.0,12.0,132
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
202,180.0,262.0,4000.0,0.0,1.0,3.0,18
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
64,75.0,2000.0,16000.0,64.0,1.0,38.0,144
28,320.0,512.0,5000.0,4.0,1.0,5.0,77
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
170,200.0,1000.0,2000.0,0.0,1.0,2.0,25
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
17,143.0,512.0,5000.0,0.0,7.0,32.0,28
27,320.0,256.0,3000.0,4.0,1.0,3.0,27
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
78,300.0,192.0,768.0,6.0,6.0,24.0,36
87,140.0,2000.0,4000.0,8.0,1.0,20.0,35
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
79,180.0,768.0,12000.0,6.0,1.0,31.0,84
