,testID,nearestNeighbors,expectedValue,actualValue,correctAssignment
1090,1,"[922, 2014, 16, 838, 606, 3662, 1216, 105, 2784, 4007, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.859453463071707,6,False
3861,1,"[3211, 1681, 3686, 2084, 2766, 278, 4007, 1929, 105, 2784, 3662, 838, 2014, 922, 16, 606, 1216]",7.29141678567517,14,False
3007,1,"[278, 2084, 1929, 1681, 3686, 3211, 2766, 2784, 4007, 3662, 105, 838, 2014, 922, 606, 16, 1216]",7.0914547758614885,14,False
4144,1,"[278, 1929, 2084, 3686, 1681, 3211, 2766, 2784, 4007, 3662, 105, 838, 2014, 922, 606, 16, 1216]",7.099814978929424,11,False
4138,1,"[1929, 278, 3211, 3686, 1681, 2784, 2766, 4007, 2084, 3662, 105, 838, 2014, 922, 606, 16, 1216]",7.233049558288582,11,False
3675,1,"[2784, 4007, 1929, 3211, 1681, 2766, 3662, 3686, 105, 278, 838, 2084, 2014, 922, 606, 16, 1216]",7.708794103151366,10,False
1341,1,"[1929, 3211, 278, 2766, 1681, 2784, 4007, 3686, 2084, 3662, 105, 838, 2014, 922, 606, 16, 1216]",7.263862617752095,10,False
3862,1,"[838, 105, 2784, 2014, 3662, 922, 606, 4007, 16, 2766, 1929, 3211, 3686, 1681, 1216, 278, 2084]",11.226554636800246,10,False
4071,1,"[2014, 922, 838, 16, 3662, 105, 606, 1216, 2784, 4007, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.694516410001816,8,False
2827,1,"[2014, 838, 922, 3662, 105, 16, 2784, 606, 4007, 1216, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.481314015465538,8,False
1111,1,"[2014, 3662, 838, 922, 105, 2784, 16, 4007, 1216, 2766, 606, 3211, 3686, 1681, 1929, 278, 2084]",12.253529926186793,8,False
2741,1,"[2014, 922, 16, 838, 3662, 1216, 606, 105, 2784, 4007, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.81181345573525,8,False
3923,1,"[606, 16, 922, 2014, 1216, 838, 2784, 105, 3662, 4007, 2766, 1929, 3211, 3686, 1681, 278, 2084]",12.373381683336941,12,False
1969,1,"[2084, 1681, 3686, 278, 1929, 3211, 2766, 4007, 105, 2784, 3662, 838, 2014, 922, 16, 606, 1216]",7.265356727092776,12,False
1231,1,"[16, 922, 606, 1216, 2014, 838, 3662, 105, 2784, 4007, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.963700264876623,7,False
1470,1,"[3662, 105, 838, 2014, 2784, 4007, 922, 2766, 3211, 16, 3686, 1681, 1216, 1929, 606, 278, 2084]",11.46597865909749,9,False
1887,1,"[3662, 105, 2784, 4007, 2766, 3211, 1681, 838, 2014, 1929, 3686, 922, 278, 16, 2084, 1216, 606]",9.510144462395822,9,False
1090,2,"[922, 2014, 16, 838, 606, 3662, 1216, 105, 2784, 4007, 2766, 3211, 3686, 1681, 1929, 278, 2084]",12.859453463071707,6,False
3861,2,"[3211, 1681, 3686, 2084, 2766, 278, 4007, 1929, 105, 2784, 3662, 838, 2014, 922, 16, 606, 1216]",7.29141678567517,14,False
3007,2,"[278, 2084, 1929, 1681, 3686, 3211, 2766, 2784, 4007, 3662, 105, 838, 2014, 922, 606, 16, 1216]",7.0914547758614885,14,False
