,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,Class
20,143.0,1500.0,6300.0,0.0,5.0,32.0,30
52,140.0,1000.0,16000.0,16.0,1.0,3.0,138
207,480.0,512.0,8000.0,32.0,0.0,0.0,67
50,700.0,384.0,8000.0,0.0,1.0,1.0,24
92,140.0,2000.0,4000.0,8.0,1.0,20.0,22
167,38.0,8000.0,16000.0,64.0,4.0,8.0,100
184,105.0,2000.0,6000.0,16.0,6.0,16.0,33
0,125.0,256.0,6000.0,256.0,16.0,128.0,198
163,56.0,4000.0,12000.0,0.0,1.0,8.0,42
31,25.0,1310.0,2620.0,131.0,12.0,24.0,368
165,38.0,4000.0,8000.0,32.0,16.0,32.0,51
3,29.0,8000.0,32000.0,32.0,8.0,32.0,172
150,40.0,8000.0,16000.0,32.0,8.0,16.0,214
86,140.0,2000.0,4000.0,0.0,4.0,8.0,40
16,167.0,524.0,2000.0,8.0,4.0,15.0,19
8,23.0,16000.0,64000.0,64.0,16.0,32.0,636
77,300.0,384.0,12000.0,6.0,1.0,24.0,53
110,900.0,1000.0,4000.0,8.0,1.0,2.0,22
1,29.0,8000.0,32000.0,32.0,8.0,32.0,269
68,105.0,1000.0,4000.0,0.0,3.0,24.0,32
148,72.0,4000.0,16000.0,64.0,8.0,16.0,143
168,38.0,8000.0,24000.0,160.0,4.0,8.0,140
171,200.0,1000.0,4000.0,0.0,1.0,4.0,30
147,50.0,4000.0,16000.0,64.0,5.0,10.0,111
95,26.0,16000.0,32000.0,64.0,16.0,24.0,465
107,900.0,1000.0,1000.0,0.0,1.0,2.0,11
106,400.0,4000.0,8000.0,0.0,1.0,1.0,32
149,72.0,2000.0,8000.0,16.0,6.0,8.0,105
84,330.0,1000.0,4000.0,0.0,3.0,6.0,22
195,50.0,2000.0,32000.0,48.0,26.0,52.0,208
19,110.0,5000.0,5000.0,142.0,8.0,64.0,120
26,320.0,256.0,6000.0,0.0,1.0,6.0,33
10,400.0,1000.0,3000.0,0.0,1.0,2.0,38
193,116.0,2000.0,8000.0,32.0,5.0,28.0,70
174,250.0,512.0,4000.0,0.0,4.0,7.0,50
90,140.0,2000.0,32000.0,32.0,1.0,54.0,141
128,50.0,2000.0,16000.0,24.0,1.0,6.0,70
121,17.0,4000.0,16000.0,32.0,6.0,12.0,133
65,75.0,2000.0,16000.0,128.0,1.0,38.0,259
33,50.0,2620.0,10480.0,30.0,12.0,24.0,63
186,52.0,4000.0,16000.0,32.0,4.0,12.0,130
39,50.0,1000.0,4000.0,8.0,3.0,5.0,26
162,56.0,4000.0,8000.0,0.0,1.0,8.0,34
78,300.0,192.0,768.0,6.0,6.0,24.0,36
136,50.0,2000.0,16000.0,24.0,6.0,16.0,65
25,320.0,512.0,2000.0,4.0,1.0,3.0,69
208,480.0,1000.0,4000.0,0.0,0.0,0.0,45
72,175.0,256.0,2000.0,0.0,3.0,24.0,22
61,800.0,256.0,8000.0,0.0,1.0,4.0,22
99,480.0,96.0,512.0,0.0,1.0,1.0,6
2,29.0,8000.0,32000.0,32.0,8.0,32.0,220
127,50.0,2000.0,8000.0,8.0,1.0,6.0,56
166,38.0,4000.0,8000.0,32.0,16.0,32.0,116
9,23.0,32000.0,64000.0,128.0,32.0,64.0,1144
122,1500.0,768.0,1000.0,0.0,0.0,0.0,12
155,38.0,8000.0,32000.0,64.0,8.0,24.0,326
151,40.0,8000.0,32000.0,64.0,8.0,24.0,277
119,25.0,2000.0,12000.0,16.0,3.0,5.0,66
85,140.0,2000.0,4000.0,0.0,3.0,6.0,29
179,160.0,1000.0,8000.0,16.0,1.0,14.0,60
160,56.0,2000.0,6000.0,0.0,1.0,8.0,21
105,400.0,2000.0,4000.0,0.0,1.0,1.0,32
94,57.0,4000.0,24000.0,64.0,12.0,16.0,237
112,225.0,2000.0,4000.0,8.0,3.0,6.0,40
14,350.0,64.0,64.0,0.0,1.0,4.0,10
70,75.0,2000.0,8000.0,8.0,3.0,24.0,62
63,75.0,2000.0,8000.0,64.0,1.0,38.0,144
98,26.0,8000.0,16000.0,0.0,8.0,16.0,185
111,900.0,2000.0,4000.0,0.0,3.0,6.0,37
7,23.0,16000.0,32000.0,64.0,16.0,32.0,489
82,300.0,1000.0,16000.0,8.0,2.0,112.0,38
48,320.0,512.0,8000.0,4.0,1.0,5.0,40
6,23.0,16000.0,32000.0,64.0,16.0,32.0,367
66,90.0,256.0,1000.0,0.0,3.0,10.0,17
139,115.0,2000.0,4000.0,2.0,1.0,5.0,40
4,29.0,8000.0,16000.0,32.0,8.0,16.0,132
59,800.0,256.0,8000.0,0.0,1.0,4.0,20
205,98.0,1000.0,8000.0,32.0,2.0,8.0,46
130,50.0,8000.0,16000.0,48.0,1.0,10.0,136
164,56.0,4000.0,16000.0,0.0,1.0,8.0,46
141,92.0,2000.0,8000.0,32.0,1.0,6.0,60
80,330.0,1000.0,3000.0,0.0,2.0,4.0,16
173,250.0,512.0,4000.0,0.0,1.0,7.0,25
40,50.0,1000.0,8000.0,8.0,3.0,5.0,36
