,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
2529,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8
53,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
1695,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16
3479,I,0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
2870,I,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7
2593,F,0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9
1769,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
4086,M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,8
901,I,0.3,0.23,0.095,0.1385,0.056,0.0365,0.037,6
3910,M,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
2732,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8
2251,M,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
2825,I,0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
3703,F,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
987,M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
3401,M,0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495,18
2890,M,0.52,0.465,0.15,0.9505,0.456,0.199,0.255,8
2136,F,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
112,I,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,9
2138,F,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12
92,M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,13
2405,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15
659,F,0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,11
1059,I,0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5
3721,M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
3586,I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,11
966,I,0.51,0.375,0.1,0.5785,0.238,0.1225,0.175,7
729,F,0.52,0.4,0.12,0.6515,0.261,0.2015,0.165,15
3561,I,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
1618,I,0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11
3762,I,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
38,F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11
3780,M,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
3134,M,0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
2276,F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,14
2186,F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
1832,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8
1312,F,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
2194,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13
2922,M,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,11
4115,F,0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,10
1966,F,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
3393,M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
507,M,0.585,0.455,0.225,1.055,0.3815,0.221,0.365,15
1145,M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
2500,F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12
2229,M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
1335,F,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
879,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.137,7
1481,F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
3513,F,0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
2854,F,0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11
3979,M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
1011,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10
3598,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12
1180,M,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
1251,I,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6
1740,F,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
424,I,0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
1047,F,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
229,F,0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15
2597,F,0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8
1746,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
3167,M,0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15
3076,F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11
1008,M,0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10
3515,F,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,12
4165,I,0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
2330,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,9
1141,I,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245,10
3823,F,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
1041,F,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
1267,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
1218,I,0.315,0.23,0.07,0.1145,0.046,0.0235,0.0385,5
2247,F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
315,I,0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
1974,M,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
3894,M,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
2678,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7
3316,M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,16
674,F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,23
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
3628,F,0.735,0.565,0.225,2.037,0.87,0.5145,0.5675,13
3860,F,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
1024,F,0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10
58,I,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
3766,F,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
1848,I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
3984,M,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
3324,I,0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,12
2670,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9
974,F,0.53,0.425,0.13,0.7585,0.325,0.197,0.205,8
712,I,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
2571,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9
1207,F,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
4022,M,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5
220,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
2103,M,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
3406,I,0.35,0.28,0.075,0.196,0.082,0.04,0.064,8
707,F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
2157,M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
3892,F,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
3715,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
3582,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
688,M,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,11
384,M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10
1967,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
675,F,0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
3548,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7
1978,M,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
1899,M,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
88,F,0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9
3448,M,0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7
1506,F,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
1775,I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,8
3074,M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
3530,I,0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,7
757,F,0.605,0.495,0.19,1.437,0.469,0.2655,0.41,15
2873,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,6
2121,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
782,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
2845,F,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10
1730,M,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
2045,I,0.405,0.31,0.09,0.312,0.138,0.06,0.087,8
2830,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9
3567,I,0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
2039,I,0.285,0.215,0.07,0.1075,0.051,0.0225,0.027,6
1553,I,0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
3816,M,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
1069,I,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
219,F,0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,8
2871,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.072,7
866,M,0.605,0.455,0.16,1.1035,0.421,0.3015,0.325,9
3689,F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9
