,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,F,I,M,Class,estimatedOutput,lossValue,testID,learningRate,numHiddenNodesPercentage
1740,0.8188405797101449,0.7777777777777778,0.78,0.5394581861012956,0.4843121480289622,0.5365646258503401,0.4645808736717828,1,0,0,10,11.580546529988858,2.4981273334598204,1,0.01,0.75
1924,0.7246376811594202,0.6851851851851851,0.62,0.3725952100510404,0.3403057119871279,0.3324829931972789,0.3093270365997639,1,0,0,8,10.622166090731978,6.875755007384626,1,0.01,0.75
3406,0.3478260869565217,0.35185185185185186,0.3,0.07381232822928936,0.06395816572807723,0.06462585034013606,0.07201889020070838,0,1,0,8,6.329612429401149,2.7901946360111305,1,0.01,0.75
23,0.6376811594202899,0.6018518518518517,0.54,0.29662347860227717,0.25382139983909896,0.35374149659863946,0.23258559622195987,1,0,0,9,10.210341223854169,1.4649258781608068,1,0.01,0.75
1509,0.7753623188405797,0.7685185185185185,0.66,0.514330585001963,0.44046661303298473,0.5093537414965986,0.39197166469893746,1,0,0,11,11.070719206370809,0.005001206149717053,1,0.01,0.75
2163,0.6376811594202899,0.7037037037037037,0.6,0.34903808402041614,0.30128720836685435,0.30952380952380953,0.33884297520661155,1,0,0,9,10.815837837260307,3.297267051226191,1,0.01,0.75
186,0.7536231884057971,0.7222222222222222,0.6,0.4100903023164507,0.3133547868061142,0.5680272108843538,0.332939787485242,1,0,0,12,10.834566298797569,1.358235711898398,1,0.01,0.75
1799,0.7101449275362318,0.6944444444444444,0.66,0.40439733019238316,0.3982300884955752,0.3715986394557823,0.2927981109799292,0,0,1,9,10.047203152336321,1.096634442263128,1,0.01,0.75
2513,0.5144927536231885,0.48148148148148145,0.54,0.24283470749901842,0.2063555913113435,0.2423469387755102,0.20306965761511214,1,0,0,8,9.957944761341222,3.833547688463536,1,0.01,0.75
3445,0.5579710144927535,0.5740740740740742,0.58,0.2237926972909305,0.20273531777956555,0.21853741496598642,0.19067296340023615,0,1,0,8,9.075549648970028,1.1568070473995515,1,0.01,0.75
3615,0.7318840579710144,0.7129629629629629,0.76,0.5596780526109147,0.586484312148029,0.5153061224489796,0.3842975206611571,0,0,1,9,10.233787445155283,1.5222314598228,1,0.01,0.75
2492,0.5289855072463767,0.5370370370370371,0.58,0.2206517471535139,0.1323411102172164,0.19727891156462585,0.21723730814639905,1,0,0,11,10.317559133014047,0.46572553693253915,1,0.01,0.75
2216,0.31884057971014496,0.3148148148148148,0.32,0.07145661562622693,0.05953338696701528,0.06207482993197279,0.0731995277449823,0,1,0,7,6.287175569866181,0.5081186681956034,1,0.01,0.75
4008,0.6884057971014492,0.6759259259259258,0.62,0.4416961130742049,0.4416733708769107,0.37585034013605445,0.3565525383707202,0,0,1,12,10.088513015384112,3.6537824923559383,1,0.01,0.75
